% STS tools Version: 6.6.0
%  File type: I x V 
% Export Date: 2025-04-29 13:57
0-SB(V) 0-I(nA) 1-SB(V) 1-I(nA) 2-SB(V) 2-I(nA) 3-SB(V) 3-I(nA) 4-SB(V) 4-I(nA) 5-SB(V) 5-I(nA) 6-SB(V) 6-I(nA) 7-SB(V) 7-I(nA) 8-SB(V) 8-I(nA) 9-SB(V) 9-I(nA) 10-SB(V) 10-I(nA) 11-SB(V) 11-I(nA) 12-SB(V) 12-I(nA) 13-SB(V) 13-I(nA) 14-SB(V) 14-I(nA) 15-SB(V) 15-I(nA) 16-SB(V) 16-I(nA) 17-SB(V) 17-I(nA) 18-SB(V) 18-I(nA) 19-SB(V) 19-I(nA) 20-SB(V) 20-I(nA) 21-SB(V) 21-I(nA) 22-SB(V) 22-I(nA) 23-SB(V) 23-I(nA) 24-SB(V) 24-I(nA) 25-SB(V) 25-I(nA) 26-SB(V) 26-I(nA) 27-SB(V) 27-I(nA) 28-SB(V) 28-I(nA) 29-SB(V) 29-I(nA) 30-SB(V) 30-I(nA) 31-SB(V) 31-I(nA) 32-SB(V) 32-I(nA) 33-SB(V) 33-I(nA) 34-SB(V) 34-I(nA) 35-SB(V) 35-I(nA) 36-SB(V) 36-I(nA) 37-SB(V) 37-I(nA) 38-SB(V) 38-I(nA) 39-SB(V) 39-I(nA) 40-SB(V) 40-I(nA) 41-SB(V) 41-I(nA) 42-SB(V) 42-I(nA) 43-SB(V) 43-I(nA) 44-SB(V) 44-I(nA) 45-SB(V) 45-I(nA) 46-SB(V) 46-I(nA) 47-SB(V) 47-I(nA) 48-SB(V) 48-I(nA) 49-SB(V) 49-I(nA) 50-SB(V) 50-I(nA) 51-SB(V) 51-I(nA) 52-SB(V) 52-I(nA) 53-SB(V) 53-I(nA) 54-SB(V) 54-I(nA) 55-SB(V) 55-I(nA) 56-SB(V) 56-I(nA) 57-SB(V) 57-I(nA) 58-SB(V) 58-I(nA) 59-SB(V) 59-I(nA) 60-SB(V) 60-I(nA) 61-SB(V) 61-I(nA) 62-SB(V) 62-I(nA) 63-SB(V) 63-I(nA) 64-SB(V) 64-I(nA) 65-SB(V) 65-I(nA) 66-SB(V) 66-I(nA) 67-SB(V) 67-I(nA) 68-SB(V) 68-I(nA) 69-SB(V) 69-I(nA) 70-SB(V) 70-I(nA) 71-SB(V) 71-I(nA) 72-SB(V) 72-I(nA) 73-SB(V) 73-I(nA) 74-SB(V) 74-I(nA) 75-SB(V) 75-I(nA) 76-SB(V) 76-I(nA) 77-SB(V) 77-I(nA) 78-SB(V) 78-I(nA) 79-SB(V) 79-I(nA) 80-SB(V) 80-I(nA) 81-SB(V) 81-I(nA) 82-SB(V) 82-I(nA) 83-SB(V) 83-I(nA) 84-SB(V) 84-I(nA) 85-SB(V) 85-I(nA) 86-SB(V) 86-I(nA) 87-SB(V) 87-I(nA) 88-SB(V) 88-I(nA) 89-SB(V) 89-I(nA) 90-SB(V) 90-I(nA) 91-SB(V) 91-I(nA) 92-SB(V) 92-I(nA) 93-SB(V) 93-I(nA) 94-SB(V) 94-I(nA) 95-SB(V) 95-I(nA) 96-SB(V) 96-I(nA) 97-SB(V) 97-I(nA) 98-SB(V) 98-I(nA) 99-SB(V) 99-I(nA) 100-SB(V) 100-I(nA) 101-SB(V) 101-I(nA) 102-SB(V) 102-I(nA) 103-SB(V) 103-I(nA) 104-SB(V) 104-I(nA) 105-SB(V) 105-I(nA) 106-SB(V) 106-I(nA) 107-SB(V) 107-I(nA) 108-SB(V) 108-I(nA) 109-SB(V) 109-I(nA) 110-SB(V) 110-I(nA) 111-SB(V) 111-I(nA) 112-SB(V) 112-I(nA) 113-SB(V) 113-I(nA) 114-SB(V) 114-I(nA) 115-SB(V) 115-I(nA) 116-SB(V) 116-I(nA) 117-SB(V) 117-I(nA) 118-SB(V) 118-I(nA) 119-SB(V) 119-I(nA) 120-SB(V) 120-I(nA) 121-SB(V) 121-I(nA) 122-SB(V) 122-I(nA) 123-SB(V) 123-I(nA) 124-SB(V) 124-I(nA) 125-SB(V) 125-I(nA) 126-SB(V) 126-I(nA) 127-SB(V) 127-I(nA) 128-SB(V) 128-I(nA) 129-SB(V) 129-I(nA) 130-SB(V) 130-I(nA) 131-SB(V) 131-I(nA) 132-SB(V) 132-I(nA) 133-SB(V) 133-I(nA) 134-SB(V) 134-I(nA) 135-SB(V) 135-I(nA) 136-SB(V) 136-I(nA) 137-SB(V) 137-I(nA) 138-SB(V) 138-I(nA) 139-SB(V) 139-I(nA) 140-SB(V) 140-I(nA) 141-SB(V) 141-I(nA) 142-SB(V) 142-I(nA) 143-SB(V) 143-I(nA) 144-SB(V) 144-I(nA) 145-SB(V) 145-I(nA) 146-SB(V) 146-I(nA) 147-SB(V) 147-I(nA) 148-SB(V) 148-I(nA) 149-SB(V) 149-I(nA) 150-SB(V) 150-I(nA) 151-SB(V) 151-I(nA) 152-SB(V) 152-I(nA) 153-SB(V) 153-I(nA) 154-SB(V) 154-I(nA) 155-SB(V) 155-I(nA) 156-SB(V) 156-I(nA) 157-SB(V) 157-I(nA) 158-SB(V) 158-I(nA) 159-SB(V) 159-I(nA) 160-SB(V) 160-I(nA) 161-SB(V) 161-I(nA) 162-SB(V) 162-I(nA) 163-SB(V) 163-I(nA) 164-SB(V) 164-I(nA) 165-SB(V) 165-I(nA) 166-SB(V) 166-I(nA) 167-SB(V) 167-I(nA) 168-SB(V) 168-I(nA) 169-SB(V) 169-I(nA) 170-SB(V) 170-I(nA) 171-SB(V) 171-I(nA) 172-SB(V) 172-I(nA) 173-SB(V) 173-I(nA) 174-SB(V) 174-I(nA) 175-SB(V) 175-I(nA) 176-SB(V) 176-I(nA) 177-SB(V) 177-I(nA) 178-SB(V) 178-I(nA) 179-SB(V) 179-I(nA) 180-SB(V) 180-I(nA) 181-SB(V) 181-I(nA) 182-SB(V) 182-I(nA) 183-SB(V) 183-I(nA) 184-SB(V) 184-I(nA) 185-SB(V) 185-I(nA) 186-SB(V) 186-I(nA) 187-SB(V) 187-I(nA) 188-SB(V) 188-I(nA) 189-SB(V) 189-I(nA) 190-SB(V) 190-I(nA) 191-SB(V) 191-I(nA) 192-SB(V) 192-I(nA) 193-SB(V) 193-I(nA) 194-SB(V) 194-I(nA) 195-SB(V) 195-I(nA) 196-SB(V) 196-I(nA) 197-SB(V) 197-I(nA) 198-SB(V) 198-I(nA) 199-SB(V) 199-I(nA) 200-SB(V) 200-I(nA) 201-SB(V) 201-I(nA) 202-SB(V) 202-I(nA) 203-SB(V) 203-I(nA) 204-SB(V) 204-I(nA) 205-SB(V) 205-I(nA) 206-SB(V) 206-I(nA) 207-SB(V) 207-I(nA) 208-SB(V) 208-I(nA) 209-SB(V) 209-I(nA) 210-SB(V) 210-I(nA) 211-SB(V) 211-I(nA) 212-SB(V) 212-I(nA) 213-SB(V) 213-I(nA) 214-SB(V) 214-I(nA) 215-SB(V) 215-I(nA) 216-SB(V) 216-I(nA) 217-SB(V) 217-I(nA) 218-SB(V) 218-I(nA) 219-SB(V) 219-I(nA) 220-SB(V) 220-I(nA) 221-SB(V) 221-I(nA) 222-SB(V) 222-I(nA) 223-SB(V) 223-I(nA) 224-SB(V) 224-I(nA) V-Average I-Average
-2.5 -0.5225677490234376 -2.5 -1.7910054524739585 -2.5 -22.076227823893223 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -9.27495829264323 -2.5 -10.176823933919268 -2.5 -11.184834798177082 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -17.10403442382813 -2.5 -19.999389648437504 -2.5 -11.282175699869786 -2.5 -19.345525105794273 -2.5 -5.673553466796875 -2.5 -4.226450602213542 -2.5 -19.074315388997395 -2.5 -21.08698527018229 -2.5 -8.027709960937496 -2.5 -5.768697102864583 -2.5 -6.573481241861981 -2.5 -19.999389648437504 -2.5 -17.439402262369786 -2.5 -19.999389648437504 -2.5 -6.108729044596356 -2.5 -3.494059244791666 -2.5 -12.205973307291668 -2.5 -0.33529154459635324 -2.5 -19.999389648437504 -2.5 -20.48978678385416 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -6.157796223958332 -2.5 -19.999389648437504 -2.5 -17.606862386067707 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -5.096638997395833 -2.5 -19.999389648437504 -2.5 -15.157206217447914 -2.5 -3.693873087565104 -2.5 -10.852284749348959 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -11.345738728841141 -2.5 -19.451354980468746 -2.5 -15.317560831705727 -2.5 -7.3464202880859375 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -9.414952596028646 -2.5 -19.999389648437504 -2.5 -11.374679565429682 -2.5 -2.7224426269531254 -2.5 -2.4146169026692714 -2.5 -4.460225423177082 -2.5 -10.754140218098962 -2.5 -6.635976155598957 -2.5 -19.999389648437504 -2.5 -5.469441731770834 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -9.45444742838542 -2.5 -1.0926869710286462 -2.5 -10.901468912760414 -2.5 -19.999389648437504 -2.5 -4.363662719726562 -2.5 -11.073074340820316 -2.5 -9.883631388346354 -2.5 -1.5020395914713542 -2.5 -2.399968465169271 -2.5 -16.18935139973958 -2.5 -19.999389648437504 -2.5 -8.408294677734373 -2.5 -19.999389648437504 -2.5 -10.746897379557291 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -6.662231445312498 -2.5 -2.7315724690755223 -2.5 -8.678237915039062 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -10.246363321940104 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -18.39271545410156 -2.5 -0.7264912923177085 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -15.576868693033855 -2.5 -6.602340698242186 -2.5 -22.613393147786454 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -1.62139892578125 -2.5 -19.999389648437504 -2.5 -15.239151000976559 -2.5 -19.999389648437504 -2.5 -6.464625040690104 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -20.15907796223958 -2.5 -19.999389648437504 -2.5 -1.571141560872395 -2.5 -8.961217244466146 -2.5 -19.999389648437504 -2.5 -5.969243367513021 -2.5 -19.999389648437504 -2.5 -10.949401855468746 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -10.013422648111977 -2.5 -19.999389648437504 -2.5 -19.17847188313802 -2.5 -7.600219726562502 -2.5 -20.09758504231771 -2.5 -5.319010416666665 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -12.820190429687496 -2.5 -23.103480021158852 -2.5 -19.999389648437504 -2.5 -2.715428670247397 -2.5 0.03697204589843768 -2.5 -10.083440144856771 -2.5 -0.5780487060546873 -2.5 -4.4187266031901045 -2.5 -8.269388834635418 -2.5 -2.5685068766276045 -2.5 -19.999389648437504 -2.5 -2.4630126953125 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -1.0324757893880205 -2.5 -19.999389648437504 -2.5 -9.696812947591146 -2.5 -4.071217854817708 -2.5 -5.417256673177082 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -8.555384318033855 -2.5 -19.999389648437504 -2.5 -6.217127482096353 -2.5 -19.999389648437504 -2.5 -6.158467610677082 -2.5 -19.999389648437504 -2.5 -15.001714070638023 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.038014729817704 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -5.529042561848957 -2.5 -8.522623697916664 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -7.982014973958333 -2.5 -19.999389648437504 -2.5 -9.387496948242186 -2.5 -8.999354044596354 -2.5 -17.69563293457032 -2.5 -6.775192260742187 -2.5 -19.999389648437504 -2.5 -6.674804687499999 -2.5 -21.1987813313802 -2.5 -5.74450174967448 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -1.814051310221355 -2.5 -19.999389648437504 -2.5 -16.986150105794273 -2.5 -20.147435506184895 -2.5 -11.043126424153645 -2.5 -11.468989054361982 -2.5 -19.999389648437504 -2.5 -23.84895324707031 -2.5 -10.021453857421877 -2.5 -6.772115071614583 -2.5 -19.999389648437504 -2.5 -1.1917368570963531 -2.5 -19.999389648437504 -2.5 -16.57257080078125 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -9.973414103190104 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -3.156626383463543 -2.5 -18.11162821451823 -2.5 -19.999389648437504 -2.5 -2.5675760904947897 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -2.055857340494791 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -19.999389648437504 -2.5 -4.69642130533854 -2.5 -19.999389648437504 -2.5 -4.467280069986978 -2.5 -19.999389648437504 -2.5 -15.089526828277272
-2.490234375 -0.4830540248325894 -2.490234375 -1.7620529901413693 -2.490234375 -21.21774001348586 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -9.249094645182293 -2.490234375 -9.837209065755205 -2.490234375 -11.69987560453869 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -16.844334193638396 -2.490234375 -19.999389648437504 -2.490234375 -11.134570893787197 -2.490234375 -19.09721883138021 -2.490234375 -5.536734444754464 -2.490234375 -4.140377952938988 -2.490234375 -18.978208996000742 -2.490234375 -20.357854933965772 -2.490234375 -7.849557059151783 -2.490234375 -5.690528506324404 -2.490234375 -6.4632931663876505 -2.490234375 -19.999389648437504 -2.490234375 -16.67598760695684 -2.490234375 -19.999389648437504 -2.490234375 -5.878672281901044 -2.490234375 -3.618431454613095 -2.490234375 -11.971580868675597 -2.490234375 -0.43757992699032655 -2.490234375 -19.999389648437504 -2.490234375 -20.32656133742559 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -6.089698428199404 -2.490234375 -19.999389648437504 -2.490234375 -16.546232677641367 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -4.958769298735119 -2.490234375 -19.999389648437504 -2.490234375 -15.03207542782738 -2.490234375 -3.5601385207403276 -2.490234375 -10.597920735677084 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -10.982080368768596 -2.490234375 -19.50746372767857 -2.490234375 -14.726093110584076 -2.490234375 -7.379643031529018 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -9.298783075241817 -2.490234375 -19.999389648437504 -2.490234375 -11.479984828404014 -2.490234375 -2.816153390066965 -2.490234375 -2.360855829148066 -2.490234375 -4.474673316592261 -2.490234375 -10.507117861793159 -2.490234375 -6.623293922061011 -2.490234375 -19.999389648437504 -2.490234375 -5.248860677083334 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -10.08074660528274 -2.490234375 -1.0524277460007443 -2.490234375 -10.781186058407735 -2.490234375 -19.999389648437504 -2.490234375 -4.1392429896763385 -2.490234375 -11.306113106863842 -2.490234375 -9.606751941499256 -2.490234375 -1.4569193522135417 -2.490234375 -2.4249253045944945 -2.490234375 -15.683047340029757 -2.490234375 -19.999389648437504 -2.490234375 -8.303144182477677 -2.490234375 -19.999389648437504 -2.490234375 -10.041361490885416 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -6.4586530412946415 -2.490234375 -2.790177118210567 -2.490234375 -9.681200299944196 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -9.989041283017112 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -18.43179321289062 -2.490234375 -0.7027616954985121 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -14.78377133324033 -2.490234375 -6.445002964564731 -2.490234375 -21.49597458612351 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -1.5554024832589286 -2.490234375 -19.999389648437504 -2.490234375 -15.287261962890621 -2.490234375 -19.999389648437504 -2.490234375 -6.56542242140997 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.98201497395833 -2.490234375 -19.999389648437504 -2.490234375 -1.591071719215029 -2.490234375 -8.869322277250745 -2.490234375 -19.999389648437504 -2.490234375 -5.8286118280319945 -2.490234375 -19.999389648437504 -2.490234375 -10.755859374999996 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -9.809955415271576 -2.490234375 -19.999389648437504 -2.490234375 -19.08478509812128 -2.490234375 -8.00789969308036 -2.490234375 -19.8245355515253 -2.490234375 -5.647240048363094 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -13.008178710937496 -2.490234375 -22.174867175874255 -2.490234375 -19.999389648437504 -2.490234375 -2.6238911946614594 -2.490234375 0.05371529715401798 -2.490234375 -10.056639171781995 -2.490234375 -0.9373822893415176 -2.490234375 -4.135142008463542 -2.490234375 -7.867402576264882 -2.490234375 -2.5019981747581848 -2.490234375 -19.999389648437504 -2.490234375 -2.4254847935267856 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -0.992604573567708 -2.490234375 -19.999389648437504 -2.490234375 -9.444482712518601 -2.490234375 -4.1455804734002974 -2.490234375 -5.210827055431547 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -8.2659665062314 -2.490234375 -19.999389648437504 -2.490234375 -6.092940557570683 -2.490234375 -19.999389648437504 -2.490234375 -6.048961821056547 -2.490234375 -19.999389648437504 -2.490234375 -14.966272263299853 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.13640776134672 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -5.398824055989582 -2.490234375 -8.255429222470235 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -7.923804873511904 -2.490234375 -19.999389648437504 -2.490234375 -9.11870901925223 -2.490234375 -8.840987432570683 -2.490234375 -17.476889474051347 -2.490234375 -6.773197719029017 -2.490234375 -19.999389648437504 -2.490234375 -6.381138392857142 -2.490234375 -20.84174746558779 -2.490234375 -5.975099109468007 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -2.860396612258185 -2.490234375 -19.999389648437504 -2.490234375 -16.55592418852307 -2.490234375 -20.094559442429315 -2.490234375 -11.279897054036457 -2.490234375 -11.226529075985866 -2.490234375 -19.999389648437504 -2.490234375 -22.711438860212052 -2.490234375 -10.60075160435268 -2.490234375 -6.676874069940476 -2.490234375 -19.999389648437504 -2.490234375 -1.2757670084635409 -2.490234375 -19.999389648437504 -2.490234375 -16.617780412946427 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -9.787014915829612 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -3.1050124395461323 -2.490234375 -17.105818975539435 -2.490234375 -19.999389648437504 -2.490234375 -2.5034673781622008 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -1.9436529250372019 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -19.999389648437504 -2.490234375 -4.851315452938986 -2.490234375 -19.999389648437504 -2.490234375 -4.55732218424479 -2.490234375 -19.999389648437504 -2.490234375 -15.121274986390373
