V_0,didv_0,V_1,didv_1,V_2,didv_2,V_3,didv_3,V_4,didv_4,V_5,didv_5
-2.689850000000006,0.0,-2.689850000000006,0.0,-2.689850000000006,0.3078015320935392,-2.689850000000006,0.0,-2.689850000000006,0.0,-2.689850000000006,0.0
-2.6798500000000063,0.0,-2.6798500000000063,0.0,-2.6798500000000063,0.3089653680158627,-2.6798500000000063,0.0,-2.6798500000000063,0.0,-2.6798500000000063,0.0
-2.6698500000000065,0.0,-2.6698500000000065,0.0,-2.6698500000000065,0.31012920393818627,-2.6698500000000065,0.0,-2.6698500000000065,0.0,-2.6698500000000065,0.0
-2.6598500000000067,0.00025366814018540427,-2.6598500000000067,0.0,-2.6598500000000067,0.27385850212597773,-2.6598500000000067,0.0,-2.6598500000000067,0.0,-2.6598500000000067,0.0
-2.649850000000007,0.0005524527576007101,-2.649850000000007,0.0,-2.649850000000007,0.23092983188274163,-2.649850000000007,0.0,-2.649850000000007,0.0,-2.649850000000007,0.0
-2.639850000000007,0.0008512373750160159,-2.639850000000007,0.0,-2.639850000000007,0.18800116163950556,-2.639850000000007,0.0,-2.639850000000007,0.0,-2.639850000000007,0.0
-2.6298500000000073,0.004518901951385281,-2.6298500000000073,0.0,-2.6298500000000073,0.15302323479441257,-2.6298500000000073,0.0,-2.6298500000000073,0.0,-2.6298500000000073,0.0
-2.6198500000000076,0.008857110980019928,-2.6198500000000076,0.0,-2.6198500000000076,0.11962783001658434,-2.6198500000000076,0.0,-2.6198500000000076,0.0,-2.6198500000000076,0.0
-2.6098500000000078,0.013195320008654577,-2.6098500000000078,0.0,-2.6098500000000078,0.08623242523875607,-2.6098500000000078,0.0,-2.6098500000000078,0.0,-2.6098500000000078,0.0
-2.599850000000008,0.017956980062516868,-2.599850000000008,0.0019581481329201617,-2.599850000000008,0.07392066124418022,-2.599850000000008,0.0,-2.599850000000008,0.0003498398391522832,-2.599850000000008,0.0
-2.589850000000008,0.02281222330998919,-2.589850000000008,0.004349049394119246,-2.589850000000008,0.06626840760587913,-2.589850000000008,0.0,-2.589850000000008,0.0007769947099125038,-2.589850000000008,0.0
-2.5798500000000084,0.027667466557461502,-2.5798500000000084,0.006739950655318331,-2.5798500000000084,0.05861615396757805,-2.5798500000000084,0.0,-2.5798500000000084,0.0012041495806727244,-2.5798500000000084,0.0
-2.5698500000000086,0.045301542007296525,-2.5698500000000086,0.010991511344651475,-2.5698500000000086,0.0636067334940858,-2.5698500000000086,0.00385376378787684,-2.5698500000000086,0.001331440299506431,-2.5698500000000086,0.0
-2.559850000000009,0.06605085515822172,-2.559850000000009,0.015696665625920224,-2.559850000000009,0.071679396727454,-2.559850000000009,0.008647002330017245,-2.559850000000009,0.0013856298071735808,-2.559850000000009,0.0
-2.549850000000009,0.08680016830914691,-2.549850000000009,0.02040181990718898,-2.549850000000009,0.07975205996082221,-2.549850000000009,0.013440240872157649,-2.549850000000009,0.0014398193148407307,-2.549850000000009,0.0
-2.5398500000000093,0.09789301409226643,-2.5398500000000093,0.022618635390985194,-2.5398500000000093,0.11927110724114698,-2.5398500000000093,0.01827022818456091,-2.5398500000000093,0.0011611215783986274,-2.5398500000000093,0.0006290010361397296
-2.5298500000000095,0.1064034585894316,-2.5298500000000095,0.024170001589268682,-2.5298500000000095,0.16719977053407453,-2.5298500000000095,0.02311004311486722,-2.5298500000000095,0.0007934007640003372,-2.5298500000000095,0.0014262140097017646
-2.5198500000000097,0.11491390308659677,-2.5198500000000097,0.025721367787552178,-2.5198500000000097,0.2151284338270021,-2.5198500000000097,0.02794985804517353,-2.5198500000000097,0.0004256799496020468,-2.5198500000000097,0.0022234269832638
-2.50985000000001,0.1222167402455564,-2.50985000000001,0.0444649315479306,-2.50985000000001,0.24333219505824363,-2.50985000000001,0.04075275873041728,-2.50985000000001,0.007131803311634966,-2.50985000000001,0.002403597115289579
-2.49985000000001,0.12916696854348772,-2.49985000000001,0.06822843929933564,-2.49985000000001,0.2657764887623981,-2.49985000000001,0.05588079815031951,-2.49985000000001,0.015903416058528554,-2.49985000000001,0.002403597115289579
-2.4898500000000103,0.136117196841419,-2.4898500000000103,0.0919919470507407,-2.4898500000000103,0.28822078246655264,-2.4898500000000103,0.07100883757022175,-2.4898500000000103,0.02467502880542214,-2.4898500000000103,0.002403597115289579
-2.4798500000000105,0.13848470696753162,-2.4798500000000105,0.11617772979065605,-2.4798500000000105,0.27645337360093974,-2.4798500000000105,0.10511545646788437,-2.4798500000000105,0.03309304092859368,-2.4798500000000105,0.002043797673764932
-2.4698500000000108,0.1393970984119386,-2.4698500000000108,0.14049759457567232,-2.4698500000000108,0.25382296036199176,-2.4698500000000108,0.14524821193230134,-2.4698500000000108,0.041398776700885764,-2.4698500000000108,0.0015697536137845032
-2.459850000000011,0.1403094898563455,-2.459850000000011,0.16481745936068853,-2.459850000000011,0.23119254712304374,-2.459850000000011,0.18538096739671828,-2.459850000000011,0.04970451247317786,-2.459850000000011,0.0010957095538040745
-2.449850000000011,0.14717310811337905,-2.449850000000011,0.16807976759113155,-2.449850000000011,0.1867680719425461,-2.449850000000011,0.23446124176639355,-2.449850000000011,0.06670621557373718,-2.449850000000011,0.002239915650550349
-2.4398500000000114,0.15608446032745735,-2.4398500000000114,0.16409646496404492,-2.4398500000000114,0.13484456469609543,-2.4398500000000114,0.28662023231854117,-2.4398500000000114,0.0867000794754381,-2.4398500000000114,0.0039409390055284
-2.4298500000000116,0.1649958125415356,-2.4298500000000116,0.1601131623369583,-2.4298500000000116,0.08292105744964476,-2.4298500000000116,0.33877922287068885,-2.4298500000000116,0.106693943377139,-2.4298500000000116,0.005641962360506449
-2.419850000000012,0.2014431662975533,-2.419850000000012,0.16732204797349223,-2.419850000000012,0.05754217881734754,-2.419850000000012,0.3742403747809075,-2.419850000000012,0.11344776162623073,-2.419850000000012,0.017816165390230218
-2.409850000000012,0.24812681143616272,-2.409850000000012,0.17869154131847467,-2.409850000000012,0.042031056501206414,-2.409850000000012,0.40349423688044134,-2.409850000000012,0.11527969733502319,-2.409850000000012,0.03388369035667929
-2.3998500000000123,0.2948104565747722,-2.3998500000000123,0.19006103466345714,-2.3998500000000123,0.0265199341850653,-2.3998500000000123,0.4327480989799752,-2.3998500000000123,0.11711163304381567,-2.3998500000000123,0.04995121532312837
-2.3898500000000125,0.3471927973748997,-2.3898500000000125,0.22221699850232468,-2.3898500000000125,0.043230560192307144,-2.3898500000000125,0.45032284542494916,-2.3898500000000125,0.10106861165650105,-2.3898500000000125,0.06940878991647594
-2.3798500000000127,0.4018690030486115,-2.3798500000000127,0.2627400269018943,-2.3798500000000127,0.07291123075616336,-2.3798500000000127,0.4631964611646234,-2.3798500000000127,0.07783048131180452,-2.3798500000000127,0.09023094269064492
-2.369850000000013,0.45654520872232324,-2.369850000000013,0.3032630553014639,-2.369850000000013,0.1025919013200196,-2.369850000000013,0.4760700769042977,-2.369850000000013,0.054592350967107975,-2.369850000000013,0.11105309546481393
-2.359850000000013,0.5190257441400583,-2.359850000000013,0.35043162847956716,-2.359850000000013,0.12868488404801887,-2.359850000000013,0.47460513075556493,-2.359850000000013,0.0543666355134022,-2.359850000000013,0.13675539034748196
-2.3498500000000133,0.5848829379857436,-2.3498500000000133,0.4004754946707496,-2.3498500000000133,0.15322560069229982,-2.3498500000000133,0.466936394219547,-2.3498500000000133,0.06409758094382423,-2.3498500000000133,0.16456915072696326
-2.3398500000000135,0.6507401318314291,-2.3398500000000135,0.45051936086193206,-2.3398500000000135,0.17776631733658083,-2.3398500000000135,0.45926765768352906,-2.3398500000000135,0.07382852637424626,-2.3398500000000135,0.19238291110644454
-2.3298500000000137,0.680474163890729,-2.3298500000000137,0.48410452352828776,-2.3298500000000137,0.2669799109352323,-2.3298500000000137,0.4687258656606788,-2.3298500000000137,0.10878479035582185,-2.3298500000000137,0.22043571934117442
-2.319850000000014,0.6934423946522883,-2.319850000000014,0.5100507271647705,-2.319850000000014,0.38621005211026077,-2.319850000000014,0.4861331825846933,-2.319850000000014,0.15544885225945657,-2.319850000000014,0.24859947658046405
-2.309850000000014,0.7064106254138476,-2.309850000000014,0.5359969308012533,-2.309850000000014,0.5054401932852891,-2.309850000000014,0.5035404995087076,-2.309850000000014,0.2021129141630913,-2.309850000000014,0.27676323381975365
-2.2998500000000144,0.7268942009299352,-2.2998500000000144,0.5539441153780388,-2.2998500000000144,0.6267851027476147,-2.2998500000000144,0.5464158667056663,-2.2998500000000144,0.2644755637050357,-2.2998500000000144,0.30900268423767174
-2.2898500000000146,0.7511129477911114,-2.2898500000000146,0.5679157395838115,-2.2898500000000146,0.7491810647120166,-2.2898500000000146,0.6019490073916546,-2.2898500000000146,0.33464050530678896,-2.2898500000000146,0.34326777857072954
-2.279850000000015,0.7753316946522878,-2.279850000000015,0.5818873637895842,-2.279850000000015,0.8715770266764188,-2.279850000000015,0.6574821480776429,-2.279850000000015,0.4048054469085422,-2.279850000000015,0.3775328729037874
-2.269850000000015,0.8146163573171391,-2.269850000000015,0.5981956699044361,-2.269850000000015,0.9337656337102682,-2.269850000000015,0.6950562056992686,-2.269850000000015,0.4506564941081299,-2.269850000000015,0.4176626432053808
-2.2598500000000152,0.8619069507383598,-2.2598500000000152,0.6157456737565864,-2.2598500000000152,0.9639604395786685,-2.2598500000000152,0.7230869220906117,-2.2598500000000152,0.4835872942057166,-2.2598500000000152,0.4609088645959408
-2.2498500000000154,0.9091975441595805,-2.2498500000000154,0.6332956776087366,-2.2498500000000154,0.9941552454470689,-2.2498500000000154,0.7511176384819547,-2.2498500000000154,0.5165180943033033,-2.2498500000000154,0.5041550859865008
-2.2398500000000157,0.9298947299434155,-2.2398500000000157,0.643542769517089,-2.2398500000000157,1.0,-2.2398500000000157,0.7735601876422955,-2.2398500000000157,0.526809394423332,-2.2398500000000157,0.5345839041194712
-2.229850000000016,0.9355028662526457,-2.229850000000016,0.6496462029243875,-2.229850000000016,0.9920285812359114,-2.229850000000016,0.7928320212264038,-2.229850000000016,0.5242550848381404,-2.229850000000016,0.5577401517520052
-2.219850000000016,0.941111002561876,-2.219850000000016,0.6557496363316857,-2.219850000000016,0.9840571624718228,-2.219850000000016,0.8121038548105122,-2.219850000000016,0.5217007752529489,-2.219850000000016,0.5808963993845393
-2.2098500000000163,0.9550064131656907,-2.2098500000000163,0.6633379730582576,-2.2098500000000163,0.9429223051194232,-2.2098500000000163,0.8385185867641408,-2.2098500000000163,0.5451240784428069,-2.2098500000000163,0.5930217842478999
-2.1998500000000165,0.9739167554052681,-2.1998500000000165,0.6718248788881519,-2.1998500000000165,0.8817190427142464,-2.1998500000000165,0.8692557467841063,-2.1998500000000165,0.5842673816587676,-2.1998500000000165,0.5984719921224844
-2.1898500000000167,0.9928270976448456,-2.1898500000000167,0.6803117847180462,-2.1898500000000167,0.8205157803090695,-2.1898500000000167,0.8999929068040717,-2.1898500000000167,0.6234106848747283,-2.1898500000000167,0.6039221999970689
-2.179850000000017,1.0,-2.179850000000017,0.6762363243680278,-2.179850000000017,0.7882263593957,-2.179850000000017,0.9309148593738961,-2.179850000000017,0.6520531192091974,-2.179850000000017,0.6142410074250739
-2.169850000000017,0.9996053424296173,-2.169850000000017,0.6640614437177452,-2.169850000000017,0.7745787573390225,-2.169850000000017,0.9619559545087618,-2.169850000000017,0.6739252565016038,-2.169850000000017,0.627698780354649
-2.1598500000000174,0.9992106848592348,-2.1598500000000174,0.6518865630674624,-2.1598500000000174,0.760931155282345,-2.1598500000000174,0.9929970496436277,-2.1598500000000174,0.6957973937940105,-2.1598500000000174,0.6411565532842239
-2.1498500000000176,0.9959400791367001,-2.1498500000000176,0.6395238158185053,-2.1498500000000176,0.7680125039947114,-2.1498500000000176,1.0,-2.1498500000000176,0.6959631742024088,-2.1498500000000176,0.6581017442849364
-2.139850000000018,0.9906955933164684,-2.139850000000018,0.6270321280878264,-2.139850000000018,0.7893209740613139,-2.139850000000018,0.990504594665112,-2.139850000000018,0.681230999717291,-2.139850000000018,0.6774404920393811
-2.129850000000018,0.9854511074962364,-2.129850000000018,0.6145404403571475,-2.129850000000018,0.8106294441279163,-2.129850000000018,0.9810091893302239,-2.129850000000018,0.6664988252321729,-2.129850000000018,0.6967792397938257
-2.119850000000018,0.9867318713160778,-2.119850000000018,0.6336117746223666,-2.119850000000018,0.8258891636683737,-2.119850000000018,0.9497182489270501,-2.119850000000018,0.6550018245284203,-2.119850000000018,0.7314264957404877
-2.1098500000000184,0.992776744734762,-2.1098500000000184,0.6757273913830307,-2.1098500000000184,0.8367326674267349,-2.1098500000000184,0.9025143054116196,-2.1098500000000184,0.6458668365162703,-2.1098500000000184,0.777250551786048
-2.0998500000000186,0.9988216181534461,-2.0998500000000186,0.7178430081436946,-2.0998500000000186,0.8475761711850959,-2.0998500000000186,0.8553103618961893,-2.0998500000000186,0.6367318485041203,-2.0998500000000186,0.8230746078316082
-2.089850000000019,0.9875712536760708,-2.089850000000019,0.7776559663356123,-2.089850000000019,0.8703439172682848,-2.089850000000019,0.8413978782709007,-2.089850000000019,0.6458413382584891,-2.089850000000019,0.8596202504321412
-2.079850000000019,0.9628963439755406,-2.079850000000019,0.8512055820861752,-2.079850000000019,0.9023672475361801,-2.079850000000019,0.8533261903331862,-2.079850000000019,0.6691121722118458,-2.079850000000019,0.8889639984047732
-2.0698500000000193,0.9382214342750106,-2.0698500000000193,0.9247551978367382,-2.0698500000000193,0.9343905778040758,-2.0698500000000193,0.8652545023954717,-2.0698500000000193,0.6923830061652023,-2.0698500000000193,0.9183077463774053
-2.0598500000000195,0.8982958743340539,-2.0598500000000195,0.9670326720220597,-2.0598500000000195,0.9390960546127313,-2.0598500000000195,0.887262608925086,-2.0598500000000195,0.7349754870228917,-2.0598500000000195,0.9281519800912325
-2.0498500000000197,0.8457913109100188,-2.0498500000000197,0.9835163360110298,-2.0498500000000197,0.9212692873270918,-2.0498500000000197,0.9175847065117596,-2.0498500000000197,0.793504800728806,-2.0498500000000197,0.9219126728469407
-2.03985000000002,0.7932867474859836,-2.03985000000002,1.0,-2.03985000000002,0.9034425200414524,-2.03985000000002,0.9479068040984332,-2.03985000000002,0.8520341144347202,-2.03985000000002,0.9156733656026489
-2.02985000000002,0.7501070397598538,-2.02985000000002,0.9814152518107984,-2.02985000000002,0.8571800835227057,-2.02985000000002,0.9676605695566562,-2.02985000000002,0.8857856898988771,-2.02985000000002,0.9075141602246961
-2.0198500000000204,0.7150975151687277,-2.0198500000000204,0.9321045214689927,-2.0198500000000204,0.7860030925349759,-2.0198500000000204,0.9781546518928792,-2.0198500000000204,0.8978276898302123,-2.0198500000000204,0.8976727926920963
-2.0098500000000206,0.6800879905776015,-2.0098500000000206,0.882793791127187,-2.0098500000000206,0.7148261015472461,-2.0098500000000206,0.988648734229102,-2.0098500000000206,0.9098696897615477,-2.0098500000000206,0.8878314251594964
-1.9998500000000208,0.6837150909369971,-1.9998500000000208,0.8553980928488147,-1.9998500000000208,0.6385225052584788,-1.9998500000000208,0.9905094157871205,-1.9998500000000208,0.8980787497774306,-1.9998500000000208,0.872988985641191
-1.989850000000021,0.723293645401229,-1.989850000000021,0.8483943742126469,-1.989850000000021,0.5574485928401355,-1.989850000000021,0.9843367012541567,-1.989850000000021,0.8641112131922658,-1.989850000000021,0.853493038985569
-1.9798500000000212,0.7628721998654607,-1.9798500000000212,0.8413906555764791,-1.9798500000000212,0.4763746804217921,-1.9798500000000212,0.9781639867211931,-1.9798500000000212,0.830143676607101,-1.9798500000000212,0.8339970923299471
-1.9698500000000214,0.7835054486812822,-1.9698500000000214,0.8443768167247488,-1.9698500000000214,0.41126524958743427,-1.9698500000000214,0.9611018497037331,-1.9698500000000214,0.7930006536121188,-1.9698500000000214,0.8076378033654262
-1.9598500000000216,0.7853443504592769,-1.9598500000000216,0.8572732570218083,-1.9598500000000216,0.3619930933126241,-1.9598500000000216,0.933237058508334,-1.9598500000000216,0.7527074468878487,-1.9598500000000216,0.7744698600784732
-1.9498500000000218,0.7871832522372715,-1.9498500000000218,0.870169697318868,-1.9498500000000218,0.3127209370378138,-1.9498500000000218,0.9053722673129349,-1.9498500000000218,0.7124142401635787,-1.9498500000000218,0.7413019167915202
-1.939850000000022,0.7710726798704327,-1.939850000000022,0.8722496254383155,-1.939850000000022,0.287207456082402,-1.939850000000022,0.8962022009529447,-1.939850000000022,0.6893561864327863,-1.939850000000022,0.7046104142565023
-1.9298500000000223,0.7360543452112317,-1.9298500000000223,0.8629355684506508,-1.9298500000000223,0.28672108075113495,-1.9298500000000223,0.9067249350871003,-1.9298500000000223,0.6844534376008276,-1.9298500000000223,0.6642072363739006
-1.9198500000000225,0.7010360105520307,-1.9198500000000225,0.8536215114629861,-1.9198500000000225,0.2862347054198679,-1.9198500000000225,0.9172476692212561,-1.9198500000000225,0.6795506887688687,-1.9198500000000225,0.6238040584912988
-1.9098500000000227,0.6761089834031044,-1.9098500000000227,0.8475854407472316,-1.9098500000000227,0.2950023755302403,-1.9098500000000227,0.9283836280048406,-1.9098500000000227,0.6843552473154538,-1.9098500000000227,0.6020461845894991
-1.899850000000023,0.6624705375369603,-1.899850000000023,0.8452162699289014,-1.899850000000023,0.3141220286771163,-1.899850000000023,0.9402055669047416,-1.899850000000023,0.7000188276754233,-1.899850000000023,0.6011457693782759
-1.8898500000000231,0.6488320916708162,-1.8898500000000231,0.8428470991105713,-1.8898500000000231,0.3332416818239924,-1.8898500000000231,0.9520275058046426,-1.8898500000000231,0.715682408035393,-1.8898500000000231,0.6002453541670529
-1.8798500000000233,0.6410852776972715,-1.8798500000000233,0.843057022128843,-1.8798500000000233,0.35755851785031406,-1.8798500000000233,0.9512476340580197,-1.8798500000000233,0.7158982537491193,-1.8798500000000233,0.6044403998934551
-1.8698500000000235,0.6403388053379752,-1.8698500000000235,0.846331382681662,-1.8698500000000235,0.3880505624183544,-1.8698500000000235,0.935494494956634,-1.8698500000000235,0.6977593512943805,-1.8698500000000235,0.6146897897974423
-1.8598500000000238,0.6395923329786788,-1.8598500000000238,0.8496057432344809,-1.8598500000000238,0.4185426069863948,-1.8598500000000238,0.9197413558552483,-1.8598500000000238,0.6796204488396416,-1.8598500000000238,0.6249391797014295
-1.849850000000024,0.6462291981754787,-1.849850000000024,0.8504971211033698,-1.849850000000024,0.42760962163851696,-1.849850000000024,0.8907553257096079,-1.849850000000024,0.666633040674338,-1.849850000000024,0.6267962140610696
-1.8398500000000242,0.6621871094273502,-1.8398500000000242,0.8483801181178567,-1.8398500000000242,0.40962874784449055,-1.8398500000000242,0.8450635190871228,-1.8398500000000242,0.6601491026753981,-1.8398500000000242,0.6180583742266124
-1.8298500000000244,0.6781450206792214,-1.8298500000000244,0.8462631151323434,-1.8298500000000244,0.39164787405046414,-1.8298500000000244,0.7993717124646379,-1.8298500000000244,0.6536651646764581,-1.8298500000000244,0.6093205343921553
-1.8198500000000246,0.6896430467930936,-1.8198500000000246,0.841485927118963,-1.8198500000000246,0.37810333968454735,-1.8198500000000246,0.7606277899682168,-1.8198500000000246,0.6577335618317982,-1.8198500000000246,0.6044929662735997
-1.8098500000000248,0.6951562621713703,-1.8098500000000248,0.8331389826161604,-1.8098500000000248,0.37051201958638796,-1.8098500000000248,0.7312073747417598,-1.8098500000000248,0.6759623525315489,-1.8098500000000248,0.6049126714413068
-1.799850000000025,0.7006694775496469,-1.799850000000025,0.8247920381133577,-1.799850000000025,0.3629206994882285,-1.799850000000025,0.7017869595153028,-1.799850000000025,0.6941911432312995,-1.799850000000025,0.6053323766090137
-1.7898500000000253,0.6912777057016356,-1.7898500000000253,0.8075409281046684,-1.7898500000000253,0.36930074994790835,-1.7898500000000253,0.6881863784079874,-1.7898500000000253,0.7046062642888612,-1.7898500000000253,0.6023566748592084
-1.7798500000000255,0.6606137676178279,-1.7798500000000255,0.7775819314029796,-1.7798500000000255,0.3956205234369439,-1.7798500000000255,0.6971636188107488,-1.7798500000000255,0.7038698374103682,-1.7798500000000255,0.5945351011008644
-1.7698500000000257,0.62994982953402,-1.7698500000000257,0.7476229347012909,-1.7698500000000257,0.4219402969259796,-1.7698500000000257,0.7061408592135103,-1.7698500000000257,0.7031334105318751,-1.7698500000000257,0.5867135273425204
-1.759850000000026,0.6053597341080825,-1.759850000000026,0.6994535154865226,-1.759850000000026,0.4216782825328635,-1.759850000000026,0.7042377786282473,-1.759850000000026,0.6978570042778431,-1.759850000000026,0.5734147597033475
-1.749850000000026,0.5899951478074231,-1.749850000000026,0.6236244368876089,-1.749850000000026,0.3810414114820379,-1.749850000000026,0.6858086689350507,-1.749850000000026,0.6856848610880945,-1.749850000000026,0.5517967278068056
-1.7398500000000263,0.5746305615067637,-1.7398500000000263,0.5477953582886952,-1.7398500000000263,0.34040454043121227,-1.7398500000000263,0.667379559241854,-1.7398500000000263,0.6735127178983459,-1.7398500000000263,0.5301786959102636
-1.7298500000000265,0.5785689701469594,-1.7298500000000265,0.4836169329147081,-1.7298500000000265,0.30537204873874924,-1.7298500000000265,0.6461690525415267,-1.7298500000000265,0.6601559520197653,-1.7298500000000265,0.5191349271741486
