Experiment	bias spectroscopy	
Saved Date	11.02.2025 09:37:52	
User		
Date		
X (m)	238.412E-9	
Y (m)	-101.904E-9	
Z (m)	-367.488E-9	
Z offset (m)	0E+0	
Settling time (s)	100E-6	
Integration time (s)	20E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	-366.42E-9	
Start time	11.02.2025 09:35:20	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	Current (A)	Input 2 (V)	Input 3 (V)	Input 4 (V)	Input 5 (V)	Input 6 (V)	Input 7 (V)	Input 8 (V)	Bias (V)	Output 2 (V)	Output 3 (V)	Output 4 (V)	X (m)	Y (m)	Z (m)	Output 8 (V)	Fast Output 1 (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	OC D1 X (m)	OC D1 Y (m)	OC D2 Phase (deg)	Current [bwd] (A)	Input 2 [bwd] (V)	Input 3 [bwd] (V)	Input 4 [bwd] (V)	Input 5 [bwd] (V)	Input 6 [bwd] (V)	Input 7 [bwd] (V)	Input 8 [bwd] (V)	Bias [bwd] (V)	Output 2 [bwd] (V)	Output 3 [bwd] (V)	Output 4 [bwd] (V)	X [bwd] (m)	Y [bwd] (m)	Z [bwd] (m)	Output 8 [bwd] (V)	Fast Output 1 [bwd] (V)	OC D1 Phase [bwd] (deg)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)	OC M1 Excitation [bwd] (V)	OC D1 X [bwd] (m)	OC D1 Y [bwd] (m)	OC D2 Phase [bwd] (deg)
3.0000000E+0	2.2678608E-9	-10.000000E+0	-6.1545540E-3	-5.9229010E-3	-1.0299163E-3	-1.2188957E-3	-7.1838945E-3	451.79328E-3	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	4.0700951E+0	520.75024E-6	0.0000000E+0	0.0000000E+0	-7.7566110E-6	4.0300388E-6	3.8657644E+0	3.8489216E-9	-10.000000E+0	-6.1690286E-3	-5.9269499E-3	-1.0373269E-3	-1.2229751E-3	-7.1908385E-3	767.85666E-3	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-1.3553816E+0	516.33583E-6	0.0000000E+0	0.0000000E+0	-1.1622416E-6	-7.9495130E-6	-1.2896581E+0
2.9698493E+0	2.7113076E-9	-10.000000E+0	-6.1611501E-3	-5.9169116E-3	-1.0145305E-3	-1.2206394E-3	-7.1861297E-3	540.45421E-3	2.9698493E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	1.5987718E+0	522.38739E-6	0.0000000E+0	0.0000000E+0	-27.445556E-6	-12.667002E-6	1.6644824E+0	3.4797718E-9	-10.000000E+0	-6.1662970E-3	-5.9327628E-3	-1.0310856E-3	-1.2240505E-3	-7.1891178E-3	694.05848E-3	2.9698493E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-2.1922266E+0	512.47008E-6	0.0000000E+0	0.0000000E+0	-3.7633624E-6	-2.9601511E-6	-1.9464884E+0
2.9396985E+0	3.2940772E-9	-10.000000E+0	-6.1637005E-3	-5.9242272E-3	-1.0178627E-3	-1.2237102E-3	-7.1968948E-3	656.93700E-3	2.9396985E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-383.91382E-3	521.04174E-6	0.0000000E+0	0.0000000E+0	-27.033668E-6	-10.596499E-6	-498.26780E-3	3.7056032E-9	-10.000000E+0	-6.1679441E-3	-5.9311059E-3	-1.0287296E-3	-1.2332787E-3	-7.1810680E-3	739.20810E-3	2.9396985E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-4.0707183E+0	510.54434E-6	0.0000000E+0	0.0000000E+0	-3.5628243E-6	-19.504465E-6	-4.3650069E+0
2.9095478E+0	1.9895647E-9	-10.000000E+0	-6.1625433E-3	-5.9265392E-3	-1.0218997E-3	-1.2260257E-3	-7.1815071E-3	396.16230E-3	2.9095478E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	475.91394E-3	515.25480E-6	0.0000000E+0	0.0000000E+0	-1.8757614E-6	7.2237981E-6	271.57193E-3	3.8289847E-9	-10.000000E+0	-6.1736428E-3	-5.9362249E-3	-1.0377991E-3	-1.2410763E-3	-7.1901293E-3	763.86964E-3	2.9095478E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-1.3432871E+0	509.26657E-6	0.0000000E+0	0.0000000E+0	-9.1952033E-6	-13.185302E-6	-1.3676667E+0
2.8793969E+0	1.8152592E-9	-10.000000E+0	-6.1576124E-3	-5.9300237E-3	-1.0316521E-3	-1.2278461E-3	-7.1935914E-3	361.31930E-3	2.8793969E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-1.2575488E+0	520.73709E-6	0.0000000E+0	0.0000000E+0	4.6079831E-6	1.6447985E-6	-1.3718216E+0	3.7451415E-9	-10.000000E+0	-6.1598625E-3	-5.9301094E-3	-1.0329903E-3	-1.2405514E-3	-7.1848929E-3	747.10870E-3	2.8793969E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-92.917539E-3	521.92272E-6	0.0000000E+0	0.0000000E+0	-21.267677E-6	-4.8892994E-6	-297.21227E-3
2.8492463E+0	1.5714284E-9	-10.000000E+0	-6.1650011E-3	-5.9298626E-3	-1.0282501E-3	-1.2375251E-3	-7.1965074E-3	312.57799E-3	2.8492463E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-35.101149E-3	522.68466E-6	0.0000000E+0	0.0000000E+0	-30.687213E-6	3.5464475E-6	-59.214514E-3	3.2892560E-9	-10.000000E+0	-6.1686551E-3	-5.9293872E-3	-1.0274990E-3	-1.2329834E-3	-7.1845101E-3	655.97218E-3	2.8492463E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-748.12818E-3	515.32162E-6	0.0000000E+0	0.0000000E+0	849.00574E-9	-9.7182137E-6	-772.34662E-3
2.8190954E+0	1.4735559E-9	-10.000000E+0	-6.1688833E-3	-5.9316508E-3	-1.0335766E-3	-1.2422550E-3	-7.1965922E-3	293.01181E-3	2.8190954E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-1.2738818E+0	515.29199E-6	0.0000000E+0	0.0000000E+0	-10.577814E-6	-13.282153E-6	-1.3880808E+0	2.8231817E-9	-10.000000E+0	-6.1699343E-3	-5.9262048E-3	-1.0350330E-3	-1.2345482E-3	-7.1885809E-3	562.80160E-3	2.8190954E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-1.0683511E+0	515.40142E-6	0.0000000E+0	0.0000000E+0	-24.318359E-6	9.7840448E-6	-1.0025911E+0
2.7889447E+0	1.5442333E-9	-10.000000E+0	-6.1678668E-3	-5.9287478E-3	-1.0360840E-3	-1.2296246E-3	-7.1921689E-3	307.14232E-3	2.7889447E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	607.98448E-3	519.05453E-6	0.0000000E+0	0.0000000E+0	-6.4704591E-6	-8.4989533E-6	583.74548E-3	2.3506257E-9	-10.000000E+0	-6.1584245E-3	-5.9208330E-3	-1.0335018E-3	-1.2331977E-3	-7.1860282E-3	468.33766E-3	2.7889447E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	145.70953E-3	515.95434E-6	0.0000000E+0	0.0000000E+0	-16.081904E-6	5.1942820E-6	121.49344E-3
2.7587941E+0	1.3775924E-9	-10.000000E+0	-6.1705955E-3	-5.9225359E-3	-1.0286098E-3	-1.2336288E-3	-7.1902289E-3	273.82964E-3	2.7587941E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	1.0863096E+0	526.21268E-6	0.0000000E+0	0.0000000E+0	-35.565074E-6	17.511271E-6	1.1521133E+0	2.2886635E-9	-10.000000E+0	-6.1627077E-3	-5.9192120E-3	-1.0339416E-3	-1.2292255E-3	-7.1834768E-3	455.95464E-3	2.7587941E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-1.9838692E+0	515.90742E-6	0.0000000E+0	0.0000000E+0	4.5854567E-6	-11.895061E-6	-1.8281238E+0
2.7286432E+0	1.2959110E-9	-10.000000E+0	-6.1752922E-3	-5.9262831E-3	-1.0254688E-3	-1.2277171E-3	-7.1876426E-3	257.50077E-3	2.7286432E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	725.44295E-3	521.72306E-6	0.0000000E+0	0.0000000E+0	-6.1955548E-6	4.5616334E-6	701.10381E-3	2.1989046E-9	-10.000000E+0	-6.1725006E-3	-5.9292750E-3	-1.0394410E-3	-1.2344337E-3	-7.1817129E-3	438.00935E-3	2.7286432E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0	238.41244E-9	-101.90391E-9	-368.41496E-9	0.0000000E+0	0.0000000E+0	-177.92518E-3	520.62585E-6	0.0000000E+0	0.0000000E+0	-6.5380191E-6	-3.5237786E-6	-112.23378E-3
