V_0,didv_0,V_1,didv_1,V_2,didv_2,V_3,didv_3,V_4,didv_4
-1.4799,0.8035400711605082,-1.4799,-0.005668652020335084,-1.4799,1.0,-1.4799,0.2049562637405859,-1.4799,0.03299982669242285
-1.4699,0.8035400711605086,-1.4699,-0.005668652020334963,-1.4699,0.9999999999999998,-1.4699,0.20495626374058576,-1.4699,0.03299982669242351
-1.4599,0.8035400711605092,-1.4599,-0.005668652020334842,-1.4599,0.9999999999999996,-1.4599,0.20495626374058556,-1.4599,0.032999826692424156
-1.4499,0.787997333836275,-1.4499,0.002888297859083655,-1.4499,0.9790431495012063,-1.4499,0.2088243580718919,-1.4499,0.03229544267200117
-1.4399,0.7721373977911381,-1.4399,0.011619879368694346,-1.4399,0.9576586081759071,-1.4399,0.21277139310383708,-1.4399,0.031576683467487904
-1.4299,0.7528068463913796,-1.4299,0.01930363905199383,-1.4299,0.874472904304618,-1.4299,0.1914664040344626,-1.4299,0.03398877029792014
-1.4199,0.7333689563724063,-1.4199,0.026954991874685762,-1.4199,0.789375824272113,-1.4199,0.16938042452896496,-1.4199,0.03649768741809296
-1.4099,0.6384732466568063,-1.4099,0.01611321612417875,-1.4099,0.6567926962475467,-1.4099,0.14261368476965935,-1.4099,0.03483900450498603
-1.3999,0.5404334611205137,-1.3999,0.004500893349788536,-1.3999,0.522230982889978,-1.3999,0.11565191333311176,-1.3999,0.03300667159049247
-1.3899,0.38933230885634346,-1.3899,-1.0336965856044474e-05,-1.3899,0.5556437538824823,-1.3899,0.1255455090344976,-1.3899,0.04693601965349549
-1.3799,0.23484426084358562,-1.3799,-0.004068306060729681,-1.3799,0.5997783004717985,-1.3799,0.13779157497872999,-1.3799,0.06187143245974285
-1.3699,0.16032871290692355,-1.3699,0.0016091214259690836,-1.3699,0.5653017322729903,-1.3699,0.11088900682134864,-1.3699,-0.026351659139359968
-1.3598999999999999,0.09183260045985939,-1.3598999999999999,0.008019320698377512,-1.3598999999999999,0.5249081984449693,-1.3598999999999999,0.08103976727997521,-1.3598999999999999,-0.12233936934961726
-1.3498999999999999,-0.02067037694515652,-1.3498999999999999,0.004680243341770487,-1.3498999999999999,0.38161230634136867,-1.3498999999999999,0.06480697339071857,-1.3498999999999999,-0.1545941404178522
-1.3398999999999999,-0.1370000382595591,-1.3398999999999999,0.0004934028000317853,-1.3398999999999999,0.22936838308337082,-1.3398999999999999,0.04975821825381979,-1.3398999999999999,-0.18130691677808577
-1.3298999999999999,-0.13859943705631722,-1.3298999999999999,-0.006311512263946582,-1.3298999999999999,0.17077793431445487,-1.3298999999999999,0.08697399916264023,-1.3298999999999999,-0.11823295512270593
-1.3198999999999999,-0.127451028906672,-1.3198999999999999,-0.013407324497062657,-1.3198999999999999,0.12259342715543557,-1.3198999999999999,0.12999695074320652,-1.3198999999999999,-0.04518268924337026
-1.3098999999999998,-0.022048919359293772,-1.3098999999999998,-0.012667611795937448,-1.3098999999999998,0.07446997289356075,-1.3098999999999998,0.14888476205660608,-1.3098999999999998,-0.021380537714170218
-1.2998999999999998,0.09500252406870167,-1.2998999999999998,-0.01095946342878254,-1.2998999999999998,0.026354064495377902,-1.2998999999999998,0.16478957850552473,-1.2998999999999998,-0.0036652317788064253
-1.2898999999999998,0.09326065430197417,-1.2898999999999998,-0.0010816596664568478,-1.2898999999999998,0.021645768579068112,-1.2898999999999998,0.1415544583845157,-1.2898999999999998,0.05835320916795285
-1.2798999999999998,0.07531969637233192,-1.2798999999999998,0.009910188013391994,-1.2798999999999998,0.022856692546649335,-1.2798999999999998,0.11298207418578987,-1.2798999999999998,0.12641298670717438
-1.2698999999999998,0.07292284111813783,-1.2698999999999998,0.013474376033620707,-1.2698999999999998,0.09017049119023597,-1.2698999999999998,0.07119613071073697,-1.2698999999999998,0.10275938179153127
-1.2598999999999998,0.07305642118320242,-1.2598999999999998,0.015829410155771884,-1.2598999999999998,0.16824522292061278,-1.2598999999999998,0.027259142702328754,-1.2598999999999998,0.06417569135998191
-1.2498999999999998,0.09240096464427378,-1.2498999999999998,0.018416418786174053,-1.2498999999999998,0.2286537579345103,-1.2498999999999998,-0.004873913253278494,-1.2498999999999998,0.020494842050471602
-1.2398999999999998,0.1151356781164047,-1.2398999999999998,0.021044364094502867,-1.2398999999999998,0.28594472882197064,-1.2398999999999998,-0.034923922376038787,-1.2398999999999998,-0.024085505884561115
-1.2298999999999998,0.15769128340442068,-1.2298999999999998,0.02451737279374049,-1.2298999999999998,0.2513408176757428,-1.2298999999999998,-0.02969775586965114,-1.2298999999999998,0.057545386602545025
-1.2198999999999998,0.20402229665736665,-1.2198999999999998,0.02815134594838928,-1.2198999999999998,0.1992331194754813,-1.2198999999999998,-0.017752317814855242,-1.2198999999999998,0.16321651536053156
-1.2098999999999998,0.2044019354930208,-1.2098999999999998,0.02068376889267661,-1.2098999999999998,0.13604986089915894,-1.2098999999999998,-0.013497234973776513,-1.2098999999999998,0.18470030109692973
-1.1998999999999997,0.1946946872614659,-1.1998999999999997,0.010779266181031269,-1.1998999999999997,0.07043538175248203,-1.1998999999999997,-0.010930278886928149,-1.1998999999999997,0.1877039383651769
-1.1898999999999997,0.08738825290437477,-1.1898999999999997,-4.981443964817167e-05,-1.1898999999999997,0.03832499481432463,-1.1898999999999997,-0.029567044530761356,-1.1898999999999997,0.17938826576030606
-1.1798999999999997,-0.04281181770438223,-1.1798999999999997,-0.011095771359977554,-1.1798999999999997,0.014073592468287995,-1.1798999999999997,-0.05317752267932165,-1.1798999999999997,0.16841744639507458
-1.1698999999999997,-0.064189450088357,-1.1698999999999997,-0.032315421504710395,-1.1698999999999997,0.014104629104404751,-1.1698999999999997,-0.045741319320771974,-1.1698999999999997,0.17981900330359923
-1.1598999999999997,-0.05836147291614,-1.1598999999999997,-0.056078494955543755,-1.1598999999999997,0.020206275486059015,-1.1598999999999997,-0.03054344558544587,-1.1598999999999997,0.1968136542805622
-1.1498999999999997,0.03410278899847876,-1.1498999999999997,-0.07533272794210377,-1.1498999999999997,0.020104093525407745,-1.1498999999999997,-0.014313235241418526,-1.1498999999999997,0.12664184920912583
-1.1398999999999997,0.15100292609684837,-1.1398999999999997,-0.09331523669515099,-1.1398999999999997,0.01825211382718337,-1.1398999999999997,0.00220814696660143,-1.1398999999999997,0.03188463345737527
-1.1298999999999997,0.17440378229564263,-1.1298999999999997,-0.0750031719465696,-1.1298999999999997,0.020026386359906355,-1.1298999999999997,0.005731563135082715,-1.1298999999999997,0.040952122520985276
-1.1198999999999997,0.1698762818621002,-1.1198999999999997,-0.045849870957243535,-1.1198999999999997,0.022883825143431645,-1.1198999999999997,0.005372469967078979,-1.1198999999999997,0.081032185750218
-1.1098999999999997,0.15180889673505926,-1.1098999999999997,-0.02776633698018882,-1.1098999999999997,0.014706408331798385,-1.1098999999999997,0.017471183549310668,-1.1098999999999997,0.12427139851518015
-1.0998999999999997,0.12922821671018617,-1.0998999999999997,-0.013372725340557334,-1.0998999999999997,0.002850706321779483,-1.0998999999999997,0.03372249938162022,-1.0998999999999997,0.1685636611253853
-1.0898999999999996,0.12441162587778914,-1.0898999999999996,-0.0066657988332211576,-1.0898999999999996,-0.00793426624198736,-1.0898999999999996,0.05103444580326915,-1.0898999999999996,0.16902453407393525
-1.0798999999999996,0.12583647178869356,-1.0798999999999996,-0.0026595995345288703,-1.0798999999999996,-0.01834303656788191,-1.0798999999999996,0.06871904621576702,-1.0798999999999996,0.15408518903325732
-1.0698999999999996,0.1852607399649917,-1.0698999999999996,0.02336720456740525,-1.0698999999999996,-0.01740246690461606,-1.0698999999999996,0.05968968088067534,-1.0698999999999996,0.17803605734572284
-1.0598999999999996,0.26613684925314457,-1.0598999999999996,0.05753861592533169,-1.0598999999999996,-0.012264196149469605,-1.0598999999999996,0.04077980766633974,-1.0598999999999996,0.21637097717236248
-1.0498999999999996,0.3256253076355706,-1.0498999999999996,0.09364747133359627,-1.0498999999999996,-0.0059003691414348585,-1.0498999999999996,0.02701256047971722,-1.0498999999999996,0.200052736047808
-1.0398999999999996,0.3763779649438281,-1.0398999999999996,0.13054767712861853,-1.0398999999999996,0.0009640371811598155,-1.0398999999999996,0.015345822515681397,-1.0398999999999996,0.16141137284460022
-1.0298999999999996,0.3061271178806033,-1.0298999999999996,0.14617524036873855,-1.0298999999999996,0.003388429540325244,-1.0298999999999996,0.0015234564169226375,-1.0298999999999996,0.119843621118579
-1.0198999999999996,0.18401762608675157,-1.0198999999999996,0.1526859567996162,-1.0198999999999996,0.00390995877230701,-1.0198999999999996,-0.013222750311002953,-1.0198999999999996,0.07702170288278076
-1.0098999999999996,0.08911698263660853,-1.0098999999999996,0.13403615686596196,-1.0098999999999996,0.0007263131158406857,-1.0098999999999996,-0.029195506196869,-1.0098999999999996,0.07077161730886465
-0.9998999999999996,0.0064406043843616015,-0.9998999999999996,0.10408235682650539,-0.9998999999999996,-0.004121976331087558,-0.9998999999999996,-0.04571932040007052,-0.9998999999999996,0.080952355104777
-0.9898999999999996,-0.026042358154670077,-0.9898999999999996,0.08446691146923901,-0.9898999999999996,-0.015094514198362153,-0.9898999999999996,-0.04386246872634458,-0.9898999999999996,0.061140657620929816
-0.9798999999999995,-0.034247793212240155,-0.9798999999999995,0.06985191659623578,-0.9798999999999995,-0.02902922563393429,-0.9798999999999995,-0.033115265307993656,-0.9798999999999995,0.026822233280703114
-0.9698999999999995,-0.03807219458023925,-0.9698999999999995,0.07865709178857526,-0.9698999999999995,-0.02991765840218624,-0.9698999999999995,-0.023632836162561854,-0.9698999999999995,0.0015224949211992311
-0.9598999999999995,-0.0396497420590337,-0.9598999999999995,0.09947351910216982,-0.9598999999999995,-0.024115185772222346,-0.9598999999999995,-0.014799058270563478,-0.9598999999999995,-0.019151926422473445
-0.9498999999999995,-0.062227986198506384,-0.9498999999999995,0.12066409881510437,-0.9498999999999995,-0.008036151143276122,-0.9498999999999995,-0.013989823040190525,-0.9498999999999995,-0.02848117479469179
-0.9398999999999995,-0.09621401617834509,-0.9398999999999995,0.14205792180669272,-0.9398999999999995,0.013625213460424768,-0.9398999999999995,-0.017539598638353915,-0.9398999999999995,-0.031647613157726344
-0.9298999999999995,-0.10038616131854365,-0.9298999999999995,0.13464798817839185,-0.9298999999999995,0.018320844340721346,-0.9298999999999995,-0.010480942812967265,-0.9298999999999995,-0.04008554341412419
-0.9198999999999995,-0.08734713634627188,-0.9198999999999995,0.11061001839413294,-0.9198999999999995,0.013222376573123966,-0.9198999999999995,0.0027018232663918846,-0.9198999999999995,-0.05156663776038099
-0.9098999999999995,-0.05852526452523662,-0.9098999999999995,0.09036529127590634,-0.9098999999999995,0.0017980840487966977,-0.9098999999999995,0.012213776225132823,-0.9098999999999995,-0.09797883643691914
-0.8998999999999995,-0.020071027236117426,-0.8998999999999995,0.07243560275739946,-0.8998999999999995,-0.013486897014661213,-0.8998999999999995,0.01948541006517165,-0.8998999999999995,-0.1657096962103557
-0.8898999999999995,-0.02636202037976063,-0.8898999999999995,0.08040186974109766,-0.8898999999999995,-0.01908517742347982,-0.8898999999999995,0.015097913502348757,-0.8898999999999995,-0.18398090029114317
-0.8798999999999995,-0.061623154479040446,-0.8798999999999995,0.10513438139096414,-0.8798999999999995,-0.01841183780384317,-0.8798999999999995,0.003161754256949973,-0.8798999999999995,-0.17022962548032197
-0.8698999999999995,-0.08736364877831973,-0.8698999999999995,0.1363045623489748,-0.8698999999999995,-0.015001903800811404,-0.8698999999999995,-0.005849149729318283,-0.8698999999999995,-0.08846461173918
-0.8598999999999994,-0.10659676974628689,-0.8598999999999994,0.17187490111692824,-0.8598999999999994,-0.009721502929668212,-0.8598999999999994,-0.012860636821299088,-0.8598999999999994,0.039787907062070714
-0.8498999999999994,-0.07773650784372195,-0.8498999999999994,0.18190075723186297,-0.8498999999999994,-0.0021558929246869715,-0.8498999999999994,-0.015737041997664455,-0.8498999999999994,0.12255345241541538
-0.8398999999999994,-0.014050003172848916,-0.8398999999999994,0.1734288845290989,-0.8398999999999994,0.007064523694452464,-0.8398999999999994,-0.015619077510998666,-0.8398999999999994,0.17238015492718065
-0.8298999999999994,0.0453559101117604,-0.8298999999999994,0.1514438525451955,-0.8298999999999994,0.013696836644079075,-0.8298999999999994,-0.024446078546889006,-0.8298999999999994,0.18745108777700395
-0.8198999999999994,0.1014928708915166,-0.8198999999999994,0.11913924742419883,-0.8198999999999994,0.018352696526864817,-0.8198999999999994,-0.040104067362789646,-0.8198999999999994,0.17598013656401046
-0.8098999999999994,0.1440852503065991,-0.8098999999999994,0.0947735245222002,-0.8098999999999994,0.017658065852465384,-0.8098999999999994,-0.04747793274726311,-0.8098999999999994,0.1729593388384115
-0.7998999999999994,0.17577350826203744,-0.7998999999999994,0.07679903170986252,-0.7998999999999994,0.012656000541777214,-0.7998999999999994,-0.048182630170697696,-0.7998999999999994,0.1767413722597023
-0.7898999999999994,0.2194625777687053,-0.7898999999999994,0.06911163530511887,-0.7898999999999994,0.007737156015196957,-0.7898999999999994,-0.03718328618828107,-0.7898999999999994,0.18865438236786305
-0.7798999999999994,0.27337456081901057,-0.7798999999999994,0.07018732102536047,-0.7798999999999994,0.002889203267671569,-0.7798999999999994,-0.01621383286014183,-0.7798999999999994,0.20749378002409646
-0.7698999999999994,0.3082142144831515,-0.7698999999999994,0.07466757055184696,-0.7698999999999994,0.0016572097020976005,-0.7698999999999994,-0.013175878318888936,-0.7698999999999994,0.252426395660868
-0.7598999999999994,0.3259358191915934,-0.7598999999999994,0.08220352914921275,-0.7598999999999994,0.003670659576870066,-0.7598999999999994,-0.026232039387114225,-0.7598999999999994,0.32077854090824914
-0.7498999999999993,0.3380198168640997,-0.7498999999999993,0.0841495948843692,-0.7498999999999993,0.009350279719630705,-0.7498999999999993,-0.023070637610992043,-0.7498999999999993,0.3492540067263769
-0.7398999999999993,0.34475193417305827,-0.7398999999999993,0.08078907616748812,-0.7398999999999993,0.018510260331221343,-0.7398999999999993,-0.004513615746769996,-0.7398999999999993,0.3398738333982251
-0.7298999999999993,0.3402327718266668,-0.7298999999999993,0.08129496412631806,-0.7298999999999993,0.02196878548434976,-0.7298999999999993,0.02277699499345598,-0.7298999999999993,0.27788751000416795
-0.7198999999999993,0.32446232982492834,-0.7198999999999993,0.08566725876085803,-0.7198999999999993,0.01972585517901747,-0.7198999999999993,0.05880119460968354,-0.7198999999999993,0.16329503654421973
-0.7098999999999993,0.27003223378696933,-0.7098999999999993,0.08843014274292114,-0.7098999999999993,0.016333000191696527,-0.7098999999999993,0.0846892542549017,-0.7098999999999993,0.08836218528650717
-0.6998999999999993,0.17487851861025158,-0.6998999999999993,0.0894976927111847,-0.6998999999999993,0.011728828239570627,-0.6998999999999993,0.09990002477255033,-0.6998999999999993,0.05520630772436172
-0.6898999999999993,0.09033466692641379,-0.6898999999999993,0.08764339504446121,-0.6898999999999993,0.01279831371043251,-0.6898999999999993,0.10622699977776351,-0.6898999999999993,0.036623846417852865
-0.6798999999999993,0.01761195279172246,-0.6798999999999993,0.08253367728548033,-0.6798999999999993,0.02018918916419873,-0.6798999999999993,0.1026559616010481,-0.6798999999999993,0.034278574047323714
-0.6698999999999993,-0.019179834430599525,-0.6698999999999993,0.0796063986342291,-0.6698999999999993,0.02651590310125694,-0.6698999999999993,0.0955906511876874,-0.6698999999999993,0.035302978121523367
-0.6598999999999993,-0.013791837886239097,-0.6598999999999993,0.07924111371813802,-0.6598999999999993,0.03159338395348436,-0.6598999999999993,0.08442336901826598,-0.6598999999999993,0.040283089326490475
-0.6498999999999993,-0.002013866063748822,-0.6498999999999993,0.08509348647267373,-0.6498999999999993,0.03513516955528145,-0.6498999999999993,0.07808651151545741,-0.6498999999999993,0.04068730409997332
-0.6398999999999992,0.01770142931049661,-0.6398999999999992,0.09866913803780608,-0.6398999999999992,0.036769387514167924,-0.6398999999999992,0.07774977792588347,-0.6398999999999992,0.035407557835246614
-0.6298999999999992,0.026971121293348447,-0.6298999999999992,0.10764806160720866,-0.6298999999999992,0.038587308075805675,-0.6298999999999992,0.08797502068274515,-0.6298999999999992,0.03099668899003135
-0.6198999999999992,0.022562621306411748,-0.6198999999999992,0.11060771318220473,-0.6198999999999992,0.040645781468297795,-0.6198999999999992,0.11203084216576674,-0.6198999999999992,0.0277235880359543
-0.6098999999999992,0.011828621478528003,-0.6098999999999992,0.10804380375611244,-0.6098999999999992,0.038537030331712505,-0.6098999999999992,0.12981037051496702,-0.6098999999999992,0.027680004507092695
-0.5998999999999992,-0.007676536840021685,-0.5998999999999992,0.0978207321781555,-0.5998999999999992,0.030649860456718657,-0.5998999999999992,0.1388869721082031,-0.5998999999999992,0.032114582372144124
-0.5898999999999992,-0.019660809653584157,-0.5898999999999992,0.08872128104754035,-0.5898999999999992,0.023280970777958553,-0.5898999999999992,0.13850771238997078,-0.5898999999999992,0.03599594501254309
-0.5798999999999992,-0.02064161943768641,-0.5798999999999992,0.08126574751722274,-0.5798999999999992,0.01667035311043672,-0.5798999999999992,0.12429401518649139,-0.5798999999999992,0.039067923802096144
-0.5698999999999992,-0.01650496264702853,-0.5698999999999992,0.07598587363899396,-0.5698999999999992,0.013815825769693979,-0.5698999999999992,0.11251110931893872,-0.5698999999999992,0.04401061935742644
-0.5598999999999992,-0.004464228983906504,-0.5598999999999992,0.0740663697577563,-0.5598999999999992,0.016762689849699777,-0.5598999999999992,0.1044826317997501,-0.5598999999999992,0.05184269169857464
-0.5498999999999992,0.007128388774692703,-0.5498999999999992,0.07203057004419504,-0.5498999999999992,0.02180073363004315,-0.5498999999999992,0.10656771521185507,-0.5498999999999992,0.056896996493276154
-0.5398999999999992,0.017986758573638684,-0.5398999999999992,0.06980421700115376,-0.5398999999999992,0.03026522224919699,-0.5398999999999992,0.125224095031166,-0.5398999999999992,0.057399866864909714
