V,I_0,I_1,I_2,I_3,I_4
0.49010000000000176,3.007909389503013e-10,1.1905912978106083e-09,1.3070327828767474e-09,5.500753291209333e-10,2.9504972650088504e-10
0.5001000000000018,3.117607799608695e-10,1.1340423171779087e-09,1.3261914298673203e-09,5.454170175947778e-10,3.0143377055330277e-10
0.5101000000000018,3.367845910973823e-10,1.0306474114039393e-09,1.342353029599064e-09,5.111083980731683e-10,3.071284304334816e-10
0.5201000000000018,3.5896976140729956e-10,1.043194999515217e-09,1.3664817568289922e-09,5.414051234312723e-10,3.4689031683703996e-10
0.5301000000000016,3.797441102285503e-10,1.113366701353845e-09,1.3945701941328643e-09,6.038110920529193e-10,4.0358381881807143e-10
0.5401000000000018,3.9947531296075884e-10,1.0753114909861233e-09,1.491913297799696e-09,6.541699363049973e-10,4.1671016734817423e-10
0.550100000000002,4.1865463718102755e-10,9.799986175857234e-10,1.6258957203680051e-09,6.981552254624748e-10,4.067872267437031e-10
0.5601000000000018,4.4548619771076143e-10,1.0870795669916414e-09,1.8690506665640673e-09,6.699742130570078e-10,3.582668909470867e-10
0.5701000000000016,4.766034880924391e-10,1.3075136870487377e-09,2.1733490386296033e-09,6.013755684189753e-10,2.88129605269084e-10
0.5801000000000018,5.316532060747964e-10,1.3833863241170473e-09,2.1498141149542216e-09,6.238784756529815e-10,2.796765975338315e-10
0.5901000000000021,6.009402374463824e-10,1.3732598652447172e-09,1.931252366220984e-09,7.005773619113038e-10,3.079193404726298e-10
0.6001000000000019,6.390759451060927e-10,1.494111435742789e-09,1.87076968929571e-09,7.821682372431615e-10,3.2438446481749005e-10
0.6101000000000016,6.576279215723615e-10,1.6973042429459642e-09,1.9096657122365936e-09,8.668345324160361e-10,3.3344541851535374e-10
0.6201000000000019,6.833080207223448e-10,1.7187944641946687e-09,1.998893869232645e-09,9.082812128436955e-10,3.3222745892802837e-10
0.6301000000000021,7.137204342663377e-10,1.6196535177299193e-09,2.1215372034133828e-09,9.210346715020871e-10,3.241853955124373e-10
0.6401000000000019,7.613997382471604e-10,1.7920240881482162e-09,2.166612063066839e-09,9.596784073969994e-10,3.1701558818200255e-10
0.6501000000000017,8.212276380549085e-10,2.1554240563051863e-09,2.1571114883425472e-09,1.0165379601550704e-09,3.1045948061846567e-10
0.6601000000000019,8.756639671103194e-10,2.133478584977241e-09,2.2687845502616566e-09,1.0568443109730738e-09,3.26194575295598e-10
0.6701000000000021,9.260988865132999e-10,1.8255450348679978e-09,2.4703878721285934e-09,1.0848655328251102e-09,3.5847331484122944e-10
0.6801000000000019,9.661938438928039e-10,1.707451427170329e-09,2.5994774465142466e-09,1.122465590369666e-09,3.7541353205591e-10
0.6901000000000017,9.981645453967279e-10,1.7385177742244762e-09,2.6715919335932316e-09,1.1675918759583387e-09,3.80302053153426e-10
0.7001000000000019,1.0450856612065708e-09,1.753825193358188e-09,2.7388132259289546e-09,1.1004618826536335e-09,3.7595070076766615e-10
0.7101000000000022,1.104388015920574e-09,1.7560818001556063e-09,2.8019822015942986e-09,9.40366451801098e-10,3.6394731421751697e-10
0.720100000000002,1.1250746414030705e-09,1.8418388235125445e-09,3.062299966407958e-09,9.049398018473566e-10,3.8181475559355263e-10
0.7301000000000017,1.111927222699643e-09,2.0007566246054375e-09,3.495354099949926e-09,9.787445227748265e-10,4.2585419817318416e-10
0.740100000000002,1.0616032069054428e-09,2.156029717040214e-09,3.727953383258752e-09,1.031594201802421e-09,4.606444149407028e-10
0.7501000000000022,9.769623322582475e-10,2.3079384630213404e-09,3.775517420198645e-09,1.0651007652301417e-09,4.868968848047372e-10
0.760100000000002,9.41206699100173e-10,2.4491381472794753e-09,3.6867335901875874e-09,1.1329819592481931e-09,5.2628976207933e-10
0.7701000000000018,9.529864191060316e-10,2.5799244835505744e-09,3.4653669230823292e-09,1.2342885830118452e-09,5.784601952777896e-10
0.780100000000002,9.622921061480944e-10,2.6964658047653753e-09,3.4346978109259345e-09,1.2943841308048521e-09,5.932401676469925e-10
0.7901000000000022,9.69053503712178e-10,2.7983575871697495e-09,3.6001416001062663e-09,1.31209830838061e-09,5.695678811106779e-10
0.800100000000002,9.962925404720046e-10,2.960296502070095e-09,3.8174857005455964e-09,1.3465762608288486e-09,6.699857500157679e-10
0.8101000000000018,1.0457156863605335e-09,3.18728647717436e-09,4.091055138182134e-09,1.399214969388927e-09,9.048346206489302e-10
0.820100000000002,1.0682927789290559e-09,3.1663227052333417e-09,4.2350926197975945e-09,1.4489462280946143e-09,9.92646835405836e-10
0.8301000000000023,1.0601063683369047e-09,2.861223094403727e-09,4.230696486573551e-09,1.4953457738770296e-09,9.119664015836284e-10
0.8401000000000021,1.09861163813131e-09,2.7860363334623514e-09,4.204495234447725e-09,1.5259031349956803e-09,8.714249808288722e-10
0.8501000000000019,1.1934973696727884e-09,2.9884706075954817e-09,4.151964180910716e-09,1.5373309707035788e-09,8.793516398707499e-10
0.8601000000000021,1.2292101297214735e-09,3.159450084268915e-09,4.1355882612632734e-09,1.5973886970225677e-09,9.422536128228631e-10
0.8701000000000023,1.1896118351430216e-09,3.2903961823573e-09,4.165227966566154e-09,1.719339011391985e-09,1.0751241671152203e-09
0.8801000000000021,1.217795633719571e-09,3.5098333661441555e-09,4.1570736693087355e-09,1.840707323119042e-09,1.1355730129599279e-09
0.8901000000000019,1.3373102338710828e-09,3.848505017515235e-09,4.097995058742419e-09,1.9612914341026454e-09,1.0984395568118911e-09
0.9001000000000021,1.4126995076699197e-09,4.055125578718777e-09,4.280272292035264e-09,1.978656692075688e-09,1.0466299566606594e-09
0.9101000000000024,1.4253731239166926e-09,4.074060934284816e-09,4.805590397834681e-09,1.8493162194987233e-09,9.739610428777877e-10
0.9201000000000021,1.4429261820986997e-09,4.082419730362368e-09,5.261451901167676e-09,1.8028521704683627e-09,9.774793972996327e-10
0.9301000000000019,1.4678289761280088e-09,4.07484741803748e-09,5.612693309056393e-09,1.881222032594541e-09,1.0957560178643098e-09
0.9401000000000022,1.5318857705930723e-09,4.066437276981715e-09,5.90973113233232e-09,1.904373290111197e-09,1.1608188148078477e-09
0.9501000000000024,1.6582237989118436e-09,4.0566944239032645e-09,6.120548745887438e-09,1.839689772420034e-09,1.1412357886857024e-09
0.9601000000000022,1.7871506766286667e-09,4.093309257399175e-09,6.316214041888203e-09,1.8038297239357553e-09,1.2113192769690839e-09
0.970100000000002,1.9204479775228518e-09,4.2081838413485025e-09,6.4862996190069285e-09,1.8166286503490685e-09,1.4327752680659497e-09
0.9801000000000022,2.0084782340644134e-09,4.6759355447037695e-09,6.649469371181811e-09,1.8575909519652462e-09,1.6215897988111104e-09
0.9901000000000024,2.015683489408179e-09,5.773754750953175e-09,6.800290811966713e-09,1.9488393914784125e-09,1.7521225020202541e-09
1.0001000000000022,1.9606393882973343e-09,6.290780270113828e-09,6.867553235516368e-09,2.0485294238970597e-09,1.8254453843425051e-09
1.010100000000002,1.7879332088013058e-09,5.7100050050096724e-09,6.776874626488592e-09,2.164175530767097e-09,1.790631784410462e-09
1.0201000000000022,1.7281473804512181e-09,5.358048141038832e-09,6.964911065474054e-09,2.2884841543064508e-09,1.6501607354998138e-09
1.0301000000000025,1.897624083215401e-09,5.470661970277641e-09,7.718823511031285e-09,2.4303803116895383e-09,1.2951730477540346e-09
1.0401000000000022,2.019013624830885e-09,5.815144476413726e-09,8.218324742643623e-09,2.5500721438952904e-09,1.0879214149598603e-09
1.050100000000002,2.0382179490055115e-09,6.652347920955996e-09,8.177202144623722e-09,2.622579785099269e-09,1.19460889893747e-09
1.0601000000000023,2.0431418390639392e-09,7.26787535182889e-09,8.012518369473264e-09,2.6742295953779716e-09,1.2665925403810484e-09
1.0701000000000025,2.0162802467347307e-09,7.389994881309091e-09,7.572811329097017e-09,2.6794539110165857e-09,1.2613321452166917e-09
1.0801000000000023,2.0254840491521125e-09,7.691441883448334e-09,7.695844834974282e-09,2.7625999034626516e-09,1.2639716187474927e-09
1.090100000000002,2.122985886983454e-09,8.431932008304039e-09,9.196622436849872e-09,3.036519656368118e-09,1.2859521501181391e-09
1.1001000000000023,2.193096528707373e-09,9.039742418950909e-09,1.0188498791411468e-08,3.163131976150886e-09,1.3286864573072118e-09
1.1101000000000025,2.192772666155134e-09,9.306376421632507e-09,9.87177193859554e-09,2.910953753618542e-09,1.424787616600746e-09
1.1201000000000023,2.2721836036512036e-09,9.101341714733708e-09,9.234628683314743e-09,2.771918811393901e-09,1.4436164836766975e-09
1.130100000000002,2.5671738153516925e-09,7.621054570822848e-09,7.73117441396329e-09,2.9387897751859765e-09,1.2535239680905629e-09
1.1401000000000023,2.8258132641539015e-09,6.56235268400572e-09,6.521129852913851e-09,3.099739434138243e-09,1.1852987423745785e-09
1.1501000000000026,2.9754004242613674e-09,6.768406568468412e-09,6.191314416769565e-09,3.242925178571082e-09,1.4826753862686152e-09
1.1601000000000024,3.1033995651111725e-09,6.9708811695392545e-09,5.9973970539804525e-09,3.571745512208339e-09,1.7821657588701724e-09
1.1701000000000021,3.163036644978498e-09,7.1620213732026164e-09,6.233823590148764e-09,4.488408711658814e-09,2.0883496057122454e-09
1.1801000000000024,3.2118021438960373e-09,7.390967407065461e-09,6.445797301696647e-09,5.043064664739973e-09,2.2625717741671777e-09
1.1901000000000026,3.222022946718923e-09,7.75395229345353e-09,6.571074635044909e-09,4.314240380695181e-09,1.9689298101592107e-09
1.2001000000000024,3.2138561499441305e-09,8.096271968628423e-09,6.743156056004264e-09,3.732097729038351e-09,1.7873796757656853e-09
1.2101000000000022,3.136516954682938e-09,8.360851087334884e-09,7.0913099970241565e-09,3.7017574087448193e-09,2.0275083289686654e-09
1.2201000000000024,3.127111419262579e-09,8.518886831419736e-09,7.401610554813306e-09,3.811527707008184e-09,2.215573399653866e-09
1.2301000000000026,3.3894405232051595e-09,8.250749077018739e-09,7.560497579679648e-09,4.481740479498299e-09,2.195384140268222e-09
1.2401000000000024,3.60881507965111e-09,8.03158779826821e-09,7.798591704754328e-09,5.0956125688932224e-09,2.2035594685472278e-09
1.2501000000000022,3.632507808612801e-09,8.03554157525826e-09,8.397518175221976e-09,5.452821546410628e-09,2.3409512517427474e-09
1.2601000000000024,3.6354353077605375e-09,8.048892685543696e-09,9.015741130284455e-09,5.699585499904803e-09,2.4306035955536016e-09
1.2701000000000027,3.5369796260520776e-09,8.108124893683001e-09,9.728176333662581e-09,5.407117865521712e-09,2.287175147074991e-09
1.2801000000000025,3.5147746741368566e-09,8.26798028491938e-09,1.0262475734204455e-08,5.170600704175856e-09,2.1913711540952955e-09
1.2901000000000022,3.8928860536353634e-09,8.956107387414414e-09,9.861562169857928e-09,5.227823526274864e-09,2.3455955524844015e-09
1.3001000000000025,4.233351071713023e-09,9.566056586918937e-09,9.648626649198444e-09,5.244126155494567e-09,2.4710988252151665e-09
1.3101000000000027,4.342559869634418e-09,9.695770096625408e-09,1.0590413396899959e-08,5.00906188559904e-09,2.420172326045016e-09
1.3201000000000025,4.441321973302962e-09,9.739847097995638e-09,1.1379713414050688e-08,4.882533020213733e-09,2.4058722946230683e-09
1.3301000000000023,4.4701715846641556e-09,9.210818235886197e-09,1.1148525311364125e-08,5.482356477318198e-09,2.636687855053909e-09
1.3401000000000025,4.501913225204687e-09,8.806608013126962e-09,1.093824796426335e-08,5.9775850943331e-09,2.8563506401966985e-09
1.3501000000000027,4.554863079726965e-09,9.317734478933904e-09,1.0881316158124736e-08,5.705784884026162e-09,2.994226406560563e-09
1.3601000000000025,4.598515376411865e-09,9.74140876738727e-09,1.0879120382978236e-08,5.478016155167456e-09,3.101089984184324e-09
1.3701000000000023,4.558489652560622e-09,9.37801345966091e-09,1.1369548886759319e-08,5.646530759341582e-09,2.9288438631480093e-09
1.3801000000000025,4.551317688566173e-09,9.237281804166513e-09,1.1782276454387965e-08,5.869064162973332e-09,2.797399216295908e-09
1.3901000000000028,4.8763337409005085e-09,1.134792707678845e-08,1.1409361223144175e-08,6.637787650008175e-09,3.0785028084163122e-09
1.4001000000000026,5.1738787488355985e-09,1.3350404964328909e-08,1.1031084690312759e-08,7.344785266169504e-09,3.374304874160506e-09
1.4101000000000024,5.155506746180649e-09,1.4108957923437803e-08,1.0591153189223658e-08,7.341935367288316e-09,3.839139386577823e-09
1.4201000000000026,5.1367450633137695e-09,1.4769923263519177e-08,1.0182505224200021e-08,7.329380822319957e-09,4.299242163942189e-09
1.4301000000000028,5.111878390460037e-09,1.3902015905509208e-08,1.026396599086669e-08,7.16478682198662e-09,4.685214425477024e-09
1.4401000000000026,5.096737353256034e-09,1.3212843399037523e-08,1.0353887423702553e-08,6.987906245570888e-09,5.03895335229742e-09
1.4501000000000024,5.266383393395832e-09,1.5919633071773785e-08,1.0604561513752298e-08,6.577580723590797e-09,4.780258919547177e-09
1.4601000000000026,5.396230731804279e-09,1.840845312175176e-08,1.0867830473473415e-08,6.156240826398335e-09,4.526504031925539e-09
