V_0,I(nA)_0,V_1,I(nA)_1,V_2,I(nA)_2,V_3,I(nA)_3,V_4,I(nA)_4,V_5,I(nA)_5,V_6,I(nA)_6,V_7,I(nA)_7,V_8,I(nA)_8,V_9,I(nA)_9,V_10,I(nA)_10,V_11,I(nA)_11,V_12,I(nA)_12,V_13,I(nA)_13,V_14,I(nA)_14,V_15,I(nA)_15,V_16,I(nA)_16,V_17,I(nA)_17,V_18,I(nA)_18,V_19,I(nA)_19,V_20,I(nA)_20,V_21,I(nA)_21,V_22,I(nA)_22,V_23,I(nA)_23,V_24,I(nA)_24,V_25,I(nA)_25,V_26,I(nA)_26,V_27,I(nA)_27,V_28,I(nA)_28,V_29,I(nA)_29,V_30,I(nA)_30,V_31,I(nA)_31,V_32,I(nA)_32,V_33,I(nA)_33,V_34,I(nA)_34,V_35,I(nA)_35,V_36,I(nA)_36,V_37,I(nA)_37,V_38,I(nA)_38,V_39,I(nA)_39,V_40,I(nA)_40,V_41,I(nA)_41,V_42,I(nA)_42,V_43,I(nA)_43,V_44,I(nA)_44,V_45,I(nA)_45,V_46,I(nA)_46,V_47,I(nA)_47,V_48,I(nA)_48,V_49,I(nA)_49,V_50,I(nA)_50,V_51,I(nA)_51,V_52,I(nA)_52,V_53,I(nA)_53,V_54,I(nA)_54,V_55,I(nA)_55,V_56,I(nA)_56,V_57,I(nA)_57,V_58,I(nA)_58,V_59,I(nA)_59
-0.892187494999999,-8.866059703554064e-10,0.10406275900000139,2.5439554478174038e-11,0.21343782800000155,2.3164593420468772e-10,-0.30218749499999853,-2.722124774258516e-11,-0.29437498999999856,-6.364917825932237e-11,-0.30218749499999853,-2.31912740393231e-11,-0.30218749499999853,-7.009382957880047e-11,0.14312528400000146,1.8505795357689798e-11,-0.30218749499999853,-6.523361240849166e-11,0.018125205000001587,-9.96083616614754e-12,-0.30218749499999853,-1.403806732e-11,-0.30218749499999853,-2.2278450209522938e-10,-0.22406244599999847,-1.0605524766526967e-10,-0.30218749499999853,-3.423374942432232e-10,-0.30218749499999853,-9.076559631165873e-11,-0.30218749499999853,-4.5801010677169445e-11,0.22125033300000152,5.563508988742321e-10,-0.30218749499999853,-1.7163811351508335e-11,0.0650002350000014,-6.105979974407603e-11,0.11968776900000155,-4.328561811871257e-11,-0.30218749499999853,-1.8730392498808762e-10,-0.30218749499999853,-1.7485440655855507e-10,-0.30218749499999853,-5.423086428414449e-10,-0.30218749499999853,-2.5337399968606077e-10,0.08062524500000157,-9.78021372894662e-11,0.025937710000001557,-9.548610932268646e-11,0.19000031300000142,-6.613132683798308e-12,0.33843790600000156,-6.460066571192525e-11,0.15093778900000143,-7.365729065449771e-11,0.22125033300000152,1.6551430554029992e-11,-0.07562485299999855,-1.0920358703105773e-10,-0.1537499019999986,-9.111293203270783e-11,-0.005312308999998461,-8.789060646e-11,0.17437530300000148,-1.000483133508822e-10,0.08062524500000157,-9.372490619116484e-11,-0.30218749499999853,-1.8093739352873267e-10,0.041562720000001496,-9.211374311184808e-11,-0.30218749499999853,-1.6799256690274382e-10,-0.08343735799999852,7.221673289778345e-11,-0.30218749499999853,-6.896498515001657e-10,-0.30218749499999853,5.537144310729214e-11,-0.30218749499999853,2.651641861206254e-11,-0.29437498999999856,-9.480177002305434e-11,-0.30218749499999853,1.9432620361322222e-11,-0.03656232899999856,1.0161225650111062e-10,0.002500196000001509,1.0502981153476323e-10,0.20562532300000158,9.396949727283058e-11,0.3306254010000016,1.3088653664910193e-10,0.40875045000000143,1.8881854357789267e-10,0.03375021500000153,9.377426737462944e-11,0.0650002350000014,1.1520642496744678e-10,-0.1146873779999984,8.296057453532619e-11,-0.12249988299999859,8.852565748099301e-11,0.3853129350000015,1.2428977756665223e-10,0.3775004310000014,1.319325380994895e-10,-0.30218749499999853,-7.64891565898773e-11,0.08843775000000154,1.3137151059043052e-10,-0.30218749499999853,-2.0264893305847224e-11
-0.892187494999999,-8.866059703554064e-10,0.1140627590000014,3.0882476666835227e-11,0.22343782800000156,1.6150893722972542e-10,-0.2921874949999985,-3.0029111959353866e-11,-0.28437498999999855,-5.273485533106209e-11,-0.2921874949999985,-3.8328978460803536e-11,-0.2921874949999985,-6.50633748366776e-11,0.15312528400000147,1.892091708e-11,-0.2921874949999985,-6.494230243855032e-11,0.028125205000001596,-1.184046886895925e-11,-0.2921874949999985,-1.5502578438707733e-11,-0.2921874949999985,-1.7883589995629714e-10,-0.21406244599999846,-1.0534616218406026e-10,-0.2921874949999985,-2.045892431847324e-10,-0.2921874949999985,-9.387803924724173e-11,-0.2921874949999985,-4.3823389920646136e-11,0.23125033300000153,5.548062637120771e-10,-0.2921874949999985,-1.525835465538535e-11,0.07500023500000141,-5.322413450324929e-11,0.12968776900000156,-2.8568343746545487e-11,-0.2921874949999985,-1.9689806505083638e-10,-0.2921874949999985,-1.7285096192474603e-10,-0.2921874949999985,-5.106283317929652e-10,-0.2921874949999985,-2.285156897593142e-10,0.09062524500000158,-1.0290475609937207e-10,0.035937710000001566,-7.885806891583241e-11,0.20000031300000143,-3.735000355089768e-11,0.3484379060000016,-5.957021075105263e-11,0.16093778900000144,-6.775025203146644e-11,0.23125033300000153,6.310130758493788e-11,-0.06562485299999854,-1.1315882857082726e-10,-0.1437499019999986,-9.094278006461468e-11,0.004687691000001548,-8.972124537209196e-11,0.1843753030000015,-1.043696826880757e-10,0.09062524500000158,-9.777813549779114e-11,-0.2921874949999985,-1.5612807755864204e-10,0.051562720000001505,-9.423834589629123e-11,-0.2921874949999985,-1.6284360786510338e-10,-0.07343735799999851,8.288343240033299e-11,-0.2921874949999985,-7.409813318214993e-10,-0.2921874949999985,5.261257284396852e-11,-0.2921874949999985,2.0139957019544115e-11,-0.28437498999999855,-8.410659306502115e-11,-0.2921874949999985,2.514633670935387e-11,-0.026562328999998552,9.631366165508246e-11,0.012500196000001518,1.0290520901367206e-10,0.2156253230000016,1.0693095138966893e-10,0.3406254010000016,1.3512777870474498e-10,0.41875045000000144,1.7261093402781443e-10,0.043750215000001536,9.277387216842622e-11,0.07500023500000141,1.3195827605187647e-10,-0.10468737799999839,7.617164411290338e-11,-0.11249988299999858,8.654803668439609e-11,0.39531293500000153,1.3513193790618919e-10,0.3875004310000014,1.6002904401511125e-10,-0.2921874949999985,-7.873491721538534e-11,0.09843775000000154,1.383047683940048e-10,-0.2921874949999985,-1.4404195102676252e-11
-0.892187494999999,-8.866059703554064e-10,0.12406275900000141,3.532708341222794e-11,0.23343782800000157,1.4963113127168263e-10,-0.2821874949999985,-3.159161097695585e-11,-0.27437498999999854,-5.0732486938709584e-11,-0.2821874949999985,-3.6133630398824884e-11,-0.2821874949999985,-6.315949571728969e-11,0.16312528400000148,2.7513328824639842e-11,-0.2821874949999985,-7.299635533235024e-11,0.038125205000001605,-8.521158770420855e-12,-0.2821874949999985,-1.3257319221535203e-11,-0.2821874949999985,-1.740472475467482e-10,-0.20406244599999845,-9.392288731876376e-11,-0.2821874949999985,-2.616124594997822e-10,-0.2821874949999985,-5.910910352072017e-11,-0.2821874949999985,-4.387196807347792e-11,0.24125033300000154,5.677973688818257e-10,-0.2821874949999985,-1.7553525026955845e-11,0.08500023500000142,-4.2383797666696763e-11,0.13968776900000157,-1.547874800764255e-11,-0.2821874949999985,-1.943613369358622e-10,-0.2821874949999985,-1.605978595543795e-10,-0.2821874949999985,-4.687283282076312e-10,-0.2821874949999985,-2.2773444024132754e-10,0.10062524500000158,-1.1296251067833262e-10,0.045937710000001575,-7.583022694255817e-11,0.21000031300000144,-5.351468611157674e-11,0.3584379060000016,-6.249956310686197e-11,0.17093778900000145,-4.3679917308505794e-11,0.24125033300000154,1.0207329041696438e-10,-0.05562485299999853,-1.1843192956716975e-10,-0.1337499019999986,-9.50919184099737e-11,0.014687691000001557,-9.201641573652304e-11,0.1943753030000015,-8.840597980192072e-11,0.10062524500000158,-1.0524791772500108e-10,-0.2821874949999985,-1.631579900934964e-10,0.061562720000001514,-7.41241710540139e-11,-0.2821874949999985,-1.7411848215099642e-10,-0.0634373579999985,8.97216984e-11,-0.2821874949999985,-5.741892268134876e-10,-0.2821874949999985,5.295395293695585e-11,-0.2821874949999985,2.66355098892324e-11,-0.27437498999999854,-8.14700425760397e-11,-0.2821874949999985,2.8319912906188245e-11,-0.016562328999998543,9.099198274627237e-11,0.022500196000001527,9.777917538154124e-11,0.2256253230000016,1.115239581239379e-10,0.3506254010000016,1.433355654173141e-10,0.42875045000000145,1.5752030297653184e-10,0.053750215000001544,1.108856781669317e-10,0.08500023500000142,1.285404760674547e-10,-0.09468737799999838,7.7441341268277e-11,-0.10249988299999857,8.659661470347686e-11,0.40531293500000154,1.316655599639442e-10,0.39750043100000143,1.6765255669039253e-10,-0.2821874949999985,-7.190065024383801e-11,0.10843775000000155,1.6623144033058706e-10,-0.2821874949999985,-1.1426264531535203e-11
-0.892187494999999,-8.866059703554064e-10,0.13406275900000142,4.453076364736672e-11,0.24343782800000158,1.408687386904537e-10,-0.2721874949999985,-2.9614491627566676e-11,-0.26437498999999853,-4.6731357517330443e-11,-0.2721874949999985,-2.360854810944353e-11,-0.2721874949999985,-5.495654094513334e-11,0.1731252840000015,3.991785216429684e-11,-0.2721874949999985,-6.626260779455378e-11,0.048125205000001614,-9.8631784476472e-12,-0.2721874949999985,-1.3818004202711563e-11,-0.2721874949999985,-1.3017298615836523e-10,-0.19406244599999845,-9.304331975255516e-11,-0.2721874949999985,-1.8967401104651298e-10,-0.2721874949999985,-8.574402002268848e-11,-0.2721874949999985,-3.8769765077566677e-11,0.25125033300000155,6.78968238844569e-10,-0.2721874949999985,-1.3207652642711564e-11,0.09500023500000143,-2.844572960734002e-11,0.14968776900000158,-1.3842923130693498e-11,-0.2721874949999985,-1.8681529395280052e-10,-0.2721874949999985,-1.5207719614373064e-10,-0.2721874949999985,-4.096041319040762e-10,-0.2721874949999985,-2.295149845048782e-10,0.11062524500000159,-8.962408900628428e-11,0.055937710000001584,-7.036063614077198e-11,0.22000031300000145,-4.548784006780035e-11,0.3684379060000016,-7.682952134335027e-11,0.18093778900000146,-3.530279990409678e-11,0.25125033300000155,1.7011787928957693e-10,-0.04562485299999852,-1.1772517977021915e-10,-0.12374990199999858,-9.926722302631705e-11,0.024687691000001566,-9.926722305131707e-11,0.2043753030000015,-8.615712384902825e-11,0.11062524500000159,-8.679239421982275e-11,-0.2721874949999985,-1.6555056135348702e-10,0.07156272000000152,-6.887213591147186e-11,-0.2721874949999985,-1.703129863479223e-10,-0.05343735799999849,8.4546169557192e-11,-0.2721874949999985,-5.327954720603457e-10,-0.2721874949999985,6.132578778217819e-11,-0.2721874949999985,1.5723852839550354e-11,-0.26437498999999853,-8.105424829205226e-11,-0.2721874949999985,3.0297533662711567e-11,-0.006562328999998535,9.077217642344723e-11,0.032500196000001536,9.594770496607328e-11,0.2356253230000016,1.093006827368144e-10,0.3606254010000016,1.3115295159531192e-10,0.43875045000000146,2.0649188726842643e-10,0.06375021500000155,1.0539569484332843e-10,0.09500023500000143,1.3555000673928035e-10,-0.08468737799999837,8.415167271358657e-11,-0.09249988299999856,8.410604311267685e-11,0.41531293500000155,1.2871154550468693e-10,0.40750043100000144,1.449004235145402e-10,-0.2721874949999985,-5.862075380698711e-11,0.11843775000000156,1.692874646242954e-10,-0.2721874949999985,-2.883617348192564e-12
-0.892187494999999,-8.866059703554064e-10,0.14406275900000143,5.029214082148141e-11,0.2534378280000016,1.5793001951848033e-10,-0.2621874949999985,-2.539145268601872e-11,-0.2543749899999985,-2.8759916265819313e-11,-0.2621874949999985,-2.0703698801652968e-11,-0.2621874949999985,-4.919516364601872e-11,0.1831252840000015,3.935404884514072e-11,-0.2621874949999985,-4.775422618728721e-11,0.05812520500000162,-9.033607886278614e-12,-0.2621874949999985,-1.3721361544574422e-11,-0.2621874949999985,-1.6186056128330606e-10,-0.18406244599999844,-8.161720784371303e-11,-0.2621874949999985,-1.6477607487123552e-10,-0.2621874949999985,-7.177817148601873e-11,-0.2621874949999985,-3.588907643020867e-11,0.26125033300000156,7.884881346620712e-10,-0.2621874949999985,-1.5795710568555704e-11,0.10500023500000144,-6.8606714281575294e-12,0.1596877690000016,-1.3622774328759294e-11,-0.2621874949999985,-1.8166874431816626e-10,-0.2621874949999985,-1.416497797347387e-10,-0.2621874949999985,-3.591530548016366e-10,-0.2621874949999985,-2.451641353909169e-10,0.1206252450000016,-8.937977966051604e-11,0.06593771000000159,-7.661063223192496e-11,0.23000031300000146,9.878826227776883e-12,0.3784379060000016,-9.035507245525004e-11,0.19093778900000147,-3.1836849652666706e-11,0.26125033300000156,1.7299586570788644e-10,-0.03562485299999851,-1.0500774137899918e-10,-0.11374990199999857,-1.0346610126542553e-10,0.034687691000001575,-1.0158681088126665e-10,0.21437530300000152,-8.854919351959717e-11,0.1206252450000016,-8.396002699508535e-11,-0.2621874949999985,-1.689708928745087e-10,0.08156272000000153,-6.997017666676794e-11,-0.2621874949999985,-1.6616242944529415e-10,-0.04343735799999848,8.247089108359313e-11,-0.2621874949999985,-5.255251585416137e-10,-0.2621874949999985,7.541514238852284e-11,-0.2621874949999985,1.1498111150499684e-11,-0.2543749899999985,-8.469202577836138e-11,-0.2621874949999985,3.449641193542558e-11,0.0034376710000014743,8.774382070551784e-11,0.042500196000001544,9.230992748213905e-11,0.24562532300000162,1.3153807900732554e-10,0.37062540100000163,1.251472649708387e-10,0.44875045000000147,2.0745037085744626e-10,0.07375021500000156,1.027593157159973e-10,0.10500023500000144,1.1281858626513385e-10,-0.07468737799999836,1.0297955028708896e-10,-0.08249988299999855,9.767721130703201e-11,0.42531293500000156,1.235112689743091e-10,0.41750043100000145,1.1970445127994103e-10,-0.2621874949999985,-3.789212973619453e-11,0.12843775000000157,1.6777328706785983e-10,-0.2621874949999985,1.4306574637078543e-11
-0.892187494999999,-8.866059703554064e-10,0.15406275900000144,4.66810685819451e-11,0.2634378280000016,1.5925626782885945e-10,-0.2521874949999985,-2.197263764e-11,-0.24437498999999852,-2.5879313204344656e-11,-0.2521874949999985,-2.0507368296592874e-11,-0.2521874949999985,-4.006456452078048e-11,0.1931252840000015,4.999908244739925e-11,-0.2521874949999985,-5.649216430960388e-11,0.06812520500000163,-6.884832169492886e-12,-0.2521874949999985,-1.2304413528835166e-11,-0.2521874949999985,-1.7055857989638915e-10,-0.17406244599999843,-7.224221371810794e-11,-0.2521874949999985,-2.1426824856726785e-10,-0.2521874949999985,-6.132946834194531e-11,-0.2521874949999985,-3.242219688008737e-11,0.27125033300000156,8.575894738038417e-10,-0.2521874949999985,-1.3403897531252208e-11,0.11500023500000145,-1.7795449832425224e-11,0.1696877690000016,-1.4209050894547524e-11,-0.2521874949999985,-1.5608112596371586e-10,-0.2521874949999985,-1.4931536633214903e-10,-0.2521874949999985,-3.706781819520675e-10,-0.2521874949999985,-2.395044883116483e-10,0.1306252450000016,-8.928229311268365e-11,0.0759377100000016,-8.198189238604486e-11,0.24000031300000146,1.296956720340064e-10,0.3884379060000016,-7.825045715626335e-11,0.20093778900000148,-2.63186811622904e-11,0.27125033300000156,2.1176180988463097e-10,-0.025624852999998504,-9.074756242270537e-11,-0.10374990199999856,-1.0751925734290547e-10,0.044687691000001584,-1.0632237251472495e-10,0.22437530300000152,-9.226046819508522e-11,0.1306252450000016,-7.746699309877673e-11,-0.2521874949999985,-1.6550265582603376e-10,0.09156272000000154,-7.158209782867263e-11,-0.2521874949999985,-1.656736393933605e-10,-0.033437357999998474,8.046902405647733e-11,-0.2521874949999985,-5.464896342579501e-10,-0.2521874949999985,7.11189488306931e-11,-0.2521874949999985,8.66828761086319e-12,-0.24437498999999852,-8.34233436854547e-11,-0.2521874949999985,5.085187216223052e-11,0.013437671000001483,1.0404985817220378e-10,0.05250019600000155,9.138176954726484e-11,0.2556253230000016,1.452160542025043e-10,0.38062540100000164,1.229490672184716e-10,0.4587504500000015,2.1344782540172737e-10,0.08375021500000157,9.80718186539885e-11,0.11500023500000145,1.0495666916057175e-10,-0.06468737799999835,1.0019507574114569e-10,-0.07249988299999854,1.0686130706922666e-10,0.43531293500000157,1.1662693205822537e-10,0.42750043100000146,1.117917556197837e-10,-0.2521874949999985,-3.56925747065055e-11,0.13843775000000158,1.6757831394413954e-10,-0.2521874949999985,1.5087824143878853e-11
-0.892187494999999,-8.866059703554064e-10,0.16406275900000145,5.126852223314593e-11,0.2734378280000016,1.5380844129698615e-10,-0.24218749499999848,-2.197263764e-11,-0.2343749899999985,-2.6855193345473568e-11,-0.24218749499999848,-2.746494561678744e-11,-0.24218749499999848,-2.990832088117647e-11,0.20312528400000152,5.1269635513698344e-11,-0.24218749499999848,-4.7609201085747353e-11,0.07812520500000164,-5.493316748705159e-12,-0.24218749499999848,-1.28173642e-11,-0.24218749499999848,-1.2024574560841713e-10,-0.16406244599999842,-6.347748554659732e-11,-0.24218749499999848,-6.896344959675166e-10,-0.24218749499999848,-5.1880805932534793e-11,-0.24218749499999848,-3.234852861067776e-11,0.2812503330000016,9.649517168401157e-10,-0.24218749499999848,-1.4648076452713855e-11,0.12500023500000146,-1.4039265741123853e-11,0.1796877690000016,-1.0376471699676323e-11,-0.24218749499999848,-1.4282353123982655e-10,-0.24218749499999848,-1.5014663711863885e-10,-0.24218749499999848,-3.594987641864307e-10,-0.24218749499999848,-2.0081035411267398e-10,0.14062524500000162,-9.46037033770457e-11,0.08593771000000161,-8.361805986474158e-11,0.2500003130000015,9.461401526903493e-11,0.3984379060000016,-6.225712518419287e-11,0.21093778900000149,-3.7229800588207854e-11,0.2812503330000016,2.1728603103695845e-10,-0.015624852999998495,-9.033192711161514e-11,-0.09374990199999855,-9.21652931204612e-11,0.05468769100000159,-8.850369724327868e-11,0.23437530300000153,-9.277341896e-11,0.14062524500000162,-8.361694730762758e-11,-0.24218749499999848,-1.788311916042428e-10,0.10156272000000155,-7.446244394526534e-11,-0.24218749499999848,-1.6357454273727775e-10,-0.023437357999998465,8.361766912813401e-11,-0.24218749499999848,-5.743354088127566e-10,-0.24218749499999848,7.14108946820361e-11,-0.24218749499999848,1.4036991658823112e-11,-0.2343749899999985,-6.347919757677268e-11,-0.24218749499999848,5.493183051864308e-11,0.023437671000001492,1.0254010881186242e-10,0.06250019600000156,1.1352232805505361e-10,0.26562532300000163,1.7394584802461822e-10,0.39062540100000165,1.245115662344862e-10,0.4687504500000015,2.0935240292386806e-10,0.09375021500000158,9.46048534466601e-11,0.12500023500000146,1.2939095473662424e-10,-0.05468737799999834,9.643616507399501e-11,-0.062499882999998535,1.0070862604416319e-10,0.4453129350000016,1.1352558069676382e-10,0.43750043100000147,1.1901763204121492e-10,-0.24218749499999848,-3.723142672e-11,0.1484377500000016,1.7455953876313858e-10,-0.24218749499999848,1.7699871522713854e-11
-0.892187494999999,-8.866059703554064e-10,0.17406275900000145,5.971009737306622e-11,0.2834378280000016,1.9667901756793296e-10,-0.23218749499999847,-2.4047402462994547e-11,-0.2243749899999985,-2.0581122171909444e-11,-0.23218749499999847,-2.2851716092242464e-11,-0.23218749499999847,-2.849067574047402e-11,0.21312528400000152,6.171842434801504e-11,-0.23218749499999847,-4.4580662232046506e-11,0.08812520500000165,-4.711981583212273e-12,-0.23218749499999847,-1.1767473407479474e-11,-0.23218749499999847,-1.1767920667283517e-10,-0.1540624459999984,-5.300265283867451e-11,-0.23218749499999847,-5.875649106290202e-10,-0.23218749499999847,-5.095505723491341e-11,-0.23218749499999847,-2.6074286249721936e-11,0.2912503330000016,9.218116432313763e-10,-0.23218749499999847,-1.464841889e-11,0.13500023500000147,-5.051121317675491e-11,0.18968776900000162,6.49303976386245e-12,-0.23218749499999847,-1.383539571080853e-10,-0.23218749499999847,-1.5397938762068793e-10,-0.23218749499999847,-3.379911042295943e-10,-0.23218749499999847,-2.0590930400716967e-10,0.15062524500000163,-9.782704382371556e-11,0.09593771000000162,-6.960938322768629e-11,0.2600003130000015,-5.832500451370896e-11,0.4084379060000016,-4.0326760122859355e-11,0.2209377890000015,-2.9421939367122054e-11,0.2912503330000016,2.6527564663476224e-10,-0.005624852999998486,-9.22359652318236e-11,-0.08374990199999854,-9.18214427108677e-11,0.0646876910000016,-8.999038801461767e-11,0.24437530300000154,-9.8608207642459e-11,0.15062524500000163,-8.354524763073495e-11,-0.23218749499999847,-1.5861848996127646e-10,0.11156272000000156,-6.911980920572994e-11,-0.23218749499999847,-1.6674673689017799e-10,-0.013437357999998456,8.420351759354536e-11,-0.23218749499999847,-3.7417050631525495e-10,-0.23218749499999847,6.936140344905196e-11,-0.23218749499999847,2.6147221292438422e-11,-0.2243749899999985,-4.4628543296765046e-11,-0.23218749499999847,5.837507530905196e-11,0.0334376710000015,1.0124548043521455e-10,0.07250019600000157,1.0954669188923801e-10,0.27562532300000164,2.0707785838566088e-10,0.40062540100000166,1.2194739976228396e-10,0.4787504500000015,2.3266258990216517e-10,0.10375021500000159,9.345670547176514e-11,0.13500023500000147,1.4372853181529583e-10,-0.044687377999998334,9.409207397551323e-11,-0.052499882999998526,9.382334704136436e-11,0.4553129350000016,1.335690963008482e-10,0.4475004310000015,1.4301380986887318e-10,-0.23218749499999847,-4.5361826139525976e-11,0.1584377500000016,1.9125875161915632e-10,-0.23218749499999847,2.6293016870669982e-11
-0.892187494999999,-8.866059703554064e-10,0.18406275900000146,8.98936362812481e-11,0.2934378280000016,1.947279666041291e-10,-0.22218749499999846,-2.385312658324577e-11,-0.2143749899999985,-2.355868589331709e-11,-0.22218749499999846,-2.0605796497282282e-11,-0.22218749499999846,-3.1469621374279785e-11,0.22312528400000153,7.577815204815622e-11,-0.22218749499999846,-4.0478756801562064e-11,0.09812520500000166,-4.614152560177589e-12,-0.22218749499999846,-1.220701263e-11,-0.22218749499999846,-1.086403948629804e-10,-0.1440624459999984,-5.1587588136465986e-11,-0.22218749499999846,-4.715417573107383e-10,-0.22218749499999846,-3.7377564738316296e-11,-0.22218749499999846,-2.6659877878437934e-11,0.3012503330000016,1.0200134910114782e-09,-0.22218749499999846,-1.464841889e-11,0.14500023500000148,-5.285772546062298e-11,0.19968776900000162,2.65588814299865e-11,-0.22218749499999846,-1.4475000554947195e-10,-0.22218749499999846,-1.4860985197844084e-10,-0.22218749499999846,-3.036671131886038e-10,-0.22218749499999846,-2.001952941e-10,0.16062524500000164,-1.0134197581625124e-10,0.10593771000000163,-3.9088281403530136e-11,0.2700003130000015,-5.100303650309497e-11,0.41843790600000164,-6.508839163999906e-11,0.2309377890000015,5.439420315060026e-12,0.3012503330000016,2.885781332514742e-10,0.0043751470000015225,-9.672780447408412e-11,-0.07374990199999854,-9.230920543946723e-11,0.07468769100000161,-8.979473017378293e-11,0.25437530300000155,-8.957768876174848e-11,0.16062524500000164,-8.417906299081668e-11,-0.22218749499999846,-1.5139296852912912e-10,0.12156272000000157,-5.510139462490667e-11,-0.22218749499999846,-1.5898799325947463e-10,-0.003437357999998447,9.58230493833778e-11,-0.22218749499999846,-3.5229966600862606e-10,-0.22218749499999846,6.477035331855956e-11,-0.22218749499999846,3.942569897137683e-11,-0.2143749899999985,-4.638670017e-11,-0.22218749499999846,5.44674457583163e-11,0.04343767100000151,9.675364130921678e-11,0.08250019600000158,1.0251544629822109e-10,0.28562532300000165,2.2499837363490755e-10,0.41062540100000167,1.335187078641452e-10,0.4887504500000015,2.502441595e-10,0.1137502150000016,9.55565727308423e-11,0.14500023500000148,1.287841984e-10,-0.034687377999998326,9.072319467124896e-11,-0.04249988299999852,9.201696678305907e-11,0.4653129350000016,1.3625455505847492e-10,0.4575004310000015,1.5756958994899187e-10,-0.22218749499999846,-2.6664207344871443e-11,0.1684377500000016,2.1327702745053603e-10,-0.22218749499999846,3.1469658629878364e-11
-0.892187494999999,-8.866059703554064e-10,0.19406275900000147,6.616561248601284e-11,0.30343782800000163,2.1503490218257373e-10,-0.21218749499999845,-2.299785411055876e-11,-0.20437498999999848,-1.9581191365504127e-11,-0.21218749499999845,-2.1581664322718948e-11,-0.21218749499999845,-3.2250870889478664e-11,0.23312528400000154,9.826444366122138e-11,-0.21218749499999845,-4.069804944055876e-11,0.10812520500000167,-4.370185683462801e-12,-0.21218749499999845,-1.1181796167839812e-11,-0.21218749499999845,-1.2509598324091323e-10,-0.1340624459999984,-4.4312375565878336e-11,-0.21218749499999845,-4.1931585917802387e-10,-0.21218749499999845,-3.537648044672229e-11,-0.21218749499999845,-2.3877544075642197e-11,0.3112503330000016,1.019339265563492e-09,-0.21218749499999845,-1.5673635352160188e-11,0.15500023500000149,-4.06263745557258e-11,0.20968776900000163,4.091746489640278e-11,-0.21218749499999845,-1.482176678646744e-10,-0.21218749499999845,-1.4916903261080094e-10,-0.21218749499999845,-3.055145990911004e-10,-0.21218749499999845,-1.919935623691242e-10,0.17062524500000165,-8.68436746085353e-11,0.11593771000000164,-4.196653530121598e-11,0.2800003130000015,-4.55808619109102e-11,0.42843790600000164,-5.6812636993926813e-11,0.2409377890000015,7.424157086194271e-12,0.3112503330000016,3.6722093823672923e-10,0.014375147000001531,-9.887693459e-11,-0.06374990199999853,-9.389637876650991e-11,0.08468769100000162,-9.340766217815203e-11,0.26437530300000156,-7.819883340439205e-11,0.17062524500000165,-7.375695359438931e-11,-0.21218749499999845,-1.4401905867992514e-10,0.13156272000000158,-5.5005473905017116e-11,-0.21218749499999845,-1.4924288431003743e-10,0.006562642000001562,1.0048864829057095e-10,-0.21218749499999845,-3.375243958e-10,-0.21218749499999845,6.684546057163885e-11,-0.21218749499999845,4.626510250620096e-11,-0.20437498999999848,-3.7672359946891104e-11,-0.21218749499999845,5.349157792888248e-11,0.05343767100000152,9.357929448340251e-11,0.09250019600000159,9.958506672431806e-11,0.29562532300000166,2.74699474239129e-10,0.4206254010000017,1.4377364898948746e-10,0.4987504500000015,2.5844589098087596e-10,0.1237502150000016,1.0915302752109225e-10,0.15500023500000149,1.3237245613943667e-10,-0.024687377999998317,9.013656324249609e-11,-0.03249988299999851,8.735414414814207e-11,0.4753129350000016,1.3374086297267379e-10,0.4675004310000015,1.5175817948427402e-10,-0.21218749499999845,-2.4290232000391892e-11,0.17843775000000162,2.228521906804866e-10,-0.21218749499999845,3.53265575443578e-11
