V,didv_0,didv_1,didv_2,didv_3,didv_4,didv_5,didv_6,didv_7,didv_8,didv_9,didv_10,didv_11,didv_12,didv_13,didv_14,didv_15,didv_16,didv_17,didv_18,didv_19,didv_20,didv_21,didv_22,didv_23,didv_24,didv_25,didv_26,didv_27,didv_28,didv_29,didv_30,didv_31,didv_32,didv_33,didv_34,didv_35,didv_36,didv_37,didv_38,didv_39,didv_40,didv_41,didv_42,didv_43,didv_44,didv_45,didv_46,didv_47,didv_48,didv_49,didv_50,didv_51,didv_52,didv_53,didv_54,didv_55,didv_56,didv_57,didv_58,didv_59
-0.5781241096,0.4028144275864958,0.41764441522512485,0.00567495840902944,0.22979303690463357,0.017646782030044775,0.009482640984830504,0.07401588425731549,0.017896415366494126,0.015726882741041864,0.015597977237649536,-0.001415022159248317,-0.004062727055447248,0.039753161684474826,0.014343247462723798,0.06013128582189979,0.06101852550846604,0.024049586679808145,0.01057575443279539,-0.022318772525867957,-0.0019068288754921013,0.034983656536423664,0.05148312981215093,0.1376913340649876,0.13607248760074808,0.10477896746809397,0.09849394792494162,0.02053231815295378,0.32741645365616007,0.1142129056492125,0.05340438379773494,-0.019392950991323585,0.0066147501918113905,0.11411246227761275,0.10581578032872249,0.016350024353496338,0.059566792954172644,0.062464174056526885,0.0594323197673761,0.1112441496060826,0.023561105843162428,0.04436233609177796,0.21887937637181976,0.07591416755069406,0.03625169374161751,0.10960770717039416,0.06575563507510403,0.050303821553331615,0.2068728751069761,0.06273167949182032,0.03841131734508123,0.4358715787288054,0.07070019079503104,0.0969385363016086,0.02010379964549969,-0.003509604167743717,0.007885652551517859,0.12802982261174928,0.03038538998619397,0.04667804885187454,0.05792052120148779
-0.5681241096,0.39471627842030665,0.34087966164556116,0.011169820345328908,0.22397776565137142,0.020151707209636202,0.01082988132555894,0.07264903814196556,0.02099914616840462,0.010049350452144066,0.014321240900313467,-0.001962079084145263,-0.0016507611343556314,0.03400482830232565,0.00890568917004305,0.0694071627452955,0.05789992007495612,0.020955720761390278,0.010896626736365427,0.013456832067012738,0.0009893418280534452,0.038371854812120784,0.012586148530869437,0.13350846049342055,0.13462569767364216,0.10920549842947942,0.09117114441945116,0.013908226621527572,0.33509162359993844,0.10815600860345011,0.057515331850821264,-0.028136132155015977,-0.002336884824116832,0.10216457952116227,0.10202300686391158,0.016338520512365843,0.0774192035316911,0.05143583886319541,0.05532476117473296,0.09354328157804491,0.024241882112664957,0.03044255795104426,0.14511433738557342,0.06897839672139948,0.03695802243244385,0.11296127134306273,0.061962758922224,0.044307386141300385,0.20723333554110815,0.07381794860745573,0.04729279367247596,0.38810510259925096,0.06017032340254871,0.07107624894008452,0.02153168473706777,-0.002899808425262583,0.0069056775756176515,0.13090351247260493,0.026675264455708707,0.046185027397834685,0.05661603568220733
-0.5581241096,0.3418818168333711,0.1932117845443473,0.013397549680987293,0.21389076071326332,0.022669928528972996,0.011028767682004387,0.06602797542166466,0.024322322787735166,0.005562906374174703,0.007097481768049324,0.00012741214347737677,-7.096040587263389e-06,0.02023924452373135,0.002203819516573613,0.06173590266012343,0.07299104343261277,0.018772602276120133,0.010884006572935798,0.021966145991248888,0.0047481546368239305,0.036242339081923564,0.018408209798084375,0.131704310248329,0.1247378887724365,0.09837302449043978,0.08543325899513793,0.013243992752026517,0.3737074699627582,0.11046663148632171,0.05627019246220564,-0.03377923313599092,-0.007934999211313683,0.08441651195005569,0.09572947211657447,0.021192614433300967,0.07499229787199406,0.053585948189907216,0.05342700862079165,0.0871771127013245,0.024222187373458808,0.027805161408137564,0.1183056627145455,0.07455623992653754,0.036186341775253324,0.10786372671577509,0.05729864942223056,0.04119837574098634,0.2091466196027428,0.08050528064079375,0.04810037850543299,0.34111515904290574,0.059091312412994,0.0342437026258348,0.01942656827022903,-0.002172139522195928,0.01033410159058002,0.15727526344734225,0.024713001918789557,0.04372041824792085,0.05529127714155939
-0.5481241096,0.3129990370200667,0.2205957193166163,0.013357102840390602,0.2099974796513083,0.03565053932951875,0.009412417218348375,0.060324515494238805,0.02133713689156322,0.0014792019987150688,-0.00028569441690275404,0.0004249257226774885,0.0009398236766378225,0.023798396210575293,-0.0031211545551444167,0.06563935192245172,0.07143384254185046,0.017809691173094867,0.012523394508623293,0.053028729284655976,0.006067303631720531,0.031580660868144095,0.023979099806511073,0.13349969555783373,0.1185155555609045,0.08272804882603262,0.08111335243736999,0.013638836664898794,0.4286392409698564,0.12175194977439015,0.05002244422393754,-0.026752505353437987,-0.005739309973623985,0.07688335516844842,0.0826508113396122,0.022007784200770722,0.06232642569069891,0.05226858367654492,0.05437815769008193,0.08228131444959579,0.024454218193314576,0.0400198397318272,0.17850602330983395,0.07988987204639465,0.0348543045048421,0.08514973249471126,0.054256576781301656,0.04400918840500169,0.2712895361671505,0.08297061322475635,0.05236071009955591,0.3250840705688598,0.054991576254239685,0.03491193081511957,0.021639294777125343,-0.0018624115693886088,0.0156296751901686,0.2057102166484502,0.025521971823348994,0.040125646014117965,0.0543174754297829
-0.5381241096,0.29415915645426327,0.16760471631177887,0.01314062653414564,0.21803407574341643,0.039734651612627465,0.005246467490702264,0.05541740599334524,0.014844362284611558,0.00363385834881497,-0.0016325647423786273,-0.00026612597041747026,0.004971074008469916,0.027657352640531683,-0.007204754539853612,0.08211035279725898,0.062307696295133205,0.013302866108837129,0.01873284601402452,0.08936475064989054,0.005782878831637417,0.02534273521402356,0.01771541356803046,0.13959668360340863,0.10936817760950769,0.07468851756048386,0.07579078631018325,0.010864146322875532,0.4322041044249648,0.1202605002388447,0.04291107411829036,-0.023862368569233083,-0.00014714253417510184,0.09095695890456938,0.05597508843237116,0.01949453842488137,0.05312987387845508,0.03185033800253086,0.05375007869864234,0.08112229414928546,0.023863849205657723,0.045430744673958,0.22193749682293448,0.06859212245080867,0.03465224334527704,0.06926071131815548,0.05270879125137272,0.043342741489468546,0.2704888014050036,0.08182189880582044,0.04179493199786256,0.3127571884674406,0.053140616169912225,0.07032940890855056,0.027666922478059092,-0.003595615294843559,0.019094774714262738,0.2152235094550734,0.02377410496107038,0.036530345149327154,0.05537108371501058
-0.5281241096,0.22100703156121096,0.10182764787651828,0.006651730190856447,0.21725305821981727,0.034562856811379924,0.0021676715159604995,0.0348156490571562,0.018246798567004237,0.00412932738613426,0.002088997572865371,-0.0019691264394406916,0.011924211551057698,0.02159874275709983,-0.007520999319339302,0.0713290716708415,0.05107894341182314,0.009650106513215356,0.025344335615714583,0.06374017092212661,0.0054683251747517725,0.019548709592171063,0.010302575100234811,0.15028818039561243,0.10024345584955227,0.06848017731335483,0.0721513196567413,0.008904155036680829,0.38205658352579414,0.088069125363445,0.04028462525954454,-0.017620707715319976,-0.008939497350747706,0.0951168357946919,0.031011472953455407,0.015317352643400362,0.04617243144338822,0.021061490703719467,0.051441097215195644,0.07489437603953523,0.02164907164329393,0.03500096660295213,0.17566101264760842,0.051254811689819456,0.030336482166513266,0.07002519439433856,0.05015009061643631,0.0402887012082992,0.18596641248044987,0.07882258623264737,0.039363269949841954,0.2515910871950521,0.047317938242290324,0.12585837543327857,0.0251044880244806,-0.0025141230315790363,0.01941945061796252,0.1939522817563626,0.020958359878991306,0.03393878261019288,0.055317895583092656
-0.5181241096,0.20781225660281916,0.12459896262679182,0.0038139616806443567,0.21716720223367425,0.035712782463799414,0.001883591099563617,0.018428424986563125,0.02603331450685474,0.0006351790369361196,0.0031902425455493646,-0.004839532475529724,0.016580644048056373,0.018160240616960515,-0.002689933519688394,0.033958821818527204,0.039385015234350944,0.009002821540205864,0.027190369178198826,0.03228145986234707,0.005122621330303393,0.01237869024423489,0.004735613709665982,0.15457982457503142,0.09924145979004548,0.06638356887115399,0.0778099993319705,0.008534305155477777,0.34417882264104716,0.06850240982022698,0.04042842099219782,-0.005403959748080677,-0.0003948952480926597,0.10356491135985488,0.02282573804812613,0.00781429637282869,0.03647668401389438,0.009608664398067204,0.04848308578780365,0.07980557070963515,0.01875306323385298,0.024990586779067007,0.11315577618180767,0.04230107738027237,0.022976751245297005,0.06977893926565192,0.04718793945299087,0.034758254313152936,0.1540009171929223,0.07205241240635478,0.04119621277107151,0.1733035839163931,0.04047110650274271,0.17135876113748585,0.019840577455629872,0.0023572431335447414,0.023150062821639335,0.1699961123238293,0.020356374450175248,0.0341763831771127,0.0520454221271861
-0.5081241096,0.17769671062211986,0.22514322721948823,0.014535529613431214,0.18405697609246255,0.025188588681430455,0.0023230166349150977,0.01960023453072264,0.028701950871001598,0.0002582350368561077,0.003214513881271191,-0.005102937610704089,0.01903526173068428,0.01184496230166443,0.013043506514056415,0.01679064351387384,0.03735419896831323,0.009405149683633254,0.021151109894657752,0.07342173395903949,0.005185499504406776,0.00644562868104959,0.006592773955080137,0.15466967086477587,0.10854331688889178,0.07023444899958124,0.08411504527234587,0.008295762313263497,0.2912924214939288,0.06611997458757649,0.03691804194848837,0.03557966128466676,0.0062155370752480475,0.12432906130753713,0.027225604571553493,0.005561183916583242,0.035060276769460295,0.006129517616257053,0.045750239836468275,0.08071360199699573,0.016513413646869927,0.023272611960298683,0.1013552886878645,0.0369933892968455,0.025494086679143456,0.06733723130876619,0.046721444524475804,0.03214417198866933,0.1274725634959806,0.05909978273538734,0.04789134952635027,0.10408302944224136,0.039033144724436294,0.21844864229041944,0.017186515703302423,0.010500268925832994,0.024750345727493458,0.13979277100282675,0.018208081864535677,0.03668044152453635,0.04668485609239758
-0.4981241096,0.16290517986478123,0.17874241125798002,0.023468154802390458,0.07900191566861432,0.02125142596272516,0.0028962424519172816,0.02727617178774526,0.022426103639694668,0.0014897647020195822,0.00982147501478762,-0.0022245924029331843,0.029276968774312215,0.0032009866336378283,0.04581962604120957,0.018115570479678465,0.020965509113381436,0.008857778479045944,0.009472448240612621,0.1408738937698293,0.005062247782575122,0.011935043567737627,0.01881439261982365,0.16152787489075415,0.10404188639051437,0.0732557421869135,0.0852901989166909,0.012240079707512267,0.2120654452771657,0.0660756441071271,0.0321730675659415,0.07695443141908662,0.02298523731071404,0.12107442472836026,0.03252092038262796,0.00707698226742668,0.04032700373435656,0.01164901771765266,0.049355950272659516,0.0757797926867098,0.014887367366903078,0.023159000548531972,0.14282879825116604,0.03384507208471435,0.02756334646000371,0.07619866586179805,0.04412514805117257,0.02200034980730599,0.10874667382766232,0.0434110856311935,0.06044290321269092,0.0677834091448001,0.040770895845048186,0.21953244866347998,0.01413282039967291,0.016826356898133225,0.0200062541146386,0.13568816393402258,0.016630282883436546,0.04081467849718823,0.04314800604934524
-0.48812410959999997,0.15373914683232767,0.0014375928402175497,0.023864727538337367,0.022961858844951038,0.02325701813992601,0.0027205154513449,0.02751030891277162,0.016046244180331282,0.005180404899087014,0.007053358042118136,0.0002463923761075981,0.046223925559892166,0.0017022184743506255,0.08154164218084275,0.021155760031998115,0.015581306441221625,0.00943513098656765,0.002903931754035827,0.17616119519972281,0.004375447427609178,0.01638954872146616,0.031704201048800985,0.17204169909588587,0.08282202501545372,0.08046482634831294,0.08403518830659061,0.01227293415745465,0.16308176218282358,0.0678055082911358,0.024703674051985328,0.06777277363640191,0.010717203532471204,0.09852207838657857,0.0318323008689774,0.0071130161118284725,0.04433399546383498,0.018269868106037594,0.06211685240708718,0.07469637530439234,0.01340247815550667,0.022198546495584698,0.16359364134964208,0.03291128806701691,0.025042186582514604,0.08240664834854981,0.04340069077412401,0.012041685363274508,0.09147812657049477,0.032493050066969474,0.07135742256766754,0.06349676920836525,0.04427946923046361,0.2159945189725631,0.011266685172175432,0.0178237765838651,0.013574932172612957,0.1415081049237454,0.016771573850204398,0.04215785500384234,0.041166330861239345
