V,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,I_13,I_14,I_15,I_16,I_17,I_18,I_19,I_20,I_21,I_22,I_23,I_24,I_25,I_26,I_27,I_28,I_29,I_30,I_31,I_32,I_33,I_34,I_35,I_36,I_37,I_38,I_39,I_40,I_41,I_42,I_43,I_44,I_45,I_46,I_47,I_48,I_49,I_50,I_51,I_52,I_53,I_54,I_55,I_56,I_57,I_58,I_59
-0.47812410959999996,-2.608520437785973e-09,-3.843868025631771e-09,-3.196000303866728e-10,-1.8408702863302305e-10,-3.7739567210525226e-10,-5.803369487846085e-11,-1.775896128129154e-10,-6.522543336487575e-11,-1.1285559497591807e-10,-3.719990136144178e-10,-1.3836664937165849e-10,-2.492978575826726e-10,-1.5620428556932032e-11,-2.853362470946927e-10,-3.0110372537444013e-10,-7.056776246175099e-10,-1.8176591953654456e-10,-6.012428744573856e-11,-1.6145842777394046e-09,-6.019751338044746e-11,-6.928320050816034e-10,-1.0107399827979135e-09,-3.3447134341912005e-10,-2.191406416033846e-10,-9.238373810890864e-10,-5.638427024676865e-10,-1.669081642101263e-10,-2.1077120628179054e-09,-6.69630396646238e-10,-3.153072245422287e-10,-7.263931787172263e-10,-8.045569818101019e-10,-7.530434035452919e-10,-2.2893911813465465e-10,-3.084569317180182e-10,-2.342708245966718e-10,-2.540682233387948e-10,-4.2689220900296135e-10,-4.370609189927899e-10,-2.635162951208766e-10,-3.2543841858363426e-10,-1.2193867324737692e-09,-1.0986333970647119e-11,5.564728178385958e-11,-2.911828383383197e-10,-9.178919696983661e-11,2.6966088572647078e-11,-3.939855216631438e-10,-6.128099550446434e-11,-3.735863417200331e-10,-6.487416293148947e-10,-7.731469191925609e-11,-2.62785169955694e-09,-1.8965511660252455e-10,-3.5010126295181494e-10,2.8147430985388095e-11,-4.218903446693554e-10,-1.933046403470137e-10,-2.8193419108988995e-10,-1.7424940548450404e-10
-0.46812410959999995,-2.6017104056031674e-09,-4.117670954404925e-09,-2.8410574921501067e-10,-1.7198525007202347e-10,-4.4132946698148216e-10,-6.18869971955362e-11,-2.424669335904251e-10,-5.3899475224737124e-11,-1.240446360788413e-10,-4.3691109552856377e-10,-1.1870031872974006e-10,-2.1632266567919484e-10,-1.556471338753565e-11,-3.1282494494249416e-10,-2.862132779346633e-10,-8.157084879456139e-10,-1.8369636666023078e-10,-5.625409957080215e-11,-1.5545331962804e-09,-4.1395964849817234e-11,-6.650508201755501e-10,-9.726034993221824e-10,-3.15758039738718e-10,-2.1074894101839882e-10,-8.886013151069802e-10,-5.369034714414713e-10,-1.6635687086644165e-10,-2.069870643147858e-09,-5.640181803841203e-10,-3.0316096166717255e-10,-6.643435621491008e-10,-7.347792272956947e-10,-7.12680722409083e-10,-2.1125504246921554e-10,-2.5786414234709295e-10,-2.5738644315498436e-10,-2.707846843478784e-10,-4.16886782646502e-10,-4.0660911782239163e-10,-2.537250185652102e-10,-3.029764166421168e-10,-1.1880491402692702e-09,-1.2477577459085727e-12,5.559603396487091e-11,-2.6810744338320204e-10,-9.262955649310835e-11,2.929225668713087e-11,-3.093301709863758e-10,-2.8161117323167873e-11,-4.1687663315721894e-10,-6.177826648250702e-10,-4.455407485166201e-11,-2.650369995801611e-09,-1.7252884603753272e-10,-2.962417020325635e-10,4.9189070999099537e-11,-2.5909787982947013e-10,-1.5913626190335292e-10,-2.987091501086449e-10,-1.4779303638983772e-10
-0.45812410959999994,-2.4133310893521626e-09,-5.174148146363144e-09,-2.725423237600066e-10,-1.575443447952093e-10,-7.223002387541443e-10,-5.828992391752783e-11,-1.9957183604090337e-10,-5.430598862460309e-11,-1.6084543237209496e-10,-4.1938700576156e-10,-9.532557018399252e-11,-1.9218575125848734e-10,-1.5794642817847836e-11,-3.2951280386038533e-10,-2.709092940605921e-10,-8.202997412178024e-10,-1.6348226201961404e-10,-5.14936451776376e-11,-1.5633451133467774e-09,-2.4672470932189858e-11,-6.592420714462372e-10,-9.30521931182121e-10,-3.1988421258539216e-10,-1.951746897697349e-10,-9.312971073720598e-10,-5.099268456738445e-10,-1.6290344459293865e-10,-1.9624145203638738e-09,-5.17810921852105e-10,-2.762671224900417e-10,-5.495576840940966e-10,-8.050396826870327e-10,-6.757033596837135e-10,-1.8733850049921297e-10,-2.2496238908139216e-10,-2.510684376696724e-10,-2.812138099302058e-10,-4.0325705578061957e-10,-4.2091263699465976e-10,-2.4965355749119827e-10,-3.069603151255207e-10,-1.129866118391296e-09,1.1875240567551877e-11,5.351690417088741e-11,-2.9500388482352857e-10,-8.54481216684518e-11,3.1328437877001416e-11,-2.8569495746983663e-10,-2.970568890543164e-11,-4.0143879155787293e-10,-4.809834914343201e-10,-2.6203844636586176e-11,-2.4736686812467946e-09,-1.6436148384074583e-10,-2.785272383024112e-10,6.335447467534965e-11,-2.2117111908554694e-10,-1.4117738506304797e-10,-2.948396215194714e-10,-1.3126443931262894e-10
-0.44812410959999993,-2.184426426337429e-09,-5.498435746648709e-09,-2.6027833142663154e-10,-1.4439700202664488e-10,-8.683876515046252e-10,-5.275879593395897e-11,-1.344713518487278e-10,-5.5599850945219794e-11,-1.7054988324249178e-10,-2.916275700400444e-10,-9.371630108452977e-11,-1.7252824752429458e-10,-1.520385013797412e-11,-3.210942198470166e-10,-2.5106822029124577e-10,-8.306280974976512e-10,-1.372096875066577e-10,-4.895621802095774e-11,-1.2855209629964194e-09,-2.207033206990108e-11,-6.673069798034162e-10,-8.985120871304679e-10,-3.3105164855914693e-10,-1.9314868555187835e-10,-9.550429722772541e-10,-4.902392894143527e-10,-1.5382062754237248e-10,-1.5059269044810626e-09,-5.015133981977718e-10,-2.5574359477506465e-10,-4.575306179215767e-10,-7.932734231852527e-10,-6.614502331816005e-10,-1.611703233629119e-10,-2.1665518208565437e-10,-2.4387208220477736e-10,-2.969434741610314e-10,-3.694556336805274e-10,-4.235125666287592e-10,-2.520263814124295e-10,-3.217594488925344e-10,-1.0017289587616903e-09,1.3940358478744109e-11,5.078435294091402e-11,-3.2239512451501123e-10,-7.326212916630793e-11,4.725861491067479e-11,-2.984348321749286e-10,-3.373752066813781e-11,-3.614642133925527e-10,-3.7804937998617205e-10,-2.273854487443911e-11,-2.266272426369186e-09,-1.2229801856142182e-10,-3.008720941005641e-10,6.019180198140991e-11,-1.760934711977299e-10,-1.4741335150224648e-10,-2.600556747084609e-10,-1.2688308296980497e-10
-0.4381241095999999,-2.1716054831187143e-09,-4.853122905292423e-09,-2.4522943645099965e-10,-1.4350253484664445e-10,-5.893248427563287e-10,-4.8453490389091294e-11,-2.428025031199748e-10,-5.636175643878212e-11,-1.4422189976192409e-10,-2.415614073651921e-10,-9.5456410051084e-11,-1.5661062418348922e-10,-1.5467781436660834e-11,-3.298679290042189e-10,-2.6772778584177836e-10,-8.582160648984105e-10,-1.3769308997139494e-10,-5.055828352634956e-11,-1.1776742697519491e-09,-1.8900373218507988e-11,-7.684444502868329e-10,-9.027405505464959e-10,-3.187847715140471e-10,-2.037521090300527e-10,-9.234876086100447e-10,-4.5818905110877394e-10,-1.5988194915996458e-10,-1.0976540963807656e-09,-4.901237831129784e-10,-2.375040919501559e-10,-4.6146752356812104e-10,-9.905212898347928e-10,-6.336523701362163e-10,-1.484439548581289e-10,-2.525818177269284e-10,-2.1673409401037717e-10,-2.586492776168655e-10,-3.3744591953863663e-10,-3.9470809585633497e-10,-2.549818363145078e-10,-3.5094587351576474e-10,-9.332059251231243e-10,1.3294919156178426e-11,4.5121813440894577e-11,-3.000231965292419e-10,-7.629190266205542e-11,5.484364360760359e-11,-2.6533148563684274e-10,-1.231678955349378e-11,-2.700004260223631e-10,-3.104577678710818e-10,-7.817859322166748e-12,-1.8908135449893538e-09,-1.1618188823564301e-10,-2.726819078044136e-10,5.629561389335043e-11,-1.697750760514139e-10,-1.5123858063533442e-10,-2.3636500827600943e-10,-1.2314185046916852e-10
-0.4281241095999999,-2.002198042155755e-09,-4.851524276955698e-09,-2.7989309745097833e-10,-1.5686073352488711e-10,-4.3852770297138013e-10,-4.185801367300009e-11,-3.1161359217319123e-10,-4.776705445610596e-11,-1.2291263521355308e-10,-2.179923477672922e-10,-1.1479735054404445e-10,-1.4207517064113834e-10,-1.4227506395245698e-11,-3.009994313139346e-10,-3.0116396374692e-10,-9.812118575537297e-10,-1.2678264505552511e-10,-4.957927834199725e-11,-1.0246768957723763e-09,-1.809677984117991e-11,-8.091170780208539e-10,-8.33656552246045e-10,-2.9867123467055757e-10,-2.1775455891645414e-10,-8.879524990037702e-10,-4.303775660136941e-10,-1.63037429097124e-10,-8.993146515663909e-10,-4.393609698479012e-10,-2.392935357594593e-10,-5.752055952061609e-10,-1.1762230703181865e-09,-5.609247684759866e-10,-1.4135752819710955e-10,-2.7536474830815543e-10,-2.1370756041940326e-10,-2.4824267151979814e-10,-3.2484916158465244e-10,-2.7108400345872374e-10,-2.403318289931461e-10,-3.7742567795786917e-10,-9.104144235108661e-10,1.4904755112828854e-11,3.9782833584451394e-11,-2.798003097686583e-10,-8.082820192920907e-11,5.258170534837756e-11,-2.0384799373993337e-10,1.266649815975436e-12,-1.8896424381707524e-10,-2.8259639520573564e-10,1.0217162335603779e-11,-1.540341015499556e-09,-1.364383686713459e-10,-2.1683143693017103e-10,4.8425711309110707e-11,-1.847276370690942e-10,-1.4811394594671908e-10,-2.3226950240313984e-10,-1.2851509951610304e-10
-0.4181241095999999,-2.187054178259929e-09,-5.10370710013786e-09,-2.826246847064833e-10,-1.5867555087774618e-10,-3.254814709350705e-10,-3.674727987037292e-11,-1.680883492193472e-10,-4.341901847683437e-11,-1.207174478791806e-10,-1.9272318862501484e-10,-1.4118118547891997e-10,-1.4285051449829254e-10,-1.4862856401454085e-11,-2.685300394407203e-10,-2.91822507423443e-10,-9.005742665041601e-10,-1.1402123388748407e-10,-4.8131111910420245e-11,-1.272599892151701e-09,-1.7778700105924847e-11,-7.648077138165683e-10,-7.704696176087845e-10,-2.9478571370313136e-10,-2.233822974346417e-10,-8.314497492025019e-10,-4.144890941291774e-10,-1.4218152806035407e-10,-8.013339952610006e-10,-4.3043202055132393e-10,-3.031850407079002e-10,-4.881392850829138e-10,-1.1178908630431285e-09,-5.322258087117898e-10,-1.2572648676964422e-10,-2.67280599082985e-10,-2.3618136753768934e-10,-2.0705956282681402e-10,-3.5957517647712633e-10,-3.004687576997376e-10,-2.227917508855369e-10,-3.246044027199418e-10,-1.0653688985673398e-09,1.4037949014989473e-11,4.5101267623600664e-11,-2.81640601044273e-10,-7.472908857659745e-11,5.3134782864588876e-11,-1.7628135091822394e-10,3.1495445442993193e-12,-1.7143976222760594e-10,-2.285708904611437e-10,1.070234059701749e-11,-1.5221270967283298e-09,-1.3379673178017465e-10,-1.3463693333082072e-10,4.92898131868647e-11,-1.660491195157579e-10,-1.4109814533790686e-10,-2.265502709192808e-10,-1.2491591283705675e-10
-0.4081241095999999,-2.0965638374636626e-09,-5.228040847885926e-09,-2.278669277067152e-10,-1.4509252386535955e-10,-2.7817416407431244e-10,-3.559873891169136e-11,-7.28467241640956e-11,-4.306945036398656e-11,-1.0776010266736874e-10,-1.3532883992483822e-10,-1.2369335995984058e-10,-1.3659704999687627e-10,-1.5045152650007752e-11,-2.555177562250028e-10,-2.751600034009817e-10,-8.407378804406108e-10,-1.1208734242671699e-10,-4.5150746128324145e-11,-1.4583473336695566e-09,-1.7990853574871318e-11,-6.988287085184337e-10,-7.366900854291038e-10,-2.9658127533019795e-10,-2.1847694687049002e-10,-7.839668147332069e-10,-4.1989184690174813e-10,-1.3129891772936551e-10,-9.267484121388888e-10,-3.955338847659951e-10,-3.769410342784252e-10,-4.051837156066084e-10,-9.741832841124217e-10,-5.617014758782123e-10,-1.217165524764127e-10,-2.1919026095020764e-10,-2.539579832915778e-10,-1.849552947473655e-10,-3.8710404687129354e-10,-3.2944187675788e-10,-2.1565405822061926e-10,-2.616243060318386e-10,-1.2280502048031952e-09,1.9031383053643834e-11,5.51926384377335e-11,-2.6512866233332154e-10,-6.198272335977365e-11,5.021376073568514e-11,-1.7230330477710502e-10,-4.404504604326761e-12,-1.1105010723921843e-10,-1.8713410486263313e-10,2.8660288607313656e-11,-1.3112016532536112e-09,-9.072833711727822e-11,-6.109627624799883e-11,6.177911002297795e-11,-1.5375336006809784e-10,-1.364488304453542e-10,-1.854170036736083e-10,-9.977064925883662e-11
-0.3981241095999999,-1.9303735601921958e-09,-5.336016694542943e-09,-1.9369994314310924e-10,-1.460095170220304e-10,-2.1518376531313258e-10,-3.5266031360192904e-11,-6.61316145733359e-11,-4.374087448686623e-11,-8.329796365431802e-11,-1.2115914419983644e-10,-9.679868693068755e-11,-1.219141356694134e-10,-1.537161598312095e-11,-2.3143357688163168e-10,-2.807186028738102e-10,-1.1279944545698965e-09,-1.0220028046656502e-10,-4.7525010154568596e-11,-1.159079003364592e-09,-1.792004752640339e-11,-6.45193941695146e-10,-7.593075249418206e-10,-2.847222560384059e-10,-2.11063633687013e-10,-7.668010118485005e-10,-4.263325490298382e-10,-1.2276370317019667e-10,-1.0503849305427056e-09,-3.7566904567225774e-10,-3.480300628934056e-10,-3.8122241642518433e-10,-1.0117495920236827e-09,-5.792443059213733e-10,-1.2012803978790097e-10,-1.9994787703589245e-10,-2.268672441061589e-10,-1.820466052818916e-10,-3.2073877779319185e-10,-3.2919131125050344e-10,-2.0987583929925266e-10,-2.42577975916519e-10,-9.478509212522259e-10,3.300086901664365e-11,5.2386588270811166e-11,-2.165505199728727e-10,-5.679894258934248e-11,5.1633295620074765e-11,-2.055649835441769e-10,-5.386624947659767e-12,-1.190447873495608e-10,-1.3998796600579626e-10,2.450846085395811e-11,-1.1134063211524395e-09,-6.74801914006458e-11,-6.055190998840496e-11,7.022184296894897e-11,-1.5650596617484662e-10,-1.1958052423629666e-10,-1.6925204014583453e-10,-7.85474892509144e-11
-0.3881241095999999,-1.7762689847009587e-09,-4.6760759914288176e-09,-1.8802184632779615e-10,-1.4036595351400234e-10,-1.911535137934007e-10,-3.8536338238949695e-11,-6.369631280488798e-11,-4.282733280927101e-11,-6.662214938737174e-11,-1.1271912887144378e-10,-8.457369436390615e-11,-1.1320248296686732e-10,-1.4938711243076708e-11,-2.3434957756497597e-10,-2.7936841860864786e-10,-1.0990320263267118e-09,-8.460370695422717e-11,-5.6469140692869346e-11,-1.1236284645023819e-09,-1.778334751097807e-11,-5.563584973632674e-10,-7.260143210359854e-10,-2.625198614458679e-10,-2.1086537436626234e-10,-7.18706986692027e-10,-4.071393491675892e-10,-1.2869874504189225e-10,-9.681706368616159e-10,-3.812023267119231e-10,-2.487398958542023e-10,-3.5361299604998397e-10,-1.2724312162369554e-09,-5.90915735267465e-10,-1.1241472817085205e-10,-1.7781269679237565e-10,-2.025635700660525e-10,-1.9574412822084664e-10,-2.0677194784875234e-10,-2.978044815927092e-10,-2.100673693717976e-10,-2.3312446920516807e-10,-7.804210759859191e-10,3.933300226738296e-11,5.124603809182007e-11,-1.872925981780652e-10,-3.996302269291528e-11,5.274204482130733e-11,-1.8316013795112092e-10,1.5746379690657266e-12,-1.638826646051824e-10,-1.1442972461198699e-10,1.6686649309623736e-11,-1.0286737915190443e-09,-7.674754950354171e-11,-1.05447707825259e-10,2.7648448307173144e-11,-1.0198075617566583e-10,-1.1097184914130765e-10,-1.4569005716427374e-10,-8.063715067361138e-11
-0.37812410959999987,-1.5450507381207298e-09,-4.097748327965584e-09,-1.7094325408064332e-10,-1.3564309341420072e-10,-1.7285092789557933e-10,-4.2729849856947683e-11,-5.5982867877193326e-11,-3.279506574967003e-11,-7.011409814796289e-11,-1.078860356052866e-10,-8.780661435479878e-11,-1.1215201522377641e-10,-1.3094314182557544e-11,-2.525636520858808e-10,-3.0039990107825416e-10,-9.199791414826716e-10,-6.319969179313107e-11,-6.393991998801515e-11,-8.998166631741196e-10,-1.812282945344084e-11,-4.864438864569978e-10,-6.40874520201879e-10,-2.5237971632701896e-10,-2.149907070955975e-10,-6.795680647761098e-10,-3.8881650204366037e-10,-1.531591210351041e-10,-8.443366758537044e-10,-3.7104561490079e-10,-1.990106693418731e-10,-3.1455567258628947e-10,-1.2352416415481531e-09,-5.974671852934457e-10,-1.1033122154977517e-10,-1.5740999351155599e-10,-1.865785375348876e-10,-2.3164128622927518e-10,-1.8346761617862842e-10,-2.919346390384624e-10,-2.1179723283187276e-10,-2.0899826084729775e-10,-7.284841248558408e-10,3.6338952274876715e-11,5.030214476093646e-11,-1.9981741392949224e-10,-2.4789441526967807e-11,5.461188073785907e-11,-1.6744225693327695e-10,2.6828622359638632e-11,-1.0791171452909686e-10,-5.554284226105618e-11,2.4099437608930576e-11,-9.38941102336088e-10,-8.183364572492356e-11,-1.5080399081432915e-10,-5.336987012383472e-12,-5.709128021606699e-11,-1.1824538296694018e-10,-1.4068672936065687e-10,-8.546130594999614e-11
-0.36812410959999986,-1.2639425386742983e-09,-3.840450688347561e-09,-1.5522450609521553e-10,-1.3190739018545588e-10,-1.5043321222834583e-10,-4.4714309555277465e-11,-5.819131819537575e-11,-2.242449344537204e-11,-8.001694756800781e-11,-1.0514727073393551e-10,-8.521719272674362e-11,-1.0234323764894743e-10,-1.3586409351265456e-11,-2.4055136995431007e-10,-2.9180104632696647e-10,-8.231119736426551e-10,-6.171892597363507e-11,-6.114522895898457e-11,-8.113649159042018e-10,-1.8395969395896747e-11,-4.698540066101039e-10,-6.046094412182577e-10,-2.4635012583434283e-10,-2.1699193017168799e-10,-6.53991041821329e-10,-3.693485728733494e-10,-1.5345946275084721e-10,-8.76728671771101e-10,-3.3774164091040204e-10,-1.8304613984977593e-10,-4.142897187357287e-10,-8.347286892418698e-10,-5.849841001661342e-10,-1.1282882153038993e-10,-1.5263197104180868e-10,-1.7369367554416395e-10,-2.321387510826978e-10,-1.8426479847406585e-10,-2.720128668869324e-10,-2.123534501954887e-10,-1.840763359093005e-10,-6.310305291019882e-10,3.519303839406034e-11,5.28930813648279e-11,-2.025951639104331e-10,-2.186275775602406e-11,4.675238255580297e-11,-1.3464444408930567e-10,2.5893107672730958e-11,-5.452754547749188e-11,-1.9364240298442542e-11,2.348544404211278e-11,-9.331007442522909e-10,-1.0459154238208385e-10,-1.7469255100095676e-10,-1.7576686965964125e-12,-4.947622701725641e-11,-1.1848175536000381e-10,-1.3803271144900957e-10,-6.287901760140033e-11
-0.35812410959999985,-1.2046405599731858e-09,-3.5630021531810794e-09,-1.4645089095363604e-10,-1.2610054252341978e-10,-2.042680562552737e-10,-4.530931853136882e-11,-5.766621939382888e-11,-1.8633020303283745e-11,-8.153357834024686e-11,-1.0842477823738705e-10,-7.439923855345463e-11,-7.78590568152779e-11,-1.3679440778317268e-11,-2.549961668889209e-10,-2.5259466881400314e-10,-8.226219776320443e-10,-6.397342321494737e-11,-5.6137992209149397e-11,-9.5316419878505e-10,-1.9954658377658666e-11,-4.6268366671987014e-10,-6.183516202900782e-10,-2.316618198857234e-10,-2.190245135932352e-10,-6.154928890993931e-10,-3.4973080647740264e-10,-1.4631418789363912e-10,-9.233458871953886e-10,-3.3897251266239333e-10,-1.7212318756032698e-10,-3.653878029024321e-10,-7.072205820450601e-10,-5.76343659911679e-10,-1.0849315479935363e-10,-1.7307162361289892e-10,-1.6809069958843562e-10,-2.0615719346481216e-10,-1.7623927466981466e-10,-2.491718286928397e-10,-2.0732032002011907e-10,-2.0058288745896565e-10,-6.099908286351406e-10,3.6634555734425354e-11,6.19381856664279e-11,-1.8632801799468125e-10,-1.5524820262568803e-11,5.372622732555286e-11,-1.0448188104679622e-10,2.5317314910740165e-11,-3.916856327417063e-11,-2.5156060858685073e-11,1.7677634182444056e-11,-8.069834597186736e-10,-1.1100318657753502e-10,-1.667897935925026e-10,8.495115605110904e-12,-4.8752430192562134e-11,-1.0670967215373093e-10,-1.1618548004533166e-10,-4.1640336588630633e-11
-0.34812410959999984,-1.1283929292241388e-09,-3.343421438653757e-09,-1.327865139338251e-10,-1.207018812667511e-10,-8.532958408285609e-10,-3.658308649463343e-11,-5.381788723153011e-11,-1.663298553754218e-11,-7.9585848191063e-11,-8.24041259720991e-11,-5.816629406614892e-11,-6.572676881666023e-11,-1.3952769491234442e-11,-2.5717289256982983e-10,-2.3107393917279262e-10,-7.787099278182283e-10,-6.264221042199534e-11,-5.7420091795321165e-11,-9.851491611514836e-10,-2.196980407498845e-11,-4.262489494471894e-10,-5.605171777648885e-10,-2.2117168204562883e-10,-2.1834551094827045e-10,-5.92645270591648e-10,-3.5514463765687657e-10,-1.1988492273012975e-10,-8.733212272172002e-10,-3.290650041350146e-10,-1.6195784314498732e-10,-2.8897941401868963e-10,-7.768890915008605e-10,-5.212363363337684e-10,-1.0566863161722624e-10,-1.742012749239313e-10,-1.6445323216922928e-10,-1.9079628782802794e-10,-1.6854649853386915e-10,-2.778803766453492e-10,-1.9596049066693184e-10,-2.02288255958515e-10,-6.92647363174842e-10,3.782781122941677e-11,7.198215963950695e-11,-1.732758220763956e-10,-1.2059823777681565e-11,5.925306690452346e-11,-8.146323281399626e-11,3.257744173648167e-11,-1.925134485313396e-11,-1.9165291739542474e-11,3.0523378955211195e-11,-6.533122766628735e-10,-8.034713372861566e-11,-1.136027827132254e-10,1.3170008052925526e-12,-2.420665859290899e-11,-1.0891336327525281e-10,-9.15345075382817e-11,-4.4612073309417425e-11
-0.33812410959999983,-1.1749748163604722e-09,-3.1802733132173433e-09,-1.19381880717743e-10,-1.1389626954470022e-10,-2.2534509282716095e-09,-3.8433600786818445e-11,-5.955004582653129e-11,-1.7150841551574147e-11,-7.4679530784319e-11,-7.246048982659161e-11,-5.4830819799018894e-11,-5.6173627283104696e-11,-1.429138439985856e-11,-2.4068004930794664e-10,-2.2429102464269354e-10,-6.597938210829254e-10,-7.137437594648578e-11,-5.633240683250465e-11,-7.114556405521209e-10,-2.2595182003171587e-11,-3.740493043671224e-10,-4.9837302166894e-10,-2.1313502953794706e-10,-2.1291834460596972e-10,-5.943478032872645e-10,-3.59214000075693e-10,-1.2259236837309223e-10,-7.947981425121035e-10,-3.123111774368228e-10,-1.454854258807995e-10,-2.1902941081335633e-10,-7.683133860450755e-10,-4.941108550848716e-10,-1.0887056433864592e-10,-1.4376446827609872e-10,-1.5700785106700782e-10,-1.7915047785781344e-10,-1.6805401608404113e-10,-2.978754677636073e-10,-1.865238138200017e-10,-1.385325532169471e-10,-7.773786682839366e-10,4.079571247287874e-11,6.926886461312656e-11,-1.4452605681181032e-10,-7.03743347843147e-12,6.46200849103897e-11,-6.302536339868408e-11,2.4281872496229146e-11,-2.6811818940786543e-11,2.1191723517642554e-12,4.899876024237689e-11,-5.788600855044527e-10,-4.519436549641362e-11,-6.936722664264271e-11,6.684505624927131e-12,-3.7595502128489e-12,-1.0532275031673377e-10,-8.159040243202744e-11,-3.9941845232713454e-11
-0.3281241095999998,-1.1071792952333718e-09,-2.5291383679706983e-09,-1.0553742738969634e-10,-1.0660167994445668e-10,-2.916862291353938e-09,-4.198152920562464e-11,-6.17675208748061e-11,-1.8875890024767e-11,-7.752325915771466e-11,-6.594104137618832e-11,-6.974878754960874e-11,-6.603983499726949e-11,-1.3382762660956616e-11,-2.2458394587570761e-10,-2.16052363049401e-10,-6.256886414880944e-10,-7.948912421737557e-11,-5.4177732967685734e-11,-7.863710327408129e-10,-2.1353717974121845e-11,-3.0648759609882567e-10,-4.34017405841426e-10,-2.019623426270738e-10,-1.9757409986315732e-10,-6.034603077406602e-10,-3.1515632914834576e-10,-1.2260707681130575e-10,-9.054807579743635e-10,-2.921097649697731e-10,-1.3400637079085652e-10,-2.449822721728534e-10,-7.705787728118584e-10,-4.845982272977083e-10,-1.1626899465517325e-10,-1.3027823013636206e-10,-1.3667004940321997e-10,-1.7144158160863684e-10,-1.7360100023476615e-10,-2.8162465770693016e-10,-1.6876991445740985e-10,-7.472243350152643e-11,-7.189354259786645e-10,4.946616531796695e-11,6.64834470697055e-11,-1.231076620159492e-10,6.362388669151493e-12,6.327382961808939e-11,-4.659955148477237e-11,2.1301030936393027e-11,-4.367508926117399e-11,3.036411578166353e-11,5.279396075892743e-11,-4.199053592183336e-10,-9.766193633786356e-12,-2.0676512123791762e-11,1.397762142025312e-11,-1.9603961202999998e-11,-8.041267110121513e-11,-7.055618117583209e-11,-1.7160580431616353e-11
-0.3181241095999998,-9.176746946171706e-10,-2.2819421494125297e-09,-9.805432816865126e-11,-9.859647781308354e-11,-3.747113269806839e-09,-3.4583024274394633e-11,-5.6485112414794306e-11,-2.008901251644719e-11,-7.36793597879349e-11,-6.360043403448105e-11,-8.823339379788294e-11,-7.255144824382183e-11,-1.4027750076395656e-11,-2.2534757465959468e-10,-2.1714152690273707e-10,-6.483483013190411e-10,-8.107202865656181e-11,-5.2486398879756024e-11,-6.239879260096364e-10,-1.965417404419509e-11,-2.733928937225549e-10,-3.7653665096237655e-10,-1.9234833015592338e-10,-1.906552508756647e-10,-5.688389425243387e-10,-2.863125040493357e-10,-1.196290138109092e-10,-1.204962264126353e-09,-2.7736808485095456e-10,-1.3025535831092253e-10,-2.0917183650349415e-10,-4.967381153380564e-10,-4.3656083677778204e-10,-1.1557162335558732e-10,-1.2363295093135367e-10,-1.2393153057697647e-10,-1.581488055270641e-10,-1.7693486093687013e-10,-2.7006945453084987e-10,-1.624244134080097e-10,-8.651139488393165e-11,-6.845808277179728e-10,5.630574919288356e-11,5.5673149274926804e-11,-1.275448535098045e-10,2.104054239909661e-11,7.234094524307729e-11,-5.068329695092028e-11,3.072796155959014e-11,-3.0804630776633916e-11,4.665656678940256e-11,4.456356326102128e-11,-2.6696267395366083e-10,2.023598038242577e-11,1.2403097536574528e-11,2.0700216330661707e-11,-5.326213716909201e-11,-6.547987437232725e-11,-6.584162639917103e-11,-1.654411877796837e-11
-0.3081241095999998,-8.506875917255328e-10,-2.1851802165351193e-09,-9.390847368327782e-11,-8.764666396563723e-11,-3.673168877219669e-09,-3.0816513245911393e-11,-5.890562655505987e-11,-2.1685352591493246e-11,-7.020894591084717e-11,-7.478425802760476e-11,-7.741060609350142e-11,-6.246645741221681e-11,-1.508175923003194e-11,-2.366954936499073e-10,-2.2824899502934685e-10,-5.102338405512763e-10,-8.462404985526847e-11,-4.6844506559477967e-11,-6.693295474117823e-10,-1.7859017888325902e-11,-2.803708619361553e-10,-3.786858476545466e-10,-1.873045130598612e-10,-1.809998734478128e-10,-5.438169165725552e-10,-2.7134483858984205e-10,-1.183685284755618e-10,-1.256268708823492e-09,-2.727726370688972e-10,-1.1768198115127394e-10,-2.169983104178058e-10,-3.6912118790967963e-10,-3.450582298190236e-10,-1.0946349456706145e-10,-1.2373420872039314e-10,-1.2001958862031177e-10,-1.4113483575133496e-10,-1.8000587762990266e-10,-2.549111179239965e-10,-1.640501881784622e-10,-1.2604067602772835e-10,-6.873487010597787e-10,5.792242863261708e-11,3.695118144542502e-11,-1.1917854631534567e-10,2.186868558232391e-11,7.782582307513791e-11,-6.64067813394447e-11,4.766599663116634e-11,-3.707736656218266e-11,4.204437439077927e-11,3.685983023503146e-11,-3.110958917449098e-10,3.6072282411220185e-11,2.7372537422060076e-11,2.058274081683038e-11,-5.4014615766966644e-11,-6.976320740240111e-11,-6.88613301748716e-11,-1.8176529369966008e-11
