V,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,I_13,I_14,I_15,I_16,I_17,I_18,I_19,I_20,I_21,I_22,I_23,I_24,I_25,I_26,I_27,I_28,I_29,I_30,I_31,I_32,I_33,I_34,I_35,I_36,I_37,I_38,I_39,I_40,I_41,I_42,I_43,I_44,I_45,I_46,I_47,I_48,I_49,I_50,I_51,I_52,I_53,I_54,I_55,I_56,I_57,I_58,I_59
-0.11812410959999964,-8.718275620395106e-11,-8.043307621715577e-10,-2.132572393061931e-11,-3.898448018457219e-11,-5.5087179328731774e-11,-2.404769188632567e-11,-1.240867395826121e-10,-1.3745177467425473e-11,-1.578369808976556e-11,-3.683486144431234e-11,-1.9702332630522793e-11,-2.4704006489546885e-11,-1.2609785273780618e-11,-3.590092527987805e-11,-4.399272185142605e-11,-2.050305413639079e-10,-1.8786650062201493e-11,-2.0019512419100126e-11,-7.10252119086249e-11,-1.2768502419146249e-11,-1.9218607129222952e-10,-1.725241158890504e-10,-1.1358642161954639e-10,-1.2541513913833713e-10,-2.5087960834524864e-10,-1.261840103673416e-10,-1.0018619973595461e-10,-2.357834538938317e-10,-1.0876934518028186e-10,-9.550021343399129e-11,-1.4310731027961793e-10,-1.1841583262386426e-10,-1.4252349169095508e-10,-1.0162942475492679e-10,-9.381893596062618e-11,-9.186358558028093e-11,-1.0156236891787032e-10,-1.280030187995203e-10,-1.3069764056531103e-10,-1.2609858642570481e-10,7.680681688395107e-11,-1.6314764228572454e-10,9.350593425058983e-11,6.369637527520732e-11,4.193063940876565e-11,8.332453161716512e-11,1.0370329870250801e-10,9.222409581094857e-11,8.600996467863853e-11,9.589610887499888e-11,8.921955840310084e-11,9.65502581798255e-11,1.736778607291397e-12,8.443678333641123e-11,8.766029543328966e-11,9.295649338379344e-11,8.533473958438381e-11,2.3864243809445345e-11,2.4045209509530773e-11,7.139899227930104e-11
-0.10812410959999963,-1.12304669e-10,-6.103260505248787e-10,-1.815739915319586e-11,-3.7722453332378994e-11,-4.38784925855829e-11,-2.1923148105108065e-11,-1.0112163975453639e-10,-1.2361102106097471e-11,-1.3996890284790525e-11,-3.601016832702725e-11,-1.6968600207677997e-11,-2.1923947171747686e-11,-1.174570458352552e-11,-3.361323416035077e-11,-3.9087033442689064e-11,-1.8300253661456162e-10,-1.6027438378377085e-11,-1.8003309683360693e-11,-5.7048233331405286e-11,-1.3465626256347419e-11,-2.0083739113012895e-10,-1.6522427814035389e-10,-1.1783804973362613e-10,-1.2535522882246897e-10,-2.2424572989501721e-10,-1.3118246965270077e-10,-1.0541642423820732e-10,-1.7471028209438167e-10,-1.1131717379442271e-10,-9.748129757979094e-11,-1.471930978210493e-10,-1.1817748113713865e-10,-1.4130906773297664e-10,-1.0574632273109515e-10,-9.757241523677445e-11,-9.436041390845307e-11,-1.0534643694499383e-10,-1.2554069568258058e-10,-1.3701754387670205e-10,-1.2931023796564133e-10,7.133807028866963e-11,-1.1273853733726859e-10,8.95181193890106e-11,6.386206824416617e-11,4.8217308142492316e-11,8.690325888665536e-11,1.0118358230653112e-10,8.856917630100414e-11,9.404306470616613e-11,9.90542250503273e-11,8.19404461890992e-11,9.136664439110275e-11,1.1864173015789684e-11,7.850481728419841e-11,8.656929332476791e-11,9.118270557674684e-11,8.696919803576692e-11,3.3559121379592803e-11,2.5717125456721388e-11,6.997159019603144e-11
-0.09812410959999962,-1.1874941792485707e-10,-5.801026146302572e-10,-1.733133913702458e-11,-3.4089707280307063e-11,-4.661822543936731e-11,-1.796174590472502e-11,-1.1030493484973673e-10,-1.190275495709899e-11,-1.4109000168057303e-11,-3.6963298304911755e-11,-1.7209664030263464e-11,-2.1011913642505296e-11,-1.2481238733270194e-11,-2.863280425768625e-11,-3.9270087813156084e-11,-1.4760212219923057e-10,-1.543485765057537e-11,-1.778447796227588e-11,-4.3311530891479366e-11,-1.260023330890738e-11,-1.93832904985123e-10,-1.5863884476277024e-10,-1.2268111220058818e-10,-1.2535805975066443e-10,-2.016998941166646e-10,-1.3118542148898803e-10,-1.027291825615608e-10,-1.3466426408453285e-10,-1.0592108962643185e-10,-1.0063353351436174e-10,-1.2373479132027777e-10,-1.1264772601574055e-10,-1.2392063410985363e-10,-9.888143581965722e-11,-1.0343902514323924e-10,-9.938933137447327e-11,-1.0717697048516068e-10,-1.174053290705993e-10,-1.3703787892623123e-10,-1.2367114257678642e-10,6.7386281734798e-11,-6.125984277163659e-11,8.536978677515407e-11,6.783229931044887e-11,6.617071500875276e-11,8.191902184948251e-11,9.58625095485367e-11,8.814732787076162e-11,9.166284680593025e-11,9.556293061542056e-11,7.71119216795546e-11,8.783270972599347e-11,1.7495865915628627e-11,7.700498043464659e-11,8.550679701169529e-11,8.82966481405321e-11,8.708440611783106e-11,3.8105965383591227e-11,4.407939484109095e-11,6.878612694633154e-11
-0.08812410959999961,-1.0102678653001459e-10,-6.398615463906303e-10,-1.7282169751083272e-11,-3.05908976051705e-11,-5.105812285366946e-11,-1.647040209040516e-11,-9.927103076618268e-11,-1.220701263e-11,-1.5570121588226683e-11,-2.5745196962235222e-11,-1.7297344509143386e-11,-2.0718523112122284e-11,-1.2606876616926654e-11,-2.593999488781161e-11,-3.5391918622180495e-11,-1.0492362975364327e-10,-1.41418990890833e-11,-1.796571522745011e-11,-3.1002986950993415e-11,-1.257935114376337e-11,-1.726676930765524e-10,-1.5644806946952188e-10,-1.2382815476398415e-10,-1.2473453854702631e-10,-1.9273406997998973e-10,-1.2449355725401034e-10,-9.226987916380863e-11,-1.1939090684390675e-10,-9.415444901761802e-11,-1.0588983084662523e-10,-1.0141763149851678e-10,-1.0417812070151234e-10,-1.1460053656788086e-10,-9.197185001835844e-11,-1.0817462761117296e-10,-1.0444326175823175e-10,-1.0078867121987584e-10,-1.1536564245716786e-10,-1.3180587714356565e-10,-1.1146255183115187e-10,6.937870484055937e-11,-4.841603589224319e-11,8.501277651751482e-11,7.792922802085325e-11,7.505713860469065e-11,7.654729598661997e-11,9.304953204781674e-11,8.905003692322291e-11,8.803438489652393e-11,9.21937286688135e-11,7.568655496988393e-11,8.77319099427193e-11,1.9234696949604488e-11,8.184551190112883e-11,9.004447879185396e-11,8.841729461356144e-11,8.644863815381753e-11,4.134221815163319e-11,5.9317776481053e-11,6.965015567318173e-11
-0.0781241095999996,-1.0314890625030765e-10,-6.398968164841807e-10,-1.577918598207856e-11,-2.733243210278617e-11,-4.7016183396139015e-11,-1.5357258902423116e-11,-8.038289119769631e-11,-1.2583910532570678e-11,-1.4558458389594e-11,-2.7945505884703603e-11,-1.6569434073493948e-11,-1.8859832491482615e-11,-1.1318227164279931e-11,-2.4512605739877188e-11,-3.084940152990492e-11,-8.085166958500344e-11,-1.4046595278929169e-11,-1.7134756460233685e-11,-2.8160896438463488e-11,-1.235050580011087e-11,-1.602790022035937e-10,-1.5153952534028138e-10,-1.248521703073077e-10,-1.174041483267606e-10,-1.7830458404277786e-10,-1.218903729715398e-10,-9.169346730387284e-11,-1.1006836699656126e-10,-9.271124858636217e-11,-1.0282644080699876e-10,-9.324983401515036e-11,-1.1394333254011477e-10,-1.1022898154638928e-10,-9.20958478960235e-11,-9.495400461246158e-11,-1.0288205050237807e-10,-9.198938385880428e-11,-1.1550849683930878e-10,-1.3174968284396953e-10,-1.0804085831517886e-10,7.78842153043025e-11,-4.11468264636566e-11,9.303224911319535e-11,8.788211575107083e-11,7.489021248465739e-11,7.545023217002475e-11,9.059547040262992e-11,8.879138088758933e-11,8.636492171443331e-11,9.044476312904031e-11,8.027621698448031e-11,1.075418745504681e-10,3.2073382835065866e-11,9.650891410530793e-11,1.0169596350095746e-10,9.456108253304226e-11,9.308151259349886e-11,4.1135628356900106e-11,6.640771549915203e-11,7.870717683841175e-11
-0.0681241095999996,-8.911193337297702e-11,-5.428579617349305e-10,-1.6188773886604835e-11,-2.5161630090863058e-11,-4.202277771869035e-11,-1.612907094351373e-11,-6.196058520787422e-11,-1.3452279294915403e-11,-1.572953178501417e-11,-2.8063807912604697e-11,-1.538847866864209e-11,-1.867006008963342e-11,-1.1506901230042535e-11,-2.3704461355766106e-11,-2.7789392076938796e-11,-6.749871288769967e-11,-1.5542872042460343e-11,-1.6479893907541833e-11,-3.4791055573380454e-11,-1.2613682393628798e-11,-1.494112635974747e-10,-1.4391095475463167e-10,-1.1952599152584424e-10,-1.0474100009404943e-10,-1.6199862516593784e-10,-1.1491686609178921e-10,-9.609971649547527e-11,-1.088865754722212e-10,-9.608151087078964e-11,-9.300396838374302e-11,-9.653627379150369e-11,-1.0609092220013758e-10,-1.1217031221854052e-10,-9.320211620354301e-11,-8.933107117231146e-11,-9.268784376723206e-11,-9.25963859353594e-11,-1.1391901644477045e-10,-1.1241233711816067e-10,-1.077434285197259e-10,8.651677298848276e-11,-1.3109982140100246e-11,1.0276962733305905e-10,8.505685408189835e-11,7.380070990904738e-11,7.435036878838218e-11,8.897364529019787e-11,9.31157642357642e-11,8.520204089845866e-11,8.638908004930313e-11,8.789466354546916e-11,1.0577692768494114e-10,5.904712380305999e-11,1.0115202490728993e-10,1.0416903327241156e-10,1.0228113380829761e-10,1.0123984694271348e-10,5.106634587848802e-11,6.012459266111258e-11,8.867211199721754e-11
-0.058124109599999585,-5.932755257639249e-11,-4.437511454156714e-10,-1.561280814308273e-11,-2.7769269391372907e-11,-4.266024085113979e-11,-1.508178100722575e-11,-3.4915781979511656e-11,-1.2884481183929621e-11,-1.5509010007577408e-11,-2.0911391765469815e-11,-1.488048885897169e-11,-1.6564905190956156e-11,-1.1163298948474315e-11,-2.1905579467904545e-11,-2.619584853638793e-11,-5.23743812040627e-11,-1.4733876446717192e-11,-1.549061062295567e-11,-2.168250553080828e-11,-1.2188672062912497e-11,-1.2033786665678858e-10,-1.2306984145589067e-10,-1.0714129868953757e-10,-1.0009150458692814e-10,-1.51776575831527e-10,-1.0285043840481535e-10,-1.0036910875498183e-10,-1.1914301348631814e-10,-9.82175768153447e-11,-9.127341371316564e-11,-9.780261407223754e-11,-1.0804473977550956e-10,-1.1711404632041163e-10,-9.797538108897797e-11,-9.199815079044376e-11,-9.044181664589355e-11,-9.52483190732448e-11,-1.1327507370198857e-10,-1.1041571206560595e-10,-1.0960689001414835e-10,8.697181136568021e-11,2.3191739967598394e-12,1.0068974474324604e-10,8.225700036331995e-11,7.29916463176838e-11,8.135358951757224e-11,1.0378147773147432e-10,1.032973535770728e-10,8.517568796353543e-11,8.87334478441173e-11,9.81402008176576e-11,9.940215981632295e-11,7.604922720508857e-11,9.772800178113286e-11,9.769578397296134e-11,9.974004393859044e-11,1.0021187621262049e-10,6.605216260302479e-11,6.172943941543404e-11,8.909913939108625e-11
-0.048124109599999576,-3.7378274116110454e-11,-3.6694311461571913e-10,-1.458205007266467e-11,-2.510357844228243e-11,-3.935678491218165e-11,-1.418683417787892e-11,-2.8687418394024014e-11,-1.216041512814916e-11,-1.4253202992776854e-11,-1.9042816229059197e-11,-1.4378456458020268e-11,-1.6601582419685126e-11,-1.1760712063675427e-11,-2.0404061219602055e-11,-2.494083153790329e-11,-5.296408765362746e-11,-1.4484367888761969e-11,-1.6134597269854354e-11,-1.7470545496417116e-11,-1.171411455938719e-11,-1.098879298898709e-10,-1.191704443618053e-10,-1.0338761530116743e-10,-1.0092312494810337e-10,-1.4047286152133063e-10,-1.0188914980979448e-10,-1.0522429644433729e-10,-1.2500067395751122e-10,-1.033841465436974e-10,-9.333107390852418e-11,-1.0075586124113632e-10,-1.0723715217523227e-10,-1.1790181467967697e-10,-1.0364670669404249e-10,-9.521781478190727e-11,-9.27185900537492e-11,-1.0002399056341492e-10,-1.1824413357119939e-10,-1.0926265477184979e-10,-1.116943174e-10,8.344352255425187e-11,3.5212579577193903e-12,9.62044006904901e-11,8.197543755288572e-11,7.543925792683255e-11,9.264446067004297e-11,1.0815379620058246e-10,9.990387361704302e-11,1.000494121680212e-10,1.0019369277762376e-10,9.334416046598401e-11,9.662046291497842e-11,8.01680364063053e-11,9.489767517065663e-11,9.303291597290681e-11,9.573233708914598e-11,9.553841759794145e-11,6.75734490741543e-11,6.315688608987483e-11,8.675159353716966e-11
-0.03812410959999957,-3.435072586055059e-11,-2.579299883862077e-10,-1.3659527753703436e-11,-2.1679774569959772e-11,-3.1609661502783227e-11,-1.3630588259328422e-11,-2.5448932290823272e-11,-1.229383111717433e-11,-1.3310223717863206e-11,-1.763933919614086e-11,-1.3603086787311683e-11,-1.4724886822901014e-11,-1.1247357035833481e-11,-1.9720205135630323e-11,-2.3583835075852257e-11,-5.202599973518164e-11,-1.4343095084934699e-11,-1.4805873125721072e-11,-1.9396948059692327e-11,-1.3516268303712493e-11,-1.0897513724874784e-10,-1.1493355024335087e-10,-1.023804477330231e-10,-1.0259865702508404e-10,-1.3021732150308328e-10,-1.0108652884032229e-10,-1.0798053383360643e-10,-1.1892145088969296e-10,-1.0333131469531555e-10,-9.644158348179028e-11,-1.0207085923774386e-10,-1.0869082589301004e-10,-1.0818615556243551e-10,-1.0918859064544641e-10,-9.887657873024775e-11,-9.519616767986061e-11,-1.0221902341562657e-10,-1.1133837313696172e-10,-1.0586990746184293e-10,-1.1365820092129417e-10,8.140724940570977e-11,2.0402853195342215e-11,9.343881071355933e-11,8.353106824269507e-11,8.550338174970572e-11,9.1856342824952e-11,1.0267984061267093e-10,9.560588506814622e-11,1.040896797528376e-10,1.0230401597685049e-10,9.029998946938841e-11,9.31658615034761e-11,8.225400669549697e-11,9.188098806740448e-11,8.997662125758079e-11,9.340990030483803e-11,9.233416160171092e-11,6.84462121735992e-11,6.611299955403522e-11,8.378923972166416e-11
-0.02812410959999956,-3.0883797375045514e-11,-1.9467520931508386e-10,-1.2720844088961629e-11,-1.8554776525772367e-11,-2.8217674998607793e-11,-1.2460449250403458e-11,-1.8493857131084597e-11,-1.1539783303377749e-11,-1.1969024705969626e-11,-1.5533341548956077e-11,-1.4335874353601816e-11,-1.3992161422641646e-11,-1.1916163816629052e-11,-1.7379841525482748e-11,-2.264314930397441e-11,-4.9346101964085816e-11,-1.3401990505320667e-11,-1.3835959979867012e-11,-1.7616526653018443e-11,-1.3455094509678876e-11,-1.0787965867706083e-10,-1.1445628424882128e-10,-1.0495318067925485e-10,-1.0567856364266671e-10,-1.2463855312878893e-10,-1.0361188503459894e-10,-1.0587314019252166e-10,-1.0514132639827351e-10,-8.93341455659345e-11,-1.0126153450732227e-10,-1.0207504120937972e-10,-1.0513484436921457e-10,-9.431154706007671e-11,-9.869373423219368e-11,-1.0359026309852202e-10,-9.942615320430429e-11,-1.0254640131397988e-10,-9.74377357285449e-11,-1.0856935834279524e-10,-1.0691490743850275e-10,8.214197739539176e-11,3.7158490108576346e-11,9.040745165263919e-11,9.093482056148319e-11,9.567218712098524e-11,8.917825869740161e-11,9.714118591886167e-11,9.149140233992312e-11,9.869404761073982e-11,9.51782658574541e-11,8.544969997148616e-11,9.118634618712315e-11,8.410641019864328e-11,9.033817271937097e-11,8.826208909115301e-11,9.216922744001132e-11,9.008219539252121e-11,6.839655010835615e-11,7.533974089658917e-11,8.22364243643405e-11
-0.01812410959999955,-2.678245454480818e-11,-1.4017555262041122e-10,-1.3472818377592696e-11,-1.6803000395811535e-11,-1.8727550142429144e-11,-1.249161215319479e-11,-1.645561483818961e-11,-1.2885296437475213e-11,-1.2471787018002894e-11,-1.525877045e-11,-1.3947305455867332e-11,-1.3989233549082671e-11,-1.2885296437475213e-11,-1.5696055103634188e-11,-2.3304749421327593e-11,-4.3345197398273465e-11,-1.3581903138678329e-11,-1.270527494744881e-11,-1.5673782113288012e-11,-1.1205981277185135e-11,-1.1087422673012239e-10,-1.1244728398249054e-10,-1.072310233017538e-10,-1.0950142154322384e-10,-1.2123876844487614e-10,-1.073217851912236e-10,-9.005106015486975e-11,-9.852137089175073e-11,-8.850095802e-11,-1.0158314240796423e-10,-8.886788068330387e-11,-9.015477572848519e-11,-9.043580504105871e-11,-8.956500456440724e-11,-1.1081613568817465e-10,-1.0480936530639921e-10,-8.94652643591036e-11,-9.441213823917681e-11,-1.1102208884532876e-10,-9.264300681548354e-11,8.392894497028287e-11,5.7711559834166135e-11,9.02641177175371e-11,1.0153053862643835e-10,9.621230049228358e-11,8.760303970035196e-11,9.182311223419378e-11,8.935877802956369e-11,9.360635906652658e-11,9.254179645486343e-11,8.587646607794574e-11,8.869189353094859e-11,8.444345750367665e-11,9.109613911031948e-11,9.244011788051429e-11,9.21265684768082e-11,9.39934997033712e-11,7.219907670607031e-11,9.015213855884439e-11,8.852549478848696e-11
-0.00812410959999954,-1.5649841647920367e-11,-1.1772917828387155e-10,-1.2356765389905422e-11,-1.4501570235250631e-11,-1.4342600100929219e-11,-1.2205568473123834e-11,-1.3577216707729688e-11,-1.2968561113032023e-11,-1.2382651499810415e-11,-1.0986013418750425e-11,-1.3021777490142296e-11,-1.3223420984587657e-11,-1.261150674298154e-11,-1.3804879596200379e-11,-1.9989280115346108e-11,-3.383817879126402e-11,-1.2407093449513797e-11,-1.172486019687936e-11,-1.6022831775439198e-11,-1.1518790007356076e-11,-9.713874774691113e-11,-1.1199958815322047e-10,-1.039474236922037e-10,-1.0684343938308412e-10,-1.117478055198834e-10,-1.0478518635682237e-10,-9.027731962426248e-11,-9.694528386447056e-11,-8.93021947786093e-11,-9.381810037472752e-11,-8.926014288423215e-11,-8.951294700221863e-11,-9.176009724796513e-11,-9.061265419276347e-11,-9.497601952567932e-11,-1.0638662070466919e-10,-8.997504843162942e-11,-9.641108639029662e-11,-9.31497369933936e-11,-9.264687673005368e-11,9.037726346265173e-11,7.703241074026436e-11,9.464403264773662e-11,9.737088331337533e-11,9.351232269370587e-11,8.524316726959922e-11,9.080650534852181e-11,9.085662105582098e-11,8.979212682376851e-11,9.061852292962742e-11,9.131772227389554e-11,1.032220131537712e-10,8.462706582004667e-11,1.0118354034597888e-10,9.933558274276143e-11,1.014731065467466e-10,1.0237208985532578e-10,8.216525162774568e-11,8.760971800595409e-11,9.901918707760403e-11
0.0018758904000004684,-1.38916113221805e-11,-5.82297131776916e-11,-1.2137542675737404e-11,-1.1174562630457316e-11,-1.343064035080374e-11,-1.308447871443804e-11,-1.337265739332561e-11,-1.36062154101263e-11,-1.2487025890030306e-11,-1.101667247990474e-11,-1.2435837331728885e-11,-1.2759864354225801e-11,-1.234056989221902e-11,-1.2849407843978213e-11,-1.560295318980621e-11,-2.1524890055782135e-11,-1.1730218332219019e-11,-1.1272975336447252e-11,-1.0128731294737486e-11,-1.076911364197958e-11,-8.862302327469644e-11,-1.0640048904540961e-10,-9.333247857523342e-11,-9.39852327093987e-11,-9.416286885208983e-11,-9.343399219012702e-11,-9.298686320544977e-11,-9.649728718903535e-11,-9.367045308039519e-11,-8.811960655015606e-11,-9.101850119170971e-11,-9.251072738423913e-11,-9.560517858684779e-11,-9.344463935735641e-11,-8.920650621295141e-11,-9.315129219617859e-11,-9.205612954642066e-11,-9.843218394432269e-11,-8.954768803117736e-11,-9.398249325757376e-11,9.830199797624587e-11,8.867822501289754e-11,1.0127226914892959e-10,9.34827815687729e-11,9.032604673365397e-11,9.486416005224281e-11,8.821678342653425e-11,1.0415171744790112e-10,8.73596792377491e-11,8.63953346533464e-11,1.0112797755090072e-10,9.962755742320003e-11,9.225976237363115e-11,1.0096227482205487e-10,1.0083062696543689e-10,1.0196546223529706e-10,1.040776106012478e-10,9.492956993107636e-11,8.64535787749457e-11,1.0237094047414433e-10
0.011875890400000477,-8.350052608450639e-12,9.990006110206468e-12,-1.1830281304660053e-11,-1.0858138644963856e-11,-9.482250113820005e-12,-1.3095740351485226e-11,-1.0296572558125414e-11,-1.2698841763831147e-11,-1.2797788174259957e-11,-9.527898682323545e-12,-1.076813378455465e-11,-1.2768608256678102e-11,-1.2326300031140446e-11,-1.2123220835245601e-11,-1.0921085325389365e-11,-8.646531376737366e-12,-1.1894555166076058e-11,-9.974104800309963e-12,-7.599100267589452e-12,-1.1452610764495799e-11,-8.518840339725717e-11,-8.638414825480621e-11,-8.805505635061098e-11,-8.971146108661016e-11,-8.194816481051714e-11,-8.859087643834412e-11,-9.743649612991957e-11,-9.641574248282089e-11,-9.863886874372407e-11,-9.040132858095252e-11,-9.468618180307985e-11,-9.683221013166945e-11,-9.833981182735362e-11,-9.773656662392608e-11,-9.137105959574184e-11,-8.83911820227669e-11,-9.475106633476578e-11,-1.0101485275978561e-10,-8.798713767535374e-11,-9.612714377227088e-11,1.0004770125475402e-10,9.364981450836802e-11,1.0089729792430924e-10,9.241111401177705e-11,9.091798585456774e-11,1.098912277944862e-10,1.0150321287436782e-10,1.0303784913884142e-10,8.889458699479229e-11,9.826457299134612e-11,1.0059210091084487e-10,9.760128337032314e-11,1.0158653871831286e-10,9.860236593626237e-11,9.746599678842784e-11,9.840095793794535e-11,9.908494662009466e-11,9.947205315418231e-11,8.921498099653314e-11,9.902632573910067e-11
0.021875890400000486,1.2204282045463293e-12,9.333471003455691e-11,-1.027060370098068e-11,-1.1006123251050042e-11,-8.064217498691522e-12,-1.0392703369266215e-11,-8.530045511331839e-12,-1.0308682705941648e-11,-1.1680534958584226e-11,-7.592770308542568e-12,-1.0330163063419451e-11,-1.0665827259727174e-11,-1.1630151916792713e-11,-9.226971445563929e-12,-7.312001129341261e-12,-3.3600860495684236e-12,-1.1003054932258939e-11,-1.0952671887474703e-11,-2.0592994451768254e-12,-1.1558582068596465e-11,-8.347320507396295e-11,-8.175649397508404e-11,-8.565976191792314e-11,-9.136334092765612e-11,-7.47285517598913e-11,-8.68591314610534e-11,-1.0314583739266763e-10,-9.572266395892316e-11,-1.0483962549738315e-10,-9.344456293753036e-11,-1.0068913024739728e-10,-1.0021202016942992e-10,-1.02211820316051e-10,-1.0400058117529791e-10,-9.722844061549407e-11,-9.273094810684611e-11,-9.906569277476309e-11,-9.817215908822827e-11,-8.949927067251514e-11,-9.950388480544295e-11,1.0105829942348365e-10,1.0228555877540681e-10,9.946613658931994e-11,9.332883657159719e-11,9.1826898101712e-11,1.0595269665581443e-10,1.0277589853804692e-10,9.809919653177453e-11,1.0102959030690069e-10,1.0936345037268834e-10,9.833559193189655e-11,9.463331499351527e-11,1.018216343676793e-10,9.465364181241875e-11,9.54713260966927e-11,9.478141763156977e-11,9.655319449329915e-11,1.0146952723047534e-10,9.337157924516134e-11,9.835064095270068e-11
0.031875890400000495,7.153070344143106e-12,1.629427556964615e-10,-1.0270532348189598e-11,-5.746222648288477e-12,-4.041113879688071e-12,-1.0236245044317535e-11,-8.15447194869821e-12,-1.145694817033943e-11,-1.1782608572931904e-11,-9.50690709300896e-12,-9.293551135245524e-12,-1.0595500076493564e-11,-1.1942097804254215e-11,-8.44730669538306e-12,-4.532816611887094e-12,1.5268753165271334e-12,-1.0013446554023764e-11,-1.0797798323919549e-11,1.8190844888082577e-11,-1.1868257840691759e-11,-8.633988750116075e-11,-7.879498359011935e-11,-8.456725187192131e-11,-9.412600595342e-11,-6.827343768190129e-11,-8.61281263770616e-11,-1.0473163936679329e-10,-8.561207895924935e-11,-1.066354480285731e-10,-9.765839708273821e-11,-1.0529914883910224e-10,-1.0429666108011666e-10,-8.991665366303209e-11,-1.0119697881794886e-10,-1.009345890360659e-10,-9.597157161889731e-11,-1.0284112163996265e-10,-8.840140588871617e-11,-9.09790483880452e-11,-9.554703607158693e-11,1.0762521794526768e-10,1.1108042380580519e-10,9.612968151668422e-11,1.0353326859464615e-10,1.0020033351222702e-10,1.017823348310763e-10,1.0144767298350049e-10,9.606204468973457e-11,1.0488293180291511e-10,1.0515747762314386e-10,9.523935869006378e-11,9.381092168808167e-11,1.0090940589849602e-10,9.228814756644022e-11,9.317018658573943e-11,9.25164040557024e-11,9.37317444609808e-11,1.0083991040342e-10,9.751635703849567e-11,9.725420466513288e-11
0.041875890400000504,1.550249332431026e-11,2.5576451628335186e-10,-9.362545665443719e-12,-5.187856678760224e-12,-2.0019951678519985e-12,-9.608820453012424e-12,-7.98949601185306e-12,-1.0522073070094882e-11,-1.069758162782626e-11,-6.844877558085413e-12,-9.520606930434021e-12,-9.024508131409262e-12,-1.0975311562631641e-11,-6.5773571635760615e-12,-2.014288116357112e-12,1.0521189203751866e-11,-8.03962116087495e-12,-9.885142948572346e-12,4.4875465893440775e-11,-1.2289563185243531e-11,-9.131912424071566e-11,-7.658913472929214e-11,-8.477109232707486e-11,-9.599312332760335e-11,-6.083121974195043e-11,-8.458520952267891e-11,-8.751197553243425e-11,-7.706008172983329e-11,-8.640116765965608e-11,-1.009857265018632e-10,-1.0206588075126213e-10,-8.491489164022484e-11,-8.532085806630434e-11,-9.249197583045098e-11,-1.0499082701049494e-10,-1.0018279860800821e-10,-1.0020861707107135e-10,-8.141060866340146e-11,-9.218027938223239e-11,-8.38154556785593e-11,1.0672607791549585e-10,1.249296536716965e-10,9.346887927735699e-11,1.1633583379268204e-10,1.0705543389337523e-10,9.899176393719823e-11,9.745516802974766e-11,9.253703596761684e-11,9.93166574987757e-11,1.0089145637776785e-10,9.559308447190466e-11,9.296137870289719e-11,1.0121919139643124e-10,9.096995997527981e-11,9.31610601462031e-11,9.04725337486151e-11,9.221635506335781e-11,1.0127841273365476e-10,1.0830243627384339e-10,9.684396214431927e-11
0.05187589040000051,2.0190540796217128e-11,3.38250852919383e-10,-1.0171574152829838e-11,-2.449987261766707e-12,2.1558179967460323e-12,-1.0270737148492334e-11,-7.406655236897886e-12,-1.0595715333195189e-11,-1.0781925713479713e-11,-6.2500282999822605e-12,-1.056364634011091e-11,-9.552032628367795e-12,-1.1683708458259556e-11,-3.0383017709877753e-12,-1.0509076833344928e-13,1.9240857319615596e-11,-8.830276634512154e-12,-1.009384255017482e-11,6.055974727249294e-11,-1.11632041073427e-11,-7.384180676886541e-11,-7.755131591139392e-11,-8.742508050217611e-11,-9.633682350414885e-11,-5.021613907037059e-11,-7.862466876877295e-11,-8.946250088668098e-11,-7.258228525304005e-11,-8.910841595127471e-11,-1.018098767098476e-10,-8.674041527095813e-11,-8.503760597635016e-11,-8.059104991529589e-11,-9.01378180626196e-11,-9.351395342522638e-11,-1.0358873376928068e-10,-8.745743683487456e-11,-8.228290579831248e-11,-9.360842947819064e-11,-8.081969208425548e-11,1.0532281683120791e-10,1.4314043418743027e-10,9.626085645667904e-11,1.1330433013639785e-10,1.0658642205378251e-10,9.807893187300844e-11,9.407505781242566e-11,9.143971496690759e-11,9.57709594497097e-11,9.692992232843738e-11,9.953885850955357e-11,1.0749093781358719e-10,1.0469236147924142e-10,1.0640453796663668e-10,1.0198672502262228e-10,1.0611979156802341e-10,9.500981781043559e-11,1.0611958664296006e-10,1.2269585729673673e-10,1.0032287580271607e-10
