# Single Point Spectroscopy       
# 
# Sample                          MoO3
# Data set                        23/10/2024
# Creation Comment                
# Ramp start value                0.000e+000 V
# Ramp end value                  3.000e+000 V
# Raster time                     1.000e-001 seconds
# Varied-Z spectroscopy           No
# Automatic ramp reversal         Yes
# Channel name and data unit      I(V) [A]
# Sample position                 -8.400e+001, -3.150e+001 [nm]
# 
# 
# Ramp value [V]                              I(V)
# --------------             ---------------------
     0.0000e+000              2.1659431058087e-012
     2.0134e-002              4.2005475183503e-013
     4.0268e-002              4.6573296942652e-013
     6.0403e-002              4.7265102698457e-013
     8.0537e-002              5.1429447865005e-013
     1.0067e-001              5.4612890463014e-013
     1.2081e-001              5.9657883169576e-013
     1.4094e-001              6.3721973307598e-013
     1.6107e-001              7.4851663243206e-013
     1.8121e-001              7.1364077901688e-013
     2.0134e-001              7.4864252695486e-013
     2.2148e-001              7.8564169896808e-013
     2.4161e-001              9.2063133339649e-013
     2.6174e-001              8.8163320200897e-013
     2.8188e-001              9.2228945637977e-013
     3.0201e-001              1.0319589387337e-012
     3.2215e-001              1.2375861475493e-012
     3.4228e-001              1.5569989754949e-012
     3.6242e-001              1.6625538563719e-012
     3.8255e-001              1.5209179123188e-012
     4.0268e-001              1.8176743320566e-012
     4.2282e-001              2.1763754629119e-012
     4.4295e-001              2.1275974765211e-012
     4.6309e-001              2.5081244187934e-012
     4.8322e-001              2.2213965725063e-012
     5.0336e-001              2.2069601554582e-012
     5.2349e-001              2.4992903080102e-012
     5.4362e-001              2.4868344267477e-012
     5.6376e-001              2.6382916788787e-012
     5.8389e-001              3.0770832204249e-012
     6.0403e-001              3.6865155758392e-012
     6.2416e-001              4.1285834455765e-012
     6.4430e-001              4.5426812370641e-012
     6.6443e-001              5.1123063584871e-012
     6.8456e-001              5.1622097190879e-012
     7.0470e-001              6.2625831191719e-012
     7.2483e-001              6.7333119517351e-012
     7.4497e-001              6.8079996450389e-012
     7.6510e-001              6.4792491282188e-012
     7.8523e-001              6.6456801520683e-012
     8.0537e-001              7.1767139963543e-012
     8.2550e-001              6.5228193802028e-012
     8.4564e-001              6.7902776880054e-012
     8.6577e-001              6.7442463516305e-012
     8.8591e-001              7.7974768588211e-012
     9.0604e-001              8.1788589626690e-012
     9.2617e-001              1.1067762112780e-011
     9.4631e-001              8.2881123789781e-012
     9.6644e-001              8.4909146375259e-012
     9.8658e-001              9.1518056114874e-012
     1.0067e+000              9.7018050050442e-012
     1.0268e+000              1.0368860204726e-011
     1.0470e+000              1.0637047779581e-011
     1.0671e+000              1.0825037472812e-011
     1.0872e+000              1.1958445902740e-011
     1.1074e+000              1.2523333091268e-011
     1.1275e+000              1.3306089963305e-011
     1.1477e+000              1.4237285689524e-011
     1.1678e+000              1.5254700740275e-011
     1.1879e+000              1.5722950064859e-011
     1.2081e+000              1.5702482993109e-011
     1.2282e+000              2.0131303381389e-011
     1.2483e+000              2.4025762932323e-011
     1.2685e+000              2.1989721479862e-011
     1.2886e+000              2.0875194157757e-011
     1.3087e+000              2.6454438695432e-011
     1.3289e+000              2.7500507032514e-011
     1.3490e+000              3.0547874539660e-011
     1.3691e+000              3.0459422890296e-011
     1.3893e+000              3.1623981002824e-011
     1.4094e+000              3.5581108390732e-011
     1.4295e+000              3.6381364601439e-011
     1.4497e+000              3.5863637194094e-011
     1.4698e+000              3.9085703310519e-011
     1.4899e+000              4.1878255697610e-011
     1.5101e+000              3.2559822543994e-011
     1.5302e+000              3.3338619879758e-011
     1.5503e+000              3.7043063142705e-011
     1.5705e+000              3.7519173198469e-011
     1.5906e+000              3.8635962016087e-011
     1.6107e+000              4.1383932389114e-011
     1.6309e+000              4.3313939947391e-011
     1.6510e+000              4.4609936547625e-011
     1.6711e+000              4.8360421894040e-011
     1.6913e+000              5.6174326452788e-011
     1.7114e+000              5.4113522161812e-011
     1.7315e+000              5.9110004024019e-011
     1.7517e+000              5.7961451404177e-011
     1.7718e+000              6.5822580226668e-011
     1.7919e+000              8.3007833556387e-011
     1.8121e+000              8.1479675173708e-011
     1.8322e+000              9.0457466919295e-011
     1.8523e+000              9.6828445222602e-011
     1.8725e+000              1.0002460316741e-010
     1.8926e+000              9.3664778811768e-011
     1.9128e+000              8.0918612415134e-011
     1.9329e+000              8.2778323235416e-011
     1.9530e+000              9.2143956087990e-011
     1.9732e+000              1.1061915079846e-010
     1.9933e+000              1.0798936314106e-010
     2.0134e+000              1.1154373245633e-010
     2.0336e+000              1.1854771609680e-010
     2.0537e+000              1.2155189564142e-010
     2.0738e+000              1.1844051537533e-010
     2.0940e+000              1.2623492163603e-010
     2.1141e+000              1.3090983664572e-010
     2.1342e+000              1.3579706355631e-010
     2.1544e+000              1.4089204099433e-010
     2.1745e+000              1.4889483032566e-010
     2.1946e+000              1.5039007496712e-010
     2.2148e+000              1.5501085993789e-010
     2.2349e+000              1.5361057814910e-010
     2.2550e+000              1.5955189840496e-010
     2.2752e+000              1.6327771610140e-010
     2.2953e+000              1.6895214303951e-010
     2.3154e+000              1.8516427316102e-010
     2.3356e+000              1.7805534108281e-010
     2.3557e+000              1.8912179358549e-010
     2.3758e+000              1.9398333187224e-010
     2.3960e+000              2.0493549978360e-010
     2.4161e+000              1.7618436884393e-010
