# Single Point Spectroscopy       
# 
# Sample                          MoO3
# Data set                        23/10/2024
# Creation Comment                
# Ramp start value                0.000e+000 V
# Ramp end value                  3.000e+000 V
# Raster time                     1.000e-001 seconds
# Varied-Z spectroscopy           No
# Automatic ramp reversal         Yes
# Channel name and data unit      I(V) [A]
# Sample position                 -8.400e+001, -3.150e+001 [nm]
# Averaged curves                 20
# 
# 
# Ramp value [V]                              I(V)
# --------------             ---------------------
     0.0000e+000              1.8580235266157e-012
     2.0134e-002              3.8823414354647e-013
     4.0268e-002              3.9756262062653e-013
     6.0403e-002              3.9141067729871e-013
     8.0537e-002              4.0133485041351e-013
     1.0067e-001              4.1994881619998e-013
     1.2081e-001              4.0896068083758e-013
     1.4094e-001              4.3913698383438e-013
     1.6107e-001              4.4336980333894e-013
     1.8121e-001              4.5356418908805e-013
     2.0134e-001              5.0143327843616e-013
     2.2148e-001              5.2026679198801e-013
     2.4161e-001              5.4139404233342e-013
     2.6174e-001              5.8608506263022e-013
     2.8188e-001              6.6930748340073e-013
     3.0201e-001              6.7683351938599e-013
     3.2215e-001              7.0102983254954e-013
     3.4228e-001              7.7695190629640e-013
     3.6242e-001              7.7187774290772e-013
     3.8255e-001              7.6845556130610e-013
     4.0268e-001              8.3857727520957e-013
     4.2282e-001              8.5647425633568e-013
     4.4295e-001              9.3659230240970e-013
     4.6309e-001              9.4554156062228e-013
     4.8322e-001              1.0200373415437e-012
     5.0336e-001              1.1239095346524e-012
     5.2349e-001              1.2433250954304e-012
     5.4362e-001              1.4201132467292e-012
     5.6376e-001              1.6534357152628e-012
     5.8389e-001              1.4953137299185e-012
     6.0403e-001              1.7533852192768e-012
     6.2416e-001              1.7361806580261e-012
     6.4430e-001              1.7515536074999e-012
     6.6443e-001              1.9524259951310e-012
     6.8456e-001              2.1794982611971e-012
     7.0470e-001              2.2413984486417e-012
     7.2483e-001              2.5134273417418e-012
     7.4497e-001              2.5753920117469e-012
     7.6510e-001              2.7887494513225e-012
     7.8523e-001              3.1852281508137e-012
     8.0537e-001              3.2726910675840e-012
     8.2550e-001              3.1920233844470e-012
     8.4564e-001              3.7106520123395e-012
     8.6577e-001              4.0031464418907e-012
     8.8591e-001              4.4114285205444e-012
     9.0604e-001              4.9509187920451e-012
     9.2617e-001              4.7540566055551e-012
     9.4631e-001              5.0155948001877e-012
     9.6644e-001              5.6545478859009e-012
     9.8658e-001              5.8670854757792e-012
     1.0067e+000              7.4790865400485e-012
     1.0268e+000              9.2463508628150e-012
     1.0470e+000              1.0981820677377e-011
     1.0671e+000              1.1660039036514e-011
     1.0872e+000              1.0907346390642e-011
     1.1074e+000              1.1807880659362e-011
     1.1275e+000              1.3091998650779e-011
     1.1477e+000              1.3328241258122e-011
     1.1678e+000              1.4332649255249e-011
     1.1879e+000              1.4890355850081e-011
     1.2081e+000              1.6078038637029e-011
     1.2282e+000              1.6283748751994e-011
     1.2483e+000              1.7585663930098e-011
     1.2685e+000              1.3637415176646e-011
     1.2886e+000              1.3334158300694e-011
     1.3087e+000              1.4437221544729e-011
     1.3289e+000              1.5547942860468e-011
     1.3490e+000              1.5573870990970e-011
     1.3691e+000              1.8711776618900e-011
     1.3893e+000              2.0237338810871e-011
     1.4094e+000              2.1709101053231e-011
     1.4295e+000              3.4441004521609e-011
     1.4497e+000              3.6176165741060e-011
     1.4698e+000              3.4934375944689e-011
     1.4899e+000              3.4934233161876e-011
     1.5101e+000              3.6221134650487e-011
     1.5302e+000              3.8612163345380e-011
     1.5503e+000              3.9496716686198e-011
     1.5705e+000              4.0648089650411e-011
     1.5906e+000              4.3116482064867e-011
     1.6107e+000              4.5458299819034e-011
     1.6309e+000              4.5811470802680e-011
     1.6510e+000              4.4159521256906e-011
     1.6711e+000              4.9858853816347e-011
     1.6913e+000              5.3577128588512e-011
     1.7114e+000              5.1196255896892e-011
     1.7315e+000              5.9688576868355e-011
     1.7517e+000              6.6087081548484e-011
     1.7718e+000              6.4525496634701e-011
     1.7919e+000              6.5618480640416e-011
     1.8121e+000              6.5062730016586e-011
     1.8322e+000              6.8203053740534e-011
     1.8523e+000              7.5854483741106e-011
     1.8725e+000              7.1831690077163e-011
     1.8926e+000              8.2259346094637e-011
     1.9128e+000              8.1761070926364e-011
     1.9329e+000              8.6468314728323e-011
     1.9530e+000              9.0313254743422e-011
     1.9732e+000              9.0517280635319e-011
     1.9933e+000              8.7767824092803e-011
     2.0134e+000              9.1488790244218e-011
     2.0336e+000              6.9939355687185e-011
     2.0537e+000              6.8891036601683e-011
     2.0738e+000              7.6050194453302e-011
     2.0940e+000              7.8546034944328e-011
     2.1141e+000              7.9910516629669e-011
     2.1342e+000              8.6293811102024e-011
     2.1544e+000              9.0824481694553e-011
     2.1745e+000              1.0056431605728e-010
     2.1946e+000              1.0593707822456e-010
     2.2148e+000              1.0847499358629e-010
     2.2349e+000              1.0539302657956e-010
     2.2550e+000              1.2020232170994e-010
     2.2752e+000              1.2939442738642e-010
     2.2953e+000              1.3990757039078e-010
     2.3154e+000              1.3959738931607e-010
     2.3356e+000              1.4210419951887e-010
     2.3557e+000              1.4039127250038e-010
     2.3758e+000              1.6039658617043e-010
     2.3960e+000              1.5413734079141e-010
     2.4161e+000              1.5439705658606e-010
     2.4362e+000              1.6581655724846e-010
     2.4564e+000              1.6443292577796e-010
     2.4765e+000              1.7685705244996e-010
     2.4966e+000              1.8718119860490e-010
     2.5168e+000              1.9033143421957e-010
     2.5369e+000              1.8219679801099e-010
     2.5570e+000              1.9439875616211e-010
     2.5772e+000              2.0537471967358e-010
     2.5973e+000              2.1169068360572e-010
     2.6174e+000              2.1544104459291e-010
     2.6376e+000              2.4186960582271e-010
     2.6577e+000              2.4438857712936e-010
     2.6779e+000              2.6135788757588e-010
     2.6980e+000              2.7261802266071e-010
     2.7181e+000              2.7319020866096e-010
     2.7383e+000              3.1535485443906e-010
     2.7584e+000              3.6161195807590e-010
     2.7785e+000              3.6441217160529e-010
     2.7987e+000              3.6113983058589e-010
     2.8188e+000              3.7516329056963e-010
     2.8389e+000              3.8171009439172e-010
     2.8591e+000              4.1550311826915e-010
     2.8792e+000              4.0690629716727e-010
     2.8993e+000              4.0742801788746e-010
     2.9195e+000              4.1636603924624e-010
     2.9396e+000              4.3813832706752e-010
     2.9597e+000              4.4584067526137e-010
     2.9799e+000              4.6028234917337e-010
     3.0000e+000              4.6786452336871e-010
     3.0000e+000              4.5443151944403e-010
     2.9799e+000              3.8464010824472e-010
     2.9597e+000              3.8054684588929e-010
     2.9396e+000              3.9348100504975e-010
     2.9195e+000              4.1075995921632e-010
     2.8993e+000              3.9061931814605e-010
     2.8792e+000              3.8570204696818e-010
     2.8591e+000              3.5864348344618e-010
     2.8389e+000              3.6782895202482e-010
     2.8188e+000              3.4594828437239e-010
     2.7987e+000              3.3207289937696e-010
     2.7785e+000              3.1943648229823e-010
     2.7584e+000              3.1404407137360e-010
     2.7383e+000              3.0524999658396e-010
     2.7181e+000              3.0107798873981e-010
     2.6980e+000              2.8869354187198e-010
     2.6779e+000              2.6574415254486e-010
     2.6577e+000              2.6037941845635e-010
     2.6376e+000              2.5584028222481e-010
     2.6174e+000              2.5921729225753e-010
     2.5973e+000              2.4594761958790e-010
     2.5772e+000              2.4445055561705e-010
     2.5570e+000              2.2609251190125e-010
     2.5369e+000              2.5479446874738e-010
     2.5168e+000              2.8536961480421e-010
     2.4966e+000              2.8765001752544e-010
     2.4765e+000              2.6847445469632e-010
     2.4564e+000              2.6783616793040e-010
     2.4362e+000              2.5733890452420e-010
     2.4161e+000              2.4884651599958e-010
     2.3960e+000              2.3635809253831e-010
     2.3758e+000              2.3936047117714e-010
     2.3557e+000              2.2941160891818e-010
     2.3356e+000              1.7720350189433e-010
     2.3154e+000              1.5862240686070e-010
     2.2953e+000              1.6213705491872e-010
     2.2752e+000              1.5088303032415e-010
     2.2550e+000              1.4434624279311e-010
     2.2349e+000              1.4009893313604e-010
     2.2148e+000              1.3333032465894e-010
     2.1946e+000              1.2761974910450e-010
     2.1745e+000              1.2502292892379e-010
     2.1544e+000              1.1503482902679e-010
     2.1342e+000              1.1218452022442e-010
     2.1141e+000              1.0941776393211e-010
     2.0940e+000              1.0288342059717e-010
     2.0738e+000              9.7492558789288e-011
     2.0537e+000              1.2145904843086e-010
     2.0336e+000              1.4583164156171e-010
     2.0134e+000              1.0403164619832e-010
     1.9933e+000              7.5756622243812e-011
     1.9732e+000              7.3567829282114e-011
     1.9530e+000              7.1967734462044e-011
     1.9329e+000              6.6728939420016e-011
     1.9128e+000              7.7207080676434e-011
     1.8926e+000              6.0742237259282e-011
     1.8725e+000              6.3536243574582e-011
     1.8523e+000              6.5554705852821e-011
     1.8322e+000              5.8501606460170e-011
     1.8121e+000              5.5316906452232e-011
     1.7919e+000              5.3087819566742e-011
     1.7718e+000              4.9641386381191e-011
     1.7517e+000              5.1681415005307e-011
     1.7315e+000              4.8784520623595e-011
     1.7114e+000              4.6205595888715e-011
     1.6913e+000              4.4437378145233e-011
     1.6711e+000              4.2575410435336e-011
     1.6510e+000              4.2746711427799e-011
     1.6309e+000              4.1175514006610e-011
     1.6107e+000              3.8251463255150e-011
     1.5906e+000              3.7999255072897e-011
     1.5705e+000              3.6532379687441e-011
     1.5503e+000              3.4220498729617e-011
     1.5302e+000              3.4017880706956e-011
     1.5101e+000              3.0640049289241e-011
     1.4899e+000              2.9363121103315e-011
     1.4698e+000              2.6429760298364e-011
     1.4497e+000              3.2282688781524e-011
     1.4295e+000              3.5292389261566e-011
     1.4094e+000              2.5025339343313e-011
     1.3893e+000              2.4543875699732e-011
     1.3691e+000              2.5471554055807e-011
     1.3490e+000              2.3105602935737e-011
     1.3289e+000              1.9406999950410e-011
     1.3087e+000              2.0295572704164e-011
     1.2886e+000              1.9681712546264e-011
     1.2685e+000              2.6122984516970e-011
     1.2483e+000              2.6123139582175e-011
     1.2282e+000              2.4779192521743e-011
     1.2081e+000              2.5084713963806e-011
     1.1879e+000              2.2508921239005e-011
     1.1678e+000              2.0446078070878e-011
     1.1477e+000              1.8939407733823e-011
