# Single Point Spectroscopy       
# 
# Sample                          MoO3
# Data set                        23/10/2024
# Creation Comment                
# Ramp start value                0.000e+000 V
# Ramp end value                  3.000e+000 V
# Raster time                     1.000e-001 seconds
# Varied-Z spectroscopy           No
# Automatic ramp reversal         Yes
# Channel name and data unit      I(V) [A]
# Sample position                 -8.400e+001, -3.150e+001 [nm]
# Averaged curves                 26
# 
# 
# Ramp value [V]                              I(V)
# --------------             ---------------------
     0.0000e+000              2.0455096417549e-012
     2.0134e-002              3.9146594806482e-013
     4.0268e-002              4.2105730212029e-013
     6.0403e-002              4.0839415548496e-013
     8.0537e-002              4.1971391544402e-013
     1.0067e-001              4.2029579378723e-013
     1.2081e-001              4.4645421914767e-013
     1.4094e-001              4.5014200748643e-013
     1.6107e-001              4.7886438227473e-013
     1.8121e-001              5.1521719338427e-013
     2.0134e-001              5.1275303839522e-013
     2.2148e-001              5.5000399945405e-013
     2.4161e-001              5.6374953192570e-013
     2.6174e-001              5.7214147658001e-013
     2.8188e-001              6.2952481419427e-013
     3.0201e-001              6.6126865752990e-013
     3.2215e-001              7.2305983874140e-013
     3.4228e-001              7.4137749180956e-013
     3.6242e-001              8.3277998596430e-013
     3.8255e-001              9.4463266357959e-013
     4.0268e-001              9.4205950235737e-013
     4.2282e-001              9.4575650249049e-013
     4.4295e-001              1.0143690174193e-012
     4.6309e-001              1.1229730022266e-012
     4.8322e-001              1.1843312291036e-012
     5.0336e-001              1.3463467328606e-012
     5.2349e-001              1.4108922405832e-012
     5.4362e-001              1.4408566723099e-012
     5.6376e-001              1.5525773142062e-012
     5.8389e-001              1.7740426681103e-012
     6.0403e-001              1.7686691214052e-012
     6.2416e-001              1.8987457988460e-012
     6.4430e-001              2.0637996594400e-012
     6.6443e-001              2.0108518008060e-012
     6.8456e-001              3.0117547101824e-012
     7.0470e-001              3.2394472370681e-012
     7.2483e-001              3.4419792829816e-012
     7.4497e-001              3.9848134358319e-012
     7.6510e-001              4.3378754132449e-012
     7.8523e-001              4.6233765555842e-012
     8.0537e-001              4.5190130667768e-012
     8.2550e-001              5.4028770583179e-012
     8.4564e-001              5.5112492129673e-012
     8.6577e-001              5.7854520895343e-012
     8.8591e-001              5.8602702832581e-012
     9.0604e-001              7.1316974926570e-012
     9.2617e-001              7.0814947487399e-012
     9.4631e-001              7.1014597776979e-012
     9.6644e-001              7.7695113864687e-012
     9.8658e-001              8.8775582112476e-012
     1.0067e+000              9.2828633450267e-012
     1.0268e+000              1.0325469582732e-011
     1.0470e+000              1.0109234992720e-011
     1.0671e+000              1.0436379586725e-011
     1.0872e+000              1.3214039572947e-011
     1.1074e+000              1.2252573890489e-011
     1.1275e+000              1.3311712228457e-011
     1.1477e+000              1.4804532632705e-011
     1.1678e+000              1.3041456605770e-011
     1.1879e+000              1.5412265412061e-011
     1.2081e+000              1.5514608447308e-011
     1.2282e+000              1.6229454436085e-011
     1.2483e+000              1.7720544558294e-011
     1.2685e+000              2.0944965823475e-011
     1.2886e+000              2.0191235315440e-011
     1.3087e+000              2.3938450474860e-011
     1.3289e+000              2.1907914604824e-011
     1.3490e+000              1.9972300134385e-011
     1.3691e+000              2.4298005231992e-011
     1.3893e+000              2.3104340919911e-011
     1.4094e+000              2.6973004376063e-011
     1.4295e+000              2.8631457448649e-011
     1.4497e+000              2.4939032506733e-011
     1.4698e+000              2.4091028495304e-011
     1.4899e+000              2.7555268079336e-011
     1.5101e+000              3.7443760844009e-011
     1.5302e+000              3.2017151132843e-011
     1.5503e+000              2.7980647248307e-011
     1.5705e+000              2.8349464464659e-011
     1.5906e+000              2.9307982372924e-011
     1.6107e+000              3.3073513650114e-011
     1.6309e+000              3.3699591717921e-011
     1.6510e+000              3.4770424428819e-011
     1.6711e+000              3.8250730917499e-011
     1.6913e+000              3.8830469053821e-011
     1.7114e+000              4.0766439713642e-011
     1.7315e+000              4.1070046637780e-011
     1.7517e+000              4.6436810391641e-011
     1.7718e+000              4.5084018473332e-011
     1.7919e+000              4.7095036086437e-011
     1.8121e+000              5.1356496594937e-011
     1.8322e+000              5.2029725232133e-011
     1.8523e+000              5.2734372229265e-011
     1.8725e+000              5.8985535794039e-011
     1.8926e+000              6.2130594380283e-011
     1.9128e+000              9.1451766507420e-011
     1.9329e+000              8.9973247413904e-011
     1.9530e+000              8.8445148907888e-011
     1.9732e+000              9.2209490328307e-011
     1.9933e+000              1.0090989038118e-010
     2.0134e+000              1.0829153302528e-010
     2.0336e+000              1.0902270231365e-010
     2.0537e+000              1.1817606318308e-010
     2.0738e+000              1.1733274183378e-010
     2.0940e+000              1.1274678665745e-010
     2.1141e+000              1.1790376407735e-010
     2.1342e+000              1.0250236244143e-010
     2.1544e+000              8.4123515423384e-011
     2.1745e+000              8.5504130031233e-011
     2.1946e+000              9.0380315071002e-011
     2.2148e+000              1.0456708328030e-010
     2.2349e+000              1.3882225520386e-010
     2.2550e+000              1.5572228067447e-010
     2.2752e+000              1.6249061279773e-010
     2.2953e+000              1.6630527057420e-010
     2.3154e+000              1.5657303133591e-010
     2.3356e+000              1.6395998611476e-010
     2.3557e+000              1.5324326552583e-010
     2.3758e+000              1.9922371287820e-010
     2.3960e+000              1.9452608158364e-010
     2.4161e+000              1.9766677684996e-010
     2.4362e+000              2.0765047197396e-010
     2.4564e+000              2.1665338735334e-010
     2.4765e+000              2.4508120119956e-010
     2.4966e+000              2.4101853274847e-010
     2.5168e+000              2.4791583306325e-010
     2.5369e+000              2.5231532309831e-010
     2.5570e+000              2.6307524086155e-010
     2.5772e+000              2.7487125365919e-010
     2.5973e+000              2.8501004469409e-010
     2.6174e+000              2.8601184421812e-010
     2.6376e+000              2.7016036966317e-010
     2.6577e+000              2.7182847055504e-010
     2.6779e+000              2.8135944590443e-010
     2.6980e+000              2.9467497181575e-010
     2.7181e+000              3.0746164554274e-010
     2.7383e+000              3.1613610364743e-010
     2.7584e+000              3.1919131192686e-010
     2.7785e+000              3.2595979450943e-010
     2.7987e+000              3.2899116573569e-010
     2.8188e+000              3.4245942012676e-010
     2.8389e+000              3.4155942321271e-010
     2.8591e+000              3.6158871057755e-010
     2.8792e+000              3.6426505003770e-010
     2.8993e+000              3.8561416337946e-010
     2.9195e+000              3.9660348859864e-010
     2.9396e+000              4.0116404532264e-010
     2.9597e+000              4.1801344277150e-010
     2.9799e+000              4.1631035394938e-010
     3.0000e+000              4.2923824908968e-010
     3.0000e+000              4.2469817018452e-010
     2.9799e+000              4.1970650302016e-010
     2.9597e+000              4.1543166084507e-010
     2.9396e+000              4.2152325156689e-010
     2.9195e+000              4.1995243489987e-010
     2.8993e+000              4.0908471918382e-010
     2.8792e+000              3.8063216245798e-010
     2.8591e+000              3.5394630813544e-010
     2.8389e+000              3.5431921538849e-010
     2.8188e+000              3.6950929846198e-010
     2.7987e+000              3.4166590694952e-010
     2.7785e+000              3.0727489483585e-010
     2.7584e+000              2.9879114543903e-010
     2.7383e+000              2.8653212175720e-010
     2.7181e+000              2.9756647576246e-010
     2.6980e+000              2.9400332300128e-010
     2.6779e+000              2.8604811719368e-010
     2.6577e+000              2.6236094297454e-010
     2.6376e+000              2.7580630759195e-010
     2.6174e+000              2.6338482009903e-010
     2.5973e+000              2.6748642834015e-010
     2.5772e+000              2.4895432469948e-010
     2.5570e+000              2.4229610268940e-010
     2.5369e+000              2.4338790297954e-010
     2.5168e+000              2.0017157120510e-010
     2.4966e+000              1.7072392421211e-010
     2.4765e+000              1.6897480098302e-010
     2.4564e+000              1.6290605704649e-010
     2.4362e+000              1.5223900491741e-010
     2.4161e+000              1.4393426524963e-010
     2.3960e+000              1.5584250226725e-010
     2.3758e+000              1.4059883418601e-010
     2.3557e+000              1.5506069421003e-010
     2.3356e+000              1.2848685070092e-010
     2.3154e+000              1.1597967049105e-010
     2.2953e+000              1.2204916058292e-010
     2.2752e+000              1.1973020650233e-010
     2.2550e+000              1.1495275961562e-010
     2.2349e+000              1.0763853041788e-010
     2.2148e+000              1.1318667440253e-010
     2.1946e+000              1.0423143466481e-010
     2.1745e+000              9.5058538650156e-011
     2.1544e+000              9.2390514369708e-011
     2.1342e+000              9.4379049063398e-011
     2.1141e+000              9.1303565624593e-011
     2.0940e+000              8.5920917666671e-011
     2.0738e+000              8.4296109137655e-011
     2.0537e+000              8.0917741900568e-011
     2.0336e+000              8.1896697709902e-011
     2.0134e+000              8.9056188721417e-011
     1.9933e+000              8.0853781341787e-011
     1.9732e+000              8.1502904248464e-011
     1.9530e+000              7.4811932774167e-011
     1.9329e+000              7.7931023312134e-011
     1.9128e+000              6.9578099818697e-011
     1.8926e+000              6.2701222051992e-011
     1.8725e+000              5.9280254871926e-011
     1.8523e+000              6.2481046349297e-011
     1.8322e+000              5.9361530533490e-011
     1.8121e+000              5.6302219934968e-011
     1.7919e+000              5.5267242598285e-011
     1.7718e+000              5.1578313532325e-011
     1.7517e+000              4.8110647160794e-011
     1.7315e+000              4.6276010844738e-011
     1.7114e+000              4.1697666145842e-011
     1.6913e+000              4.2922486281719e-011
     1.6711e+000              3.8539746359384e-011
     1.6510e+000              3.7790268629741e-011
     1.6309e+000              3.9540332997154e-011
     1.6107e+000              3.7991283800185e-011
     1.5906e+000              5.1327870943989e-011
     1.5705e+000              4.1500799353455e-011
     1.5503e+000              3.2477760809311e-011
     1.5302e+000              3.0966128385699e-011
     1.5101e+000              2.8462505463746e-011
     1.4899e+000              2.9342557307724e-011
     1.4698e+000              2.9537417464242e-011
     1.4497e+000              2.4920318746508e-011
     1.4295e+000              2.4091137501537e-011
     1.4094e+000              2.8203046064038e-011
     1.3893e+000              2.5822369890697e-011
     1.3691e+000              2.6943631034474e-011
     1.3490e+000              3.6239166737930e-011
     1.3289e+000              3.4398234160435e-011
     1.3087e+000              3.5595137953529e-011
     1.2886e+000              3.4149108858691e-011
     1.2685e+000              3.5089672979765e-011
     1.2483e+000              3.0053153588708e-011
     1.2282e+000              2.5512790653222e-011
     1.2081e+000              2.5127378389345e-011
     1.1879e+000              2.9889283443688e-011
     1.1678e+000              2.9185301231049e-011
     1.1477e+000              2.5597533020061e-011
     1.1275e+000              2.5664495088502e-011
     1.1074e+000              2.5163993736594e-011
     1.0872e+000              2.3553790507522e-011
     1.0671e+000              2.2046742486899e-011
     1.0470e+000              2.0876750951003e-011
     1.0268e+000              1.8436588080337e-011
     1.0067e+000              1.9323734541266e-011
     9.8658e-001              1.7436042895642e-011
     9.6644e-001              1.6035016486809e-011
